cell_id,x,y,sample_id,condition,genotype,cell_type,niche_k12,niche_k8,niche_k10
output-XETG00045__0059976__cre_24h__20250725__091031_dnelfgkk-1,5091.21337890625,10943.42578125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,"Keratinocyte (E-cad+, suprabasal)",7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnfbielm-1,5128.1806640625,10937.07421875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Hair Follicle Keratinocyte (stem cell),7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnffecfk-1,5138.07958984375,10921.9716796875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Basal Epithelial Cell (Trp63+),7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnfgjlig-1,5145.29638671875,10923.6162109375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Hair Follicle Keratinocyte (stem cell),7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnfkkbib-1,5149.236328125,10924.0908203125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Epithelial Progenitor Cell (Lgr5+ Sox9+),7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dngahhff-1,5130.02783203125,10919.2900390625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,"Keratinocyte (Trp63+, basal)",7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnggnbpl-1,5128.01953125,10927.103515625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Epidermal Keratinocyte (stress-responsive),7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnghfmji-1,5127.86962890625,10931.6220703125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Epithelial Progenitor Cell (Lgr5+ Sox9+),7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnghiokj-1,5149.4140625,10915.2138671875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Basal Keratinocyte (Klf5+ Gata3+),7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dngkljlb-1,5142.21337890625,10908.6484375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Proliferating Keratinocyte,7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnhjmpge-1,5107.33203125,10921.8662109375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Basal Keratinocyte (LGR5+ SOX9+),7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnhkjoai-1,5109.60888671875,10930.5185546875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Basal Epithelial Cell (Trp63+),7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnhnlnbl-1,5109.22607421875,10926.212890625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Basal Epithelial Cell (Trp63+),7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnjbmfjf-1,5119.6005859375,10954.5595703125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Monocytic MDSC (Ccr2+),7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnjcodnb-1,5118.9482421875,10932.1201171875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Stressed Skeletal Muscle Fiber (glycolytic),7,7,8
output-XETG00045__0059976__cre_24h__20250725__091031_dnmcafgi-1,5119.39306640625,11050.2099609375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dnmjcdib-1,5078.89013671875,11070.849609375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dnpagmmh-1,4907.630859375,11156.9384765625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (MMP chemokine),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dnpinpmg-1,4963.798828125,11152.890625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Hair Follicle Keratinocyte (stem cell),1,6,7
output-XETG00045__0059976__cre_24h__20250725__091031_doaikhhl-1,4961.53369140625,11149.25390625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Activated Dermal Fibroblast (TNC PRRX1),1,6,7
output-XETG00045__0059976__cre_24h__20250725__091031_doajaemk-1,4962.55029296875,11142.388671875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Col1a2 inflammatory),1,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_dobadgei-1,4969.10888671875,11186.28125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (perivascular LPL),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dobcnkfp-1,4963.9375,11159.4091796875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Monocytic MDSC (Ccr2+),1,6,7
output-XETG00045__0059976__cre_24h__20250725__091031_dobigagf-1,4941.396484375,11170.7724609375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (complement interferon),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_doddcfdp-1,4928.09033203125,11262.5732421875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Immunoregulatory Myeloid Cell (CXCL12-high),9,5,6
output-XETG00045__0059976__cre_24h__20250725__091031_doecjjma-1,4963.14306640625,11248.8955078125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Col1a2 inflammatory),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dofcjknl-1,4957.677734375,11244.4541015625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Activated Dermal Fibroblast (TNC PRRX1),10,6,1
output-XETG00045__0059976__cre_24h__20250725__091031_dofeemak-1,4953.166015625,11237.548828125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Endothelial Cell (early EndMT),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_doffgjdb-1,4944.88818359375,11244.5751953125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,IL33+ Inflammatory Fibroblast,6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dofhlkno-1,4915.1455078125,11252.89453125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Fibroblast (fetal PDGFRA),9,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dohdoodi-1,5011.3544921875,11195.1484375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Col1a2 inflammatory),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dohhbhao-1,5012.908203125,11183.9755859375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,IFNγ-Conditioned Macrophage,6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_doinobff-1,4997.3134765625,11158.0419921875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Col1a2 inflammatory),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_doipcgcg-1,5041.5595703125,11176.2685546875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (MMP chemokine),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dojckilm-1,5039.93212890625,11213.6396484375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dojhohjk-1,5039.31396484375,11186.990234375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Stromal Fibroblast,6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dojikejj-1,5058.0078125,11260.6455078125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (MMP chemokine),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dondgjjc-1,5060.443359375,11170.9658203125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Pdgfra complement),6,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_dooikmjf-1,4988.04443359375,11189.0732421875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Col1a2 inflammatory),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_doojfkfc-1,4992.8251953125,11180.0498046875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Macrophage (IFN+ M1/M2),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dopaaino-1,5008.3408203125,11249.619140625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Stress-Activated Basal Keratinocyte (proteotoxic),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpacheal-1,4960.85205078125,11089.7841796875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpadbhjk-1,4960.72021484375,11107.7568359375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Macrophage (Arg1+ glycolytic),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpahggpm-1,4970.75390625,11106.5927734375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Macrophage (Arg1+ glycolytic),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpanpaha-1,4952.9140625,11117.1611328125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Macrophage (Arg1+ glycolytic),1,6,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpbcniga-1,4949.7158203125,11108.0712890625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (perivascular LPL),1,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpbcpodb-1,4955.70751953125,11129.2822265625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Tissue Macrophage (F13a1+ efferocytic),1,6,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpdeclap-1,4943.8916015625,11118.001953125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Fibroblast (Lmna perivascular),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpdelhoi-1,4936.3720703125,11102.90234375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpdgabpa-1,4938.5439453125,11111.5517578125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Endothelial Cell (partial EndMT),1,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpdikfjc-1,4928.732421875,11118.123046875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Myeloid-Endothelial Doublet,6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpdomjam-1,4930.95703125,11130.130859375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,M2-like Macrophage,6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpfapfie-1,5006.64208984375,11094.7021484375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Stromal Fibroblast,6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpfopnlf-1,5052.79833984375,11048.20703125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Tissue-Resident Macrophage (Grn+ CD163+),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpgcafgm-1,5046.97509765625,11086.4560546875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpgckgjc-1,5022.8740234375,11071.310546875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (MMP chemokine),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpiohpae-1,5030.4462890625,10995.193359375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Fibroblast (Lmna perivascular),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpjcohlj-1,5037.63623046875,11015.576171875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Immunoregulatory Myeloid Cell (CXCL12-high),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpjekmfi-1,5058.16845703125,10999.7177734375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpjjgmeo-1,5044.58349609375,10999.31640625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpkeknfk-1,4928.51416015625,11052.9765625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Fibroblast (Lmna perivascular),1,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_dplebjoh-1,4898.60693359375,11074.9462890625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpleikcn-1,4907.2421875,11079.5224609375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_dplgkbbj-1,4899.18359375,11082.33984375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpllbejg-1,4924.7978515625,11128.2255859375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Interferon-Responsive Regulatory Macrophage,6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dplocckf-1,4922.26708984375,11113.7109375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,M2-like Macrophage,1,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpmcohgi-1,4913.529296875,11071.072265625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpmjcejl-1,4902.595703125,11064.6435546875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpmkgdhf-1,4914.83203125,11060.4306640625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpmkgklp-1,4925.06787109375,11046.8134765625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Pdgfra complement),6,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpmpffpg-1,4925.63037109375,11059.775390625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpncbapd-1,4902.77001953125,11042.6396484375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Fibroblast (activated inflammatory),1,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_dpnfgfie-1,4918.28662109375,11043.8740234375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Monocytic MDSC (Ccr2+),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_dpojpdeh-1,4689.3779296875,11261.859375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__cre_24h__20250725__091031_dpphbljb-1,4700.8544921875,11228.3056640625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (complement interferon),9,5,6
output-XETG00045__0059976__cre_24h__20250725__091031_eaabalgj-1,4706.20751953125,11200.0166015625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (complement graft),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eaahkdae-1,4704.85986328125,11205.6103515625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (complement signaling),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eaalahdn-1,4724.41162109375,11198.484375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Neat1 stress),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eabdicbh-1,4730.193359375,11184.328125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Macrophage (TREM2+ resident),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eabmkmha-1,4793.9970703125,11191.900390625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Tissue-Resident Macrophage (Grn+ CD163+),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eachkbji-1,4823.89111328125,11237.990234375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Col1a2 inflammatory),9,5,6
output-XETG00045__0059976__cre_24h__20250725__091031_eacjpbge-1,4769.1630859375,11204.44921875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (perivascular LPL),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eackfpng-1,4769.4091796875,11267.0361328125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Stress-Responsive Epithelial Cell (TP63- KRT71+),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eadcaebh-1,4889.4599609375,11249.158203125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Fibroblast (Lmna perivascular),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eaecpcgm-1,4853.9560546875,11236.0478515625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Col1a2 inflammatory),9,5,2
output-XETG00045__0059976__cre_24h__20250725__091031_eaekhckj-1,4844.23828125,11158.0703125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eaeojabp-1,4829.9208984375,11200.646484375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (complement interferon),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eafbabnj-1,4840.4375,11216.306640625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Tissue-Resident Macrophage (Grn+ CD163+),9,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eafejiij-1,4846.6015625,11211.9755859375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Fibroblast (fetal PDGFRA),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eafmiiln-1,4799.98291015625,11161.623046875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Hair Follicle Keratinocyte (stem cell),1,6,7
output-XETG00045__0059976__cre_24h__20250725__091031_eafobknf-1,4783.07275390625,11185.365234375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Tissue-Resident Macrophage (Grn+ CD163+),6,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_eafpempc-1,4773.48779296875,11178.158203125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Basal Keratinocyte (proliferative progenitor),10,6,1
output-XETG00045__0059976__cre_24h__20250725__091031_eagbedeb-1,4795.01708984375,11186.083984375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Capillary Endothelial Cell,6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eagccjbn-1,4773.86328125,11170.73828125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Stress-Activated Basal Keratinocyte (proteotoxic),1,6,7
output-XETG00045__0059976__cre_24h__20250725__091031_eagcjpaf-1,4780.23681640625,11171.08203125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Basal Epithelial Cell (Trp63+),1,6,7
output-XETG00045__0059976__cre_24h__20250725__091031_eahaffjm-1,4751.31396484375,11169.767578125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Basal Keratinocyte (HF-stem stress),10,6,1
output-XETG00045__0059976__cre_24h__20250725__091031_eahaiocg-1,4739.34765625,11165.7763671875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Stromal Fibroblast,1,6,7
output-XETG00045__0059976__cre_24h__20250725__091031_eahbkmff-1,4754.1572265625,11163.7880859375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Activated Dermal Fibroblast (TNC PRRX1),6,6,7
output-XETG00045__0059976__cre_24h__20250725__091031_eahcpoja-1,4764.76025390625,11172.3056640625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Fibroblast (Lmna perivascular),10,6,1
output-XETG00045__0059976__cre_24h__20250725__091031_eahmggmm-1,4761.37109375,11209.2529296875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,IL33+ Inflammatory Fibroblast,6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eajgfgek-1,4810.39599609375,11067.4619140625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Stromal Fibroblast,6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_eajhakge-1,4777.4462890625,11048.7265625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Fibroblast (fetal PDGFRA),6,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_eammgpin-1,4899.07763671875,11037.03515625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_eanafken-1,4892.208984375,11033.3447265625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_eankelcc-1,4881.4248046875,11052.2939453125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_eanmdmfj-1,4884.4228515625,11057.91796875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_eanmmdmj-1,4895.26611328125,11062.1240234375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Basal Keratinocyte (LGR5+ SOX9+),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_eanoenhh-1,4874.140625,11042.705078125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_eaohdbao-1,4883.9873046875,11043.189453125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_eaohgelm-1,4881.59912109375,11032.4072265625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_eapokabh-1,4849.69189453125,11069.6474609375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Pdgfra complement),6,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_ebanchkc-1,4869.73876953125,11112.8212890625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_ebbdgjca-1,4894.21630859375,11070.966796875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_ebbjmpbc-1,4888.1904296875,11072.822265625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_ebblhgcj-1,4888.58642578125,11064.328125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_ebcodjll-1,4730.638671875,11034.26171875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Fibroblast (activated inflammatory),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_ebdngbin-1,4699.7548828125,11041.11328125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Stress-Responsive Epithelial Cell (TP63- KRT71+),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_ebeieila-1,4749.0185546875,11106.990234375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_ebeolflm-1,4752.93994140625,11087.875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_ebfbkkfg-1,4770.91259765625,11107.7177734375,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Basal Epithelial Cell (Trp63+),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_ebfdgipl-1,4758.7841796875,11106.7275390625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Hair Follicle Keratinocyte (stem cell),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_ebfdpali-1,4773.0556640625,11101.7314453125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Endothelial Cell (early EndMT),1,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_ebfkpkom-1,4780.9638671875,11103.220703125,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Fibroblast (complement signaling),6,0,7
output-XETG00045__0059976__cre_24h__20250725__091031_ebfonlad-1,4783.3466796875,11070.5966796875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Fibroblast (activated inflammatory),6,0,2
output-XETG00045__0059976__cre_24h__20250725__091031_ebgfhcln-1,4764.15478515625,11086.06640625,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__cre_24h__20250725__091031_ebgfjadc-1,4714.21435546875,11073.5263671875,output-XETG00045__0059976__cre_24h__20250725__091031_1,cre_24h,cre,Fibroblast (Lmna perivascular),1,7,7
