cell_id,x,y,sample_id,condition,genotype,cell_type,niche_k12,niche_k8,niche_k10
output-XETG00045__0059976__litt_24h__20250725__091031_ffbcnlgl-1,3972.153564453125,13430.193359375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Tissue-Resident Macrophage (Grn+ CD163+),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffbcpipn-1,3999.390869140625,13423.6123046875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Inflammatory Macrophage (GRN+ chemokine),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffbhdhhf-1,3996.35400390625,13434.7197265625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (TREM2+ resident),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffbkceib-1,3994.404052734375,13443.8173828125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (TREM2+ resident),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffblcjda-1,3971.041259765625,13353.728515625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffbljocj-1,3938.031005859375,13400.3544921875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (MMP chemokine),9,5,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffbmcfoj-1,3944.07861328125,13386.36328125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffbmhhpb-1,3918.079345703125,13383.80859375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stromal Fibroblast,9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffbmhmhn-1,3701.03076171875,13401.693359375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Col1a2 inflammatory),9,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffcaiajn-1,3798.57666015625,13431.3837890625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,IL33+ Inflammatory Fibroblast,6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffcffodn-1,3785.678466796875,13429.765625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement interferon),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffdcikbc-1,3871.213134765625,13411.0361328125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Endothelial Cell (smooth muscle EndMT),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffddfflb-1,3832.72900390625,13436.755859375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffddhaan-1,3846.08203125,13435.5126953125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement graft),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffdehkhc-1,3870.5380859375,13428.99609375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement graft),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffdfgikg-1,3862.381103515625,13409.9404296875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stressed Skeletal Muscle Fiber (glycolytic),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffebcccg-1,3886.668701171875,13450.5380859375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stromal Fibroblast,6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffefdnlh-1,3864.416259765625,13392.70703125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (CD68+ phagocytic),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffegdilp-1,3881.8134765625,13373.763671875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffencihe-1,3789.810302734375,13383.1728515625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (perivascular LPL),9,5,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffepkfab-1,3775.573974609375,13377.826171875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement interferon),9,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fffbhlah-1,3846.438232421875,13387.865234375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stromal Fibroblast,6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fffgenmj-1,3865.66943359375,13359.984375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (TREM2+ resident),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fffgodfm-1,3858.22900390625,13363.3251953125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Neat1 stress),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fffldjji-1,3712.07177734375,13390.9755859375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (TREM2+ resident),9,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fffmcjpb-1,3731.75732421875,13397.033203125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement graft),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fffmglcc-1,3720.77001953125,13387.2587890625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Arg1+ Macrophage,9,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fffodbgf-1,3879.756103515625,13237.1640625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Wound-Associated Macrophage,9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffgfgief-1,3883.895751953125,13230.7744140625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Col1a2 inflammatory),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffgfhlhh-1,3877.683837890625,13227.583984375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Fibroblast (fetal PDGFRA),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffgialkk-1,3835.00634765625,13227.095703125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (IFN+ M1/M2),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffgogppm-1,3858.183837890625,13238.240234375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Col1a2 inflammatory),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffgpadai-1,3819.391357421875,13314.8896484375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Myeloid-Endothelial Doublet,9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffheaong-1,3946.620361328125,13262.083984375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (perivascular LPL),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffhfcgjd-1,3938.213623046875,13258.595703125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement graft),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffhjkabd-1,3964.584716796875,13310.083984375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Neat1 stress),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffhkiojc-1,3987.56396484375,13301.263671875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement interferon),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffhkofio-1,3992.347900390625,13320.2275390625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Phagocytic Macrophage,9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffhmgepg-1,3953.255126953125,13321.2060546875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement interferon),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffhmlfhg-1,3985.331298828125,13323.33984375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Tissue-Resident Macrophage (Grn+ CD163+),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffhnlflo-1,3923.404296875,13301.798828125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Phagocytic Macrophage,9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffhoclkb-1,3950.856201171875,13302.984375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Fibroblast (fetal PDGFRA),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffhopiln-1,3946.104736328125,13308.0419921875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Phagocytic Macrophage,9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffhpnpke-1,3943.21240234375,13278.482421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffhppcmp-1,3955.221435546875,13273.25,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffiaanbl-1,3977.0244140625,13280.9375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Fibroblast (activated inflammatory),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffiacgdo-1,3968.42724609375,13271.279296875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement interferon),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffidbbfn-1,3874.478515625,13292.9248046875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stress-Responsive Epithelial Cell (TP63- KRT71+),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffiecpdk-1,3935.662841796875,13280.552734375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Wound-Associated Macrophage,9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffifebpo-1,3942.167724609375,13049.94140625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Inflammatory Macrophage (Fcgr1+ primed),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffigadho-1,3947.41845703125,13061.349609375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (MMP chemokine),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffiichbg-1,3922.018798828125,13246.015625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Tissue-Resident Macrophage (Grn+ CD163+),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffikemfp-1,3916.015380859375,13243.07421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffilhkdn-1,3875.999267578125,13169.1796875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement interferon),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffimenap-1,3881.45751953125,13175.1494140625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Neat1 stress),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffjaajle-1,3893.96044921875,13337.7587890625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffjefhkh-1,3862.914306640625,13341.166015625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffjifhel-1,3863.748046875,13335.4033203125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stromal Fibroblast,9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffjpkjkj-1,3632.268798828125,13273.6201171875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,IFNγ-Conditioned Macrophage,9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffkebglm-1,3667.103515625,13332.1357421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Activated Endothelial Cell,6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffkemfkj-1,3663.5400390625,13336.015625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stress-Responsive Epithelial Cell (TP63- KRT71+),9,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffkfbfjh-1,3679.503662109375,13329.4033203125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement interferon),9,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffkfclae-1,3667.508056640625,13321.3369140625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffliibmk-1,3682.70263671875,13035.4931640625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Monocytic MDSC (Ccr2+),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fflmnjcj-1,3705.689697265625,13131.8271484375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement signaling),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fflnfjlb-1,3707.859130859375,13125.29296875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fflnnnag-1,3712.925537109375,13010.5869140625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffngkajl-1,3668.155517578125,13207.5224609375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffngknbj-1,3676.1484375,13201.49609375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffngmebg-1,3660.283935546875,13198.5244140625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (IFN+ M1/M2),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffogdopa-1,3734.556396484375,13282.517578125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement interferon),9,5,2
output-XETG00045__0059976__litt_24h__20250725__091031_ffogkefe-1,3726.64453125,13263.6904296875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Tissue-Resident Macrophage (Grn+ CD163+),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffokfpfm-1,3750.46826171875,13316.5810546875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (perivascular LPL),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_ffpkmjbh-1,3649.48974609375,13123.3271484375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Col1a2 inflammatory),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fgahalfb-1,3652.37548828125,13083.7822265625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Monocytic MDSC (Ccr2+),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fgamlmab-1,3487.36376953125,13238.14453125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (proliferative progenitor),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgbchmoo-1,3471.162841796875,13223.7021484375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgbcpokk-1,3430.379638671875,13251.6982421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stromal Fibroblast,9,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgbehfbk-1,3503.374755859375,13374.5859375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Col1a2 inflammatory),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgbmeiba-1,3522.701904296875,13371.77734375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,"Keratinocyte (Trp63+, basal)",1,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgbmfkak-1,3515.732421875,13377.1787109375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,DAMP-Responsive Macrophage,1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgbolcld-1,3518.010986328125,13371.568359375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stress-Responsive Epithelial Cell (TP63- KRT71+),1,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgcjkmlm-1,3468.75244140625,13264.79296875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Neat1 stress),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgddbhlj-1,3520.014404296875,13260.2939453125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Outer Root Sheath Keratinocyte (Sox9+ Trp63+),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgdgajib-1,3427.4736328125,13278.4833984375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgdheilb-1,3496.891357421875,13386.9228515625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Endothelial Cell (partial EndMT),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgdicfdi-1,3501.046875,13421.654296875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Endothelial Cell (smooth muscle EndMT),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgdlmond-1,3519.39013671875,13420.6630859375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Outer Root Sheath Keratinocyte (Sox9+ Trp63+),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgeddipn-1,3519.398193359375,13406.5361328125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Endothelial Cell (partial EndMT),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgedlagk-1,3444.737060546875,13424.8515625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,"Keratinocyte (Trp63+, basal)",1,7,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgefjdcb-1,3438.322509765625,13431.990234375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Outer Root Sheath Keratinocyte (Sox9+ Trp63+),1,7,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgfgjpmn-1,3456.329833984375,13420.6083984375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Endothelial Cell (early EndMT),1,0,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgfloikj-1,3562.136474609375,13365.7216796875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stress-Activated Basal Keratinocyte (proteotoxic),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fggbinhn-1,3566.052978515625,13371.6328125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fggblcda-1,3570.3349609375,13356.8974609375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Fibroblast (Lmna perivascular),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fggckdke-1,3561.74951171875,13354.681640625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (hemidesmosome collapse),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fggdbfnp-1,3557.595458984375,13358.1337890625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stress-Responsive Epithelial Cell (TP63- KRT71+),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fggehbfn-1,3578.983154296875,13357.6220703125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (hemidesmosome collapse),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fggepgfl-1,3586.730712890625,13361.1142578125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Fibroblast (Lmna perivascular),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgggojmi-1,3578.17626953125,13368.953125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (MMP chemokine),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fggimpdc-1,3585.3681640625,13366.7314453125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Tissue-Resident Macrophage (Grn+ CD163+),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fggiphjh-1,3577.81103515625,13362.86328125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (HF-stem stress),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fggjoiag-1,3560.478271484375,13347.2744140625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (HF-stem stress),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fghajfhn-1,3566.27978515625,13351.44921875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (HF-stem stress),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fghbfcaj-1,3572.95068359375,13344.439453125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stressed Skeletal Muscle Fiber (glycolytic),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fghdckha-1,3569.846435546875,13348.43359375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Monocytic MDSC (Ccr2+),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgheghhg-1,3629.308349609375,13456.1484375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,IFNγ-Conditioned Macrophage,6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fghhahhl-1,3619.16015625,13462.28515625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Phagocytic Macrophage,6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fghmfcil-1,3605.842041015625,13383.984375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Tissue Macrophage (F13a1+ efferocytic),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgibfagk-1,3621.16357421875,13420.0654296875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgicigan-1,3558.834716796875,13385.2421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stressed Skeletal Muscle Fiber (glycolytic),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgidkekb-1,3561.875244140625,13399.9599609375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Neat1 stress),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgifnmpc-1,3562.460205078125,13388.6396484375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (IFN+ M1/M2),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgihcjca-1,3574.802978515625,13389.25390625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Wound-Associated Macrophage,6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgihfjfe-1,3574.338134765625,13375.3134765625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgijghmc-1,3570.954345703125,13361.8427734375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement graft),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgijiplo-1,3564.255859375,13360.625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Fibroblast (Lmna perivascular),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgilgndk-1,3558.6611328125,13372.0673828125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (HF-stem stress),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgioidoi-1,3566.0224609375,13380.40625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Col1a2 inflammatory),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgipjcfo-1,3564.11767578125,13376.611328125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Col1a2 inflammatory),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgjahihm-1,3554.63818359375,13373.3232421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stress-Responsive Epithelial Cell (TP63- KRT71+),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgjcdcln-1,3554.772216796875,13365.87890625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgjckkcb-1,3566.781494140625,13217.388671875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fgjkbenp-1,3576.224365234375,13222.7216796875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fgjpoogo-1,3548.66015625,13240.8193359375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (TREM2+ resident),9,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgkhiepi-1,3571.722412109375,13274.7919921875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),6,0,2
