,comparison,gene,logfoldchange,pval,pval_adj
1659,Pdl1_wt+C57_vs_Pdl1_cre,Spock3,1.271475,0.8506386365717014,1.0
1660,Pdl1_wt+C57_vs_Pdl1_cre,Zic4,0.54016155,0.8476299770449628,1.0
1661,Pdl1_wt+C57_vs_Pdl1_cre,Il7,0.32028067,0.8466016814321614,1.0
1662,Pdl1_wt+C57_vs_Pdl1_cre,Dcc,0.24813208,0.8460633131827267,1.0
1663,Pdl1_wt+C57_vs_Pdl1_cre,Plppr3,0.8367261,0.8459824092285155,1.0
1664,Pdl1_wt+C57_vs_Pdl1_cre,Asic3,-0.35329103,0.8453950859097201,1.0
1665,Pdl1_wt+C57_vs_Pdl1_cre,Aqp5,-0.023102297,0.8444781496692566,1.0
1666,Pdl1_wt+C57_vs_Pdl1_cre,Arx,0.46317863,0.8442500878804206,1.0
1667,Pdl1_wt+C57_vs_Pdl1_cre,H1foo,0.065979704,0.8442452965608164,1.0
1668,Pdl1_wt+C57_vs_Pdl1_cre,Tbr1,0.033337377,0.8442436605017837,1.0
1669,Pdl1_wt+C57_vs_Pdl1_cre,Bbox1,0.23038746,0.8422466525994641,1.0
1670,Pdl1_wt+C57_vs_Pdl1_cre,Ebf3,0.08174215,0.839305917309386,1.0
1671,Pdl1_wt+C57_vs_Pdl1_cre,Has2,-0.2814149,0.8384053979481596,1.0
1672,Pdl1_wt+C57_vs_Pdl1_cre,Il23a,1.32305,0.8380778720817184,1.0
1673,Pdl1_wt+C57_vs_Pdl1_cre,Trim17,0.17193404,0.8380727966431698,1.0
1674,Pdl1_wt+C57_vs_Pdl1_cre,Slc26a4,-1.2346772,0.8375717032137743,1.0
1675,Pdl1_wt+C57_vs_Pdl1_cre,Cd207,0.23813842,0.8349794413439466,1.0
1676,Pdl1_wt+C57_vs_Pdl1_cre,Smarca1,-0.37029728,0.8348540018960869,1.0
1677,Pdl1_wt+C57_vs_Pdl1_cre,Ccr9,-0.5250446,0.8338546004021292,1.0
1678,Pdl1_wt+C57_vs_Pdl1_cre,Foxa1,1.062914,0.8326783106524919,1.0
1679,Pdl1_wt+C57_vs_Pdl1_cre,Psmb11,0.13505304,0.8322284957461853,1.0
1680,Pdl1_wt+C57_vs_Pdl1_cre,Pdlim1,0.2069008,0.8290520062158041,1.0
1681,Pdl1_wt+C57_vs_Pdl1_cre,Alox12b,0.21760583,0.8288102647559862,1.0
1682,Pdl1_wt+C57_vs_Pdl1_cre,Serpinf2,0.05615909,0.8282510161084853,1.0
1683,Pdl1_wt+C57_vs_Pdl1_cre,Gldn,0.026848417,0.826281743282302,1.0
1684,Pdl1_wt+C57_vs_Pdl1_cre,Mybpc3,-0.12303577,0.8251255837809722,1.0
1685,Pdl1_wt+C57_vs_Pdl1_cre,Adora1,-0.45240664,0.8246364304315216,1.0
1686,Pdl1_wt+C57_vs_Pdl1_cre,Cd177,1.0039428,0.8242242342731271,1.0
1687,Pdl1_wt+C57_vs_Pdl1_cre,Camk2a,0.101688996,0.8238487548396194,1.0
1688,Pdl1_wt+C57_vs_Pdl1_cre,Il3ra,1.0270087,0.8238453843662686,1.0
1689,Pdl1_wt+C57_vs_Pdl1_cre,Sfrp2,-1.4644523,0.8221777486030779,1.0
1690,Pdl1_wt+C57_vs_Pdl1_cre,Kif19a,-0.09703512,0.821265663962284,1.0
1691,Pdl1_wt+C57_vs_Pdl1_cre,Stra6l,0.22417368,0.8203683341672922,1.0
1692,Pdl1_wt+C57_vs_Pdl1_cre,Gpr37l1,-0.5395037,0.8199572259936893,1.0
1693,Pdl1_wt+C57_vs_Pdl1_cre,Trpc6,0.31012517,0.8182970440376323,1.0
1694,Pdl1_wt+C57_vs_Pdl1_cre,Wnt16,-0.6014857,0.8180047625175675,1.0
1695,Pdl1_wt+C57_vs_Pdl1_cre,Ksr2,0.6950114,0.8169280995046904,1.0
1696,Pdl1_wt+C57_vs_Pdl1_cre,C5ar2,0.61985713,0.8149291690105125,1.0
1697,Pdl1_wt+C57_vs_Pdl1_cre,Sptb,0.71326005,0.8147448046978232,1.0
1698,Pdl1_wt+C57_vs_Pdl1_cre,Disp2,-0.12372706,0.8146124929680167,1.0
1699,Pdl1_wt+C57_vs_Pdl1_cre,Gpr84,-0.8791816,0.8138032637866165,1.0
1700,Pdl1_wt+C57_vs_Pdl1_cre,P2ry1,-0.16231897,0.8127859974100045,1.0
1701,Pdl1_wt+C57_vs_Pdl1_cre,Il27,-0.114027604,0.8125430819281114,1.0
1702,Pdl1_wt+C57_vs_Pdl1_cre,Il12b,0.16928169,0.8110966206949655,1.0
1703,Pdl1_wt+C57_vs_Pdl1_cre,Ldlrad4,0.7047351,0.8091765693119883,1.0
1704,Pdl1_wt+C57_vs_Pdl1_cre,Kiss1r,1.0632122,0.8014297509397621,1.0
1705,Pdl1_wt+C57_vs_Pdl1_cre,Fbxl13,-0.65080845,0.8007928753694259,1.0
1706,Pdl1_wt+C57_vs_Pdl1_cre,Bfsp1,-0.29978886,0.7993698488579519,1.0
1707,Pdl1_wt+C57_vs_Pdl1_cre,Slc6a4,-0.4027934,0.7969770672990703,1.0
1708,Pdl1_wt+C57_vs_Pdl1_cre,Scn10a,1.3356345,0.7957282479039413,1.0
1709,Pdl1_wt+C57_vs_Pdl1_cre,Rab3b,0.7197747,0.7940822588975209,1.0
1710,Pdl1_wt+C57_vs_Pdl1_cre,Zfp536,0.1605077,0.79309387328518,1.0
1711,Pdl1_wt+C57_vs_Pdl1_cre,Igha,-1.0298209,0.7924612966391786,1.0
1712,Pdl1_wt+C57_vs_Pdl1_cre,Il22ra2,0.34175816,0.7912934723961853,1.0
1713,Pdl1_wt+C57_vs_Pdl1_cre,Cdhr1,0.046132684,0.7909107045835156,1.0
1714,Pdl1_wt+C57_vs_Pdl1_cre,Rln1,0.44640687,0.790843358766738,1.0
1715,Pdl1_wt+C57_vs_Pdl1_cre,Spata25,0.48292488,0.7887791732087297,1.0
1716,Pdl1_wt+C57_vs_Pdl1_cre,Lama1,-0.30843848,0.7885090786649016,1.0
1717,Pdl1_wt+C57_vs_Pdl1_cre,Ptgs2,0.060701,0.788319567925093,1.0
1718,Pdl1_wt+C57_vs_Pdl1_cre,Dio2,0.25682,0.7879144431269262,1.0
1719,Pdl1_wt+C57_vs_Pdl1_cre,Prokr2,-0.3602443,0.7873383121425361,1.0
1720,Pdl1_wt+C57_vs_Pdl1_cre,Cx3cl1,0.41475824,0.7871427906794014,1.0
1721,Pdl1_wt+C57_vs_Pdl1_cre,Mmp3,0.11925904,0.7821862130817776,1.0
1722,Pdl1_wt+C57_vs_Pdl1_cre,Ifng,-0.8344666,0.7814147544919949,1.0
1723,Pdl1_wt+C57_vs_Pdl1_cre,Kitl,0.529818,0.7806683235475038,1.0
1724,Pdl1_wt+C57_vs_Pdl1_cre,Ly6m,0.12261855,0.7805738305267631,1.0
1725,Pdl1_wt+C57_vs_Pdl1_cre,Lta,-0.33223382,0.7798377097607676,1.0
1726,Pdl1_wt+C57_vs_Pdl1_cre,Scin,0.16780026,0.7792360340901618,1.0
1727,Pdl1_wt+C57_vs_Pdl1_cre,Scx,0.31340662,0.7779866512278233,1.0
1728,Pdl1_wt+C57_vs_Pdl1_cre,Klra8,-0.9894011,0.7779252819456479,1.0
1729,Pdl1_wt+C57_vs_Pdl1_cre,Ndst3,-0.30750847,0.7728629499375441,1.0
1730,Pdl1_wt+C57_vs_Pdl1_cre,Smad9,0.21693937,0.7721282445773928,1.0
1731,Pdl1_wt+C57_vs_Pdl1_cre,Camk4,-0.05600502,0.7706896486789685,1.0
1732,Pdl1_wt+C57_vs_Pdl1_cre,Tnfsf13b,0.1639752,0.7695398415720104,1.0
1733,Pdl1_wt+C57_vs_Pdl1_cre,Trib2,0.10267982,0.7686150094891319,1.0
1734,Pdl1_wt+C57_vs_Pdl1_cre,Gpat2,-0.047969364,0.7671543447567531,1.0
1735,Pdl1_wt+C57_vs_Pdl1_cre,Ptger2,-0.47767577,0.7661779306834483,1.0
1736,Pdl1_wt+C57_vs_Pdl1_cre,Tslp,0.47500667,0.765333038534169,1.0
1737,Pdl1_wt+C57_vs_Pdl1_cre,Tbx18,0.17451304,0.76432223596747,1.0
1738,Pdl1_wt+C57_vs_Pdl1_cre,Ccr4,-0.09638533,0.7641328796972362,1.0
1739,Pdl1_wt+C57_vs_Pdl1_cre,Slit1,0.11573334,0.7636753506833077,1.0
1740,Pdl1_wt+C57_vs_Pdl1_cre,Mfsd2b,0.8963749,0.7635739481379612,1.0
1741,Pdl1_wt+C57_vs_Pdl1_cre,Krt20,-0.0064069675,0.7608060535598574,1.0
1742,Pdl1_wt+C57_vs_Pdl1_cre,Cd27,-0.63019204,0.759684503917692,1.0
1743,Pdl1_wt+C57_vs_Pdl1_cre,Cyp27a1,0.5472839,0.7587628517753309,1.0
1744,Pdl1_wt+C57_vs_Pdl1_cre,Ngb,0.67000043,0.7586606249500332,1.0
1745,Pdl1_wt+C57_vs_Pdl1_cre,Sidt1,-0.21614487,0.7569522616712869,1.0
1746,Pdl1_wt+C57_vs_Pdl1_cre,Syngr3,0.3278981,0.7555822254801334,1.0
1747,Pdl1_wt+C57_vs_Pdl1_cre,Cacna2d1,0.29307824,0.7550054663365311,1.0
1748,Pdl1_wt+C57_vs_Pdl1_cre,Dlx5,0.16004473,0.7547702395526396,1.0
1749,Pdl1_wt+C57_vs_Pdl1_cre,Agtr1a,0.12646103,0.7545555142635656,1.0
1750,Pdl1_wt+C57_vs_Pdl1_cre,Hoxc10,-0.335031,0.7539663511124272,1.0
1751,Pdl1_wt+C57_vs_Pdl1_cre,Cnn1,1.0241467,0.7519970118474296,1.0
1752,Pdl1_wt+C57_vs_Pdl1_cre,Lif,0.74388385,0.7485754661129277,1.0
1753,Pdl1_wt+C57_vs_Pdl1_cre,Prr5,0.73795104,0.7476924252959593,0.9991853393036765
1754,Pdl1_wt+C57_vs_Pdl1_cre,Fut4,0.537984,0.740874938562391,0.9913980065339024
1755,Pdl1_wt+C57_vs_Pdl1_cre,Klk5,0.19507258,0.740427226426496,0.9910638223238073
1756,Pdl1_wt+C57_vs_Pdl1_cre,Clec4e,1.0181124,0.7389910139644649,0.9896706837630046
1757,Pdl1_wt+C57_vs_Pdl1_cre,Ank1,-0.1778293,0.7355393967354673,0.9858394163474563
1758,Pdl1_wt+C57_vs_Pdl1_cre,Gper1,0.52550954,0.7353698162136175,0.9858394163474563
1759,Pdl1_wt+C57_vs_Pdl1_cre,Cpn1,-0.5576154,0.7342349607243824,0.984882157927722
1760,Pdl1_wt+C57_vs_Pdl1_cre,Syn1,-0.16693301,0.7326640749531917,0.9830384238047917
1761,Pdl1_wt+C57_vs_Pdl1_cre,Htr2a,-0.11181852,0.7316416471315337,0.9821931041942766
1762,Pdl1_wt+C57_vs_Pdl1_cre,Naip5,-0.40675125,0.731410586748694,0.982146297549346
1763,Pdl1_wt+C57_vs_Pdl1_cre,Aox3,-0.24657261,0.731312755686236,0.982146297549346
1764,Pdl1_wt+C57_vs_Pdl1_cre,Ly6i,-0.31726202,0.7299889847968191,0.9807635152691563
1765,Pdl1_wt+C57_vs_Pdl1_cre,Cdk5r2,-0.66497916,0.7277772744923954,0.9783171418122801
1766,Pdl1_wt+C57_vs_Pdl1_cre,Aldh1a2,0.3540044,0.7267004273942308,0.9771319740895835
1767,Pdl1_wt+C57_vs_Pdl1_cre,Nrarp,0.5272242,0.7248440223202677,0.9751596817348186
1768,Pdl1_wt+C57_vs_Pdl1_cre,Cd28,-1.4864421,0.7245030642504471,0.9749629945262737
1769,Pdl1_wt+C57_vs_Pdl1_cre,Cd209b,0.015668487,0.7242915745319369,0.974940473812013
1770,Pdl1_wt+C57_vs_Pdl1_cre,Colgalt2,-0.21119408,0.7219354910212386,0.9722919203799624
1771,Pdl1_wt+C57_vs_Pdl1_cre,Gucy2f,-1.329559,0.7185948243769231,0.9685744994159604
1772,Pdl1_wt+C57_vs_Pdl1_cre,Rln3,-1.5375375,0.7156439646683279,0.9656371124338677
1773,Pdl1_wt+C57_vs_Pdl1_cre,Dner,-3.9112198,0.7133010625330507,0.9629949080475868
1774,Pdl1_wt+C57_vs_Pdl1_cre,Atp6v0d2,1.1991211,0.7132810731372768,0.9629949080475868
1775,Pdl1_wt+C57_vs_Pdl1_cre,Nrn1,-0.4682695,0.7127941499888051,0.9628298744856877
1776,Pdl1_wt+C57_vs_Pdl1_cre,Star,1.7080396,0.711905452575331,0.9620930366707903
1777,Pdl1_wt+C57_vs_Pdl1_cre,Galnt15,-0.20185594,0.7106804623812091,0.960752469532901
1778,Pdl1_wt+C57_vs_Pdl1_cre,Nuak2,0.45408967,0.7102245775285889,0.960395525420885
1779,Pdl1_wt+C57_vs_Pdl1_cre,Npr1,0.37974977,0.7098944190524002,0.9602084468458026
1780,Pdl1_wt+C57_vs_Pdl1_cre,Ang,0.12254861,0.7077661826374353,0.9578423839314835
1781,Pdl1_wt+C57_vs_Pdl1_cre,Cd200,0.19826064,0.7057110050181487,0.9553243080370071
1782,Pdl1_wt+C57_vs_Pdl1_cre,Cd5l,-0.55959827,0.7050565131407616,0.9546964849290377
1783,Pdl1_wt+C57_vs_Pdl1_cre,Ptger1,0.9987794,0.7009737362080297,0.9496818737367786
1784,Pdl1_wt+C57_vs_Pdl1_cre,Vwf,0.71856797,0.6998966596948017,0.9487361707100399
1785,Pdl1_wt+C57_vs_Pdl1_cre,Isl2,-0.18016246,0.6952946393893209,0.9432642180983578
1786,Pdl1_wt+C57_vs_Pdl1_cre,Klrb1c,-1.1441166,0.691750502476326,0.9389650258667267
1787,Pdl1_wt+C57_vs_Pdl1_cre,Enpp1,0.6462583,0.6906597893210487,0.9377387863686384
1788,Pdl1_wt+C57_vs_Pdl1_cre,Klrc1,-0.09538486,0.6904841835240407,0.9377387863686384
1789,Pdl1_wt+C57_vs_Pdl1_cre,Igsf5,-1.5446644,0.686852111850427,0.9335817735333255
1790,Pdl1_wt+C57_vs_Pdl1_cre,Pou2f3,0.020925358,0.6868029588158995,0.9335817735333255
1791,Pdl1_wt+C57_vs_Pdl1_cre,Per2,0.6241032,0.6866404062577103,0.9335817735333255
1792,Pdl1_wt+C57_vs_Pdl1_cre,Tlr1,0.7795571,0.6863541073721603,0.9335817735333255
1793,Pdl1_wt+C57_vs_Pdl1_cre,Cd160,-1.756747,0.6850248412475335,0.9326174477250891
1794,Pdl1_wt+C57_vs_Pdl1_cre,Ccr10,0.26412794,0.6828192916943876,0.9298676208438804
1795,Pdl1_wt+C57_vs_Pdl1_cre,Kif5c,-0.17083912,0.6818725203076977,0.9288400778300491
1796,Pdl1_wt+C57_vs_Pdl1_cre,Megf11,-0.22903785,0.6806675114048999,0.9276944084108164
1797,Pdl1_wt+C57_vs_Pdl1_cre,Pmaip1,0.13520114,0.6805994257897083,0.9276944084108164
1798,Pdl1_wt+C57_vs_Pdl1_cre,Mme,1.7736754,0.6805174966313816,0.9276944084108164
1799,Pdl1_wt+C57_vs_Pdl1_cre,Maob,0.11507615,0.6797158627127662,0.9271546617820456
1800,Pdl1_wt+C57_vs_Pdl1_cre,Cd69,-0.9172231,0.6783628094483072,0.9257516595115082
1801,Pdl1_wt+C57_vs_Pdl1_cre,Adcy1,-0.10502833,0.6765467542771343,0.9238388030309149
1802,Pdl1_wt+C57_vs_Pdl1_cre,Rsph10b,0.58280677,0.6763982902011056,0.9238388030309149
1803,Pdl1_wt+C57_vs_Pdl1_cre,Pcdh8,-1.4610264,0.6750187066146173,0.922507137677525
1804,Pdl1_wt+C57_vs_Pdl1_cre,Cd320,0.32427558,0.6679547207278465,0.913513280833007
1805,Pdl1_wt+C57_vs_Pdl1_cre,Rorb,0.07292949,0.6676911156361538,0.9134904960028931
1806,Pdl1_wt+C57_vs_Pdl1_cre,Tlr12,-1.1338539,0.6675685086861056,0.9134904960028931
1807,Pdl1_wt+C57_vs_Pdl1_cre,Twist2,-0.24542618,0.6657447417075095,0.9115749937056326
1808,Pdl1_wt+C57_vs_Pdl1_cre,Sox17,0.07250641,0.6645101299998057,0.9101334366016491
1809,Pdl1_wt+C57_vs_Pdl1_cre,Serpinb3b,-0.8191436,0.6643297958101247,0.9101334366016491
1810,Pdl1_wt+C57_vs_Pdl1_cre,Slc2a2,-1.1697521,0.6637789372613212,0.9096297180208525
1811,Pdl1_wt+C57_vs_Pdl1_cre,Fibcd1,-0.43370807,0.6632126563393774,0.9091025623315782
1812,Pdl1_wt+C57_vs_Pdl1_cre,Cdh10,-0.49552158,0.6621424507459606,0.9078841710310267
1813,Pdl1_wt+C57_vs_Pdl1_cre,Rfx2,0.60075796,0.6616376207142769,0.9076493705922589
1814,Pdl1_wt+C57_vs_Pdl1_cre,Plxna4,-0.38925132,0.659588322147648,0.9051258609295848
1815,Pdl1_wt+C57_vs_Pdl1_cre,Hcar2,-0.65515596,0.6589268464454181,0.9044660798754492
1816,Pdl1_wt+C57_vs_Pdl1_cre,Fgfr4,-0.25847173,0.6572173173739312,0.902614510500384
1817,Pdl1_wt+C57_vs_Pdl1_cre,Ptprz1,0.010047876,0.6566886879438496,0.9022985843352498
1818,Pdl1_wt+C57_vs_Pdl1_cre,Col6a2,0.215208,0.6558851701789163,0.9015269527500426
1819,Pdl1_wt+C57_vs_Pdl1_cre,Ankrd13d,0.5868607,0.6547318181715391,0.9004361213644849
1820,Pdl1_wt+C57_vs_Pdl1_cre,Ccna1,-0.8024301,0.653570940898156,0.8998284186293095
1821,Pdl1_wt+C57_vs_Pdl1_cre,Mrgprf,0.20083253,0.6531840960580667,0.8997498317428456
1822,Pdl1_wt+C57_vs_Pdl1_cre,Slc14a1,-0.9384113,0.6485404479440943,0.8941320524395857
1823,Pdl1_wt+C57_vs_Pdl1_cre,Hdac9,-0.79460937,0.6445450355921927,0.8893584476776506
1824,Pdl1_wt+C57_vs_Pdl1_cre,Epha7,-0.77148944,0.6427193344205764,0.8878181534518227
1825,Pdl1_wt+C57_vs_Pdl1_cre,Col10a1,-1.2599792,0.6419274760368578,0.8869690712228844
1826,Pdl1_wt+C57_vs_Pdl1_cre,Hikeshi,-0.28232625,0.6371068703375995,0.8815248736622507
1827,Pdl1_wt+C57_vs_Pdl1_cre,Car7,0.19403036,0.6368380141525519,0.8813964884842894
1828,Pdl1_wt+C57_vs_Pdl1_cre,Piwil2,1.110872,0.6327185099586334,0.8765934475998234
1829,Pdl1_wt+C57_vs_Pdl1_cre,Abcb1a,0.024458837,0.6322768693047316,0.8762951294959819
1830,Pdl1_wt+C57_vs_Pdl1_cre,Actg2,0.7891741,0.6322715568128798,0.8762951294959819
1831,Pdl1_wt+C57_vs_Pdl1_cre,Slc17a7,-0.36789963,0.6313411014001201,0.8754829788390585
1832,Pdl1_wt+C57_vs_Pdl1_cre,Trim36,-0.38031662,0.6311810390647055,0.8754829788390585
1833,Pdl1_wt+C57_vs_Pdl1_cre,Apc2,-0.09281094,0.6306748463454184,0.8752864654297655
1834,Pdl1_wt+C57_vs_Pdl1_cre,P2ry2,0.7594825,0.6249596661939368,0.867595143917595
1835,Pdl1_wt+C57_vs_Pdl1_cre,Pim1,0.31706667,0.6237648717793562,0.8666574932354864
1836,Pdl1_wt+C57_vs_Pdl1_cre,Mzb1,-0.18190461,0.6216142887787499,0.8639092530889567
1837,Pdl1_wt+C57_vs_Pdl1_cre,Kif5a,0.011443892,0.615148361175662,0.8556356476925155
1838,Pdl1_wt+C57_vs_Pdl1_cre,Nsmce3,0.572545,0.6120094961505573,0.8519798492018047
1839,Pdl1_wt+C57_vs_Pdl1_cre,Nlgn3,0.60300994,0.6118036608689494,0.8519302159415747
1840,Pdl1_wt+C57_vs_Pdl1_cre,Hoxc11,-0.4553075,0.6090329593770782,0.8483080118646783
1841,Pdl1_wt+C57_vs_Pdl1_cre,Mmp28,0.23328127,0.6087958486177383,0.8482137540162532
1842,Pdl1_wt+C57_vs_Pdl1_cre,Clec9a,-0.5803138,0.6076136789697943,0.8475101913967095
1843,Pdl1_wt+C57_vs_Pdl1_cre,Hgf,0.17102851,0.6051721018120897,0.8448108035893254
1844,Pdl1_wt+C57_vs_Pdl1_cre,Nod2,-0.24133508,0.6045724104057277,0.844209061782726
1845,Pdl1_wt+C57_vs_Pdl1_cre,Rtn4r,0.54050756,0.6035993724703983,0.8432318084101693
1846,Pdl1_wt+C57_vs_Pdl1_cre,Il12rb2,-0.34823644,0.6026873308095838,0.8424188915973407
1847,Pdl1_wt+C57_vs_Pdl1_cre,Adra2a,-0.8005875,0.6008071878875085,0.8401231236214715
1848,Pdl1_wt+C57_vs_Pdl1_cre,Cd96,-0.65250695,0.599032675048665,0.8378758232169927
1849,Pdl1_wt+C57_vs_Pdl1_cre,Crxos,0.29864144,0.5986006982278038,0.8375056163578496
1850,Pdl1_wt+C57_vs_Pdl1_cre,Foxc2,-0.51700985,0.5979164539006061,0.8367821549416925
1851,Pdl1_wt+C57_vs_Pdl1_cre,Ciart,0.18452767,0.5936852638940702,0.8310929617040591
1852,Pdl1_wt+C57_vs_Pdl1_cre,Gfi1,-1.4337612,0.5920898265006506,0.8290913766327991
1853,Pdl1_wt+C57_vs_Pdl1_cre,Twist1,0.055794694,0.5917992784542561,0.8290913766327991
1854,Pdl1_wt+C57_vs_Pdl1_cre,Apba1,0.096450925,0.5903109843196741,0.8275264036696413
1855,Pdl1_wt+C57_vs_Pdl1_cre,Wnt5b,0.56321096,0.5894068578322378,0.8264904006465497
1856,Pdl1_wt+C57_vs_Pdl1_cre,Sucnr1,0.1623514,0.5876762718972894,0.8242945971190336
1857,Pdl1_wt+C57_vs_Pdl1_cre,Fabp3,0.46726876,0.5868736606344038,0.8233995361927762
1858,Pdl1_wt+C57_vs_Pdl1_cre,Trpc3,-1.0084375,0.5858459999359583,0.8224186976106022
1859,Pdl1_wt+C57_vs_Pdl1_cre,Eomes,-0.99279976,0.5849738844720493,0.8214247589528973
1860,Pdl1_wt+C57_vs_Pdl1_cre,Syp,0.04986631,0.5845997925041002,0.821129787114345
1861,Pdl1_wt+C57_vs_Pdl1_cre,Mst1,0.13468616,0.5841102189041281,0.8206781624824954
1862,Pdl1_wt+C57_vs_Pdl1_cre,Cd33,0.15058164,0.5839623329096699,0.8206781624824954
1863,Pdl1_wt+C57_vs_Pdl1_cre,Unc13b,0.66173995,0.5838405092813475,0.8206781624824954
1864,Pdl1_wt+C57_vs_Pdl1_cre,Gnrh1,0.011621695,0.5827621487616339,0.8196985998035232
1865,Pdl1_wt+C57_vs_Pdl1_cre,Pde6g,0.5779454,0.5819255515070133,0.8187519142338697
1866,Pdl1_wt+C57_vs_Pdl1_cre,Tlr11,-0.29717815,0.58123578280641,0.8180113378489987
1867,Pdl1_wt+C57_vs_Pdl1_cre,F8,0.56522673,0.5802600752130043,0.8168678111688131
1868,Pdl1_wt+C57_vs_Pdl1_cre,Mpp3,0.1473725,0.578556963405723,0.8151579394340134
1869,Pdl1_wt+C57_vs_Pdl1_cre,Tll1,0.62384164,0.5745914528185709,0.8100267003125221
1870,Pdl1_wt+C57_vs_Pdl1_cre,Cd226,-0.5658502,0.5740150382211535,0.8094420510803083
1871,Pdl1_wt+C57_vs_Pdl1_cre,Gjb1,0.20975879,0.5725114458361004,0.8075492527065422
1872,Pdl1_wt+C57_vs_Pdl1_cre,Pin1,0.53309965,0.5682322977426371,0.8019652896813196
1873,Pdl1_wt+C57_vs_Pdl1_cre,Col23a1,0.14151525,0.5679441112421122,0.8017846082566311
1874,Pdl1_wt+C57_vs_Pdl1_cre,Themis,-0.26044798,0.5678811588369175,0.8017846082566311
1875,Pdl1_wt+C57_vs_Pdl1_cre,Tent5c,0.21830988,0.5660957469284831,0.7996262158927726
1876,Pdl1_wt+C57_vs_Pdl1_cre,Orm1,0.13770719,0.5639182735739855,0.7967752970678441
1877,Pdl1_wt+C57_vs_Pdl1_cre,Nubpl,0.17089696,0.5634408653907748,0.7963255144399262
1878,Pdl1_wt+C57_vs_Pdl1_cre,Cacna1a,-0.07509012,0.5633326335870992,0.7963255144399262
1879,Pdl1_wt+C57_vs_Pdl1_cre,Tas1r3,-0.0634721,0.561722945242114,0.7945705181921511
1880,Pdl1_wt+C57_vs_Pdl1_cre,Lamb3,0.13442662,0.5600973871111157,0.7927191178620993
1881,Pdl1_wt+C57_vs_Pdl1_cre,Ppm1d,0.832205,0.5597243566674426,0.7924151949879009
1882,Pdl1_wt+C57_vs_Pdl1_cre,Grin2d,-0.40920648,0.5596656135995473,0.7924151949879009
1883,Pdl1_wt+C57_vs_Pdl1_cre,Pknox2,0.007605914,0.55919346621476,0.7921116275809531
1884,Pdl1_wt+C57_vs_Pdl1_cre,Ptk2b,0.72091407,0.5572697550405181,0.7898336335596925
1885,Pdl1_wt+C57_vs_Pdl1_cre,Ccl17,-1.2173029,0.5564558944702258,0.7889034856182244
1886,Pdl1_wt+C57_vs_Pdl1_cre,Fat4,0.09221223,0.5556379570781844,0.787967029216258
1887,Pdl1_wt+C57_vs_Pdl1_cre,Ticam2,0.14066672,0.553325134723117,0.7851319797119964
1888,Pdl1_wt+C57_vs_Pdl1_cre,Ngf,-0.7079302,0.552418724348517,0.784068084516211
1889,Pdl1_wt+C57_vs_Pdl1_cre,Lgr5,0.47490257,0.5510546915795955,0.7823538814655291
1890,Pdl1_wt+C57_vs_Pdl1_cre,Cd209a,0.069170535,0.5495691452250278,0.7806876109524656
1891,Pdl1_wt+C57_vs_Pdl1_cre,H2-DMb2,-0.89740163,0.5473575566743312,0.777766655893188
1892,Pdl1_wt+C57_vs_Pdl1_cre,Pak3,0.63620824,0.5423729709873464,0.7711215827215723
1893,Pdl1_wt+C57_vs_Pdl1_cre,Psd2,-0.75563765,0.5411050041006076,0.76953740071808
1894,Pdl1_wt+C57_vs_Pdl1_cre,Itk,-0.648776,0.5404683905977188,0.7690690060637237
1895,Pdl1_wt+C57_vs_Pdl1_cre,Btla,-0.1696731,0.5402881713103862,0.7690311588228016
1896,Pdl1_wt+C57_vs_Pdl1_cre,Tacr1,0.07978104,0.539123275518668,0.7675913302748726
1897,Pdl1_wt+C57_vs_Pdl1_cre,Opn3,-0.35779855,0.5378774966812483,0.7660354902948304
1898,Pdl1_wt+C57_vs_Pdl1_cre,Mmp9,0.17851923,0.5367050235526346,0.7645831951919433
1899,Pdl1_wt+C57_vs_Pdl1_cre,Clec14a,0.33939874,0.5360546809852752,0.7638741056112404
1900,Pdl1_wt+C57_vs_Pdl1_cre,Shtn1,0.4487662,0.5266671068633351,0.7519953043234042
1901,Pdl1_wt+C57_vs_Pdl1_cre,Fasl,-0.14139087,0.522484539122811,0.7462361206415955
1902,Pdl1_wt+C57_vs_Pdl1_cre,Cxcr6,-0.7096181,0.5222165155670975,0.7460661749226284
1903,Pdl1_wt+C57_vs_Pdl1_cre,Enpp6,-0.92387974,0.5209700999951108,0.7445733995712147
1904,Pdl1_wt+C57_vs_Pdl1_cre,Pde3b,-0.0017788204,0.5207616567979153,0.7445733995712147
1905,Pdl1_wt+C57_vs_Pdl1_cre,Lgr4,0.99129623,0.5201434151527102,0.743953696072705
1906,Pdl1_wt+C57_vs_Pdl1_cre,Slc16a2,-0.18438342,0.5187729003926594,0.7424177070799466
1907,Pdl1_wt+C57_vs_Pdl1_cre,Ascl2,0.015732434,0.5158941604213216,0.7387202995049016
1908,Pdl1_wt+C57_vs_Pdl1_cre,Lrp2,-0.8118818,0.5127590465730396,0.7344411408139159
1909,Pdl1_wt+C57_vs_Pdl1_cre,Slamf6,-1.5367901,0.5115188606673087,0.733084287575307
1910,Pdl1_wt+C57_vs_Pdl1_cre,Lhx6,0.31972018,0.5092045367653021,0.7299764922815298
1911,Pdl1_wt+C57_vs_Pdl1_cre,Foxp3,-0.7631604,0.50418048238423,0.7233956706263844
