,gene,comparison,log2fc,pval,padj,mean_logCPM_case,mean_logCPM_ctrl,n_case_samples,n_ctrl_samples,mode
30,Dner,Pdl1_wt+C57_vs_Pdl1_cre,-0.9324882520223055,0.008761761161786365,0.9381946077578847,0.2648503915190803,1.1973386435413857,3,5,pseudobulk_mean
31,Slamf6,Pdl1_wt+C57_vs_Pdl1_cre,-1.1359346152709786,0.008920646235961291,0.9381946077578847,1.0657829314914362,2.201717546762415,3,5,pseudobulk_mean
32,Egln2,Pdl1_wt+C57_vs_Pdl1_cre,-0.6605694497689241,0.009392236017092664,0.9381946077578847,6.763095908767755,7.423665358536679,3,5,pseudobulk_mean
33,Pip4p1,Pdl1_wt+C57_vs_Pdl1_cre,-0.4443811783026259,0.009706295019657203,0.9381946077578847,7.267338021760669,7.711719200063295,3,5,pseudobulk_mean
34,Pip4k2c,Pdl1_wt+C57_vs_Pdl1_cre,-0.2949247258474461,0.009807999490267848,0.9381946077578847,8.123331110711279,8.418255836558725,3,5,pseudobulk_mean
35,Vav2,Pdl1_wt+C57_vs_Pdl1_cre,-0.5000044704393285,0.009810999436008366,0.9381946077578847,3.612605445247658,4.112609915686987,3,5,pseudobulk_mean
36,T,Pdl1_wt+C57_vs_Pdl1_cre,-0.8180667672485505,0.010078854905362014,0.9381946077578847,0.06763755311012525,0.8857043203586757,3,5,pseudobulk_mean
37,Oc90,Pdl1_wt+C57_vs_Pdl1_cre,0.7919889380226723,0.01018018342028669,0.9381946077578847,1.0665522558644949,0.2745633178418225,3,5,pseudobulk_mean
38,Mad2l2,Pdl1_wt+C57_vs_Pdl1_cre,-0.6117009167408014,0.010492328407400355,0.9381946077578847,5.879917514335396,6.491618431076198,3,5,pseudobulk_mean
39,Arhgap17,Pdl1_wt+C57_vs_Pdl1_cre,-0.6437118098145591,0.010854613676985918,0.9381946077578847,5.3912872602000546,6.034999070014614,3,5,pseudobulk_mean
40,Cx3cr1,Pdl1_wt+C57_vs_Pdl1_cre,-1.2038553118227995,0.010901087987108553,0.9381946077578847,2.0501133883448603,3.25396870016766,3,5,pseudobulk_mean
41,Selenoo,Pdl1_wt+C57_vs_Pdl1_cre,-0.41430910376590013,0.01114219546594814,0.9381946077578847,6.259217425879797,6.673526529645697,3,5,pseudobulk_mean
42,Mllt6,Pdl1_wt+C57_vs_Pdl1_cre,-0.4170333876015224,0.011548755207365608,0.9381946077578847,8.394784936530877,8.8118183241324,3,5,pseudobulk_mean
43,Etv4,Pdl1_wt+C57_vs_Pdl1_cre,0.7581079130729158,0.012071874849657372,0.9381946077578847,5.244453218703817,4.486345305630901,3,5,pseudobulk_mean
44,Usp22,Pdl1_wt+C57_vs_Pdl1_cre,-0.47068942366961775,0.012599486365142302,0.9381946077578847,7.428842745536527,7.899532169206145,3,5,pseudobulk_mean
45,Adgrf1,Pdl1_wt+C57_vs_Pdl1_cre,2.0107076573065537,0.012639820861122093,0.9381946077578847,3.3419173765252226,1.331209719218669,3,5,pseudobulk_mean
46,Cab39l,Pdl1_wt+C57_vs_Pdl1_cre,-0.395408163255337,0.012882748231827753,0.9381946077578847,6.161380192423425,6.556788355678762,3,5,pseudobulk_mean
47,Atoh7,Pdl1_wt+C57_vs_Pdl1_cre,1.7357083401788047,0.013240700620048966,0.9381946077578847,3.169428952706427,1.4337206125276223,3,5,pseudobulk_mean
48,Rab1a,Pdl1_wt+C57_vs_Pdl1_cre,0.2695351946389746,0.013293196311568762,0.9381946077578847,9.134405586749283,8.864870392110308,3,5,pseudobulk_mean
49,Cd70,Pdl1_wt+C57_vs_Pdl1_cre,0.9915341110812262,0.013505141783218988,0.9381946077578847,1.5304119864105292,0.538877875329303,3,5,pseudobulk_mean
50,Rph3a,Pdl1_wt+C57_vs_Pdl1_cre,0.8276523216383793,0.013521521949864357,0.9381946077578847,1.80650143730176,0.9788491156633807,3,5,pseudobulk_mean
51,Armc12,Pdl1_wt+C57_vs_Pdl1_cre,1.7177801109311999,0.013523370991929403,0.9381946077578847,2.085742652162828,0.36796254123162814,3,5,pseudobulk_mean
52,Yipf1,Pdl1_wt+C57_vs_Pdl1_cre,-0.6242735400902237,0.013813728548177131,0.9381946077578847,5.6071861833229155,6.231459723413139,3,5,pseudobulk_mean
53,Cry1,Pdl1_wt+C57_vs_Pdl1_cre,0.6401634396804843,0.014089950022763496,0.9381946077578847,5.815850262079302,5.175686822398817,3,5,pseudobulk_mean
54,Sdc2,Pdl1_wt+C57_vs_Pdl1_cre,-0.5515015280556304,0.014164627735840268,0.9381946077578847,5.577364887593592,6.128866415649222,3,5,pseudobulk_mean
55,Cxcr6,Pdl1_wt+C57_vs_Pdl1_cre,-0.8253953332018205,0.014170146638378232,0.9381946077578847,1.6479632477341,2.4733585809359204,3,5,pseudobulk_mean
56,Fgl1,Pdl1_wt+C57_vs_Pdl1_cre,0.8235900995921183,0.015609505988545084,0.9381946077578847,1.3612986143874917,0.5377085147953734,3,5,pseudobulk_mean
57,Nrg1,Pdl1_wt+C57_vs_Pdl1_cre,2.4821424869205297,0.015734738286895665,0.9381946077578847,5.533419506153204,3.0512770192326744,3,5,pseudobulk_mean
