,gene,comparison,log2fc,pval,padj,mean_logCPM_case,mean_logCPM_ctrl,n_case_samples,n_ctrl_samples,mode
0,Kcnab2,cre_24h_vs_litt_24h,-1.6666995437982917,0.0009106357320921149,0.9972285887415033,3.430671402570392,5.097370946368684,3,3,pseudobulk_mean
1,Cth,cre_24h_vs_litt_24h,1.33818406505332,0.0010692437431724146,0.9972285887415033,6.716119183099637,5.377935118046317,3,3,pseudobulk_mean
2,Prkd3,cre_24h_vs_litt_24h,-0.5450110955324048,0.003964214217493948,0.9972285887415033,6.94009601166966,7.485107107202065,3,3,pseudobulk_mean
3,Strn3,cre_24h_vs_litt_24h,-0.705748194943336,0.004716541798627196,0.9972285887415033,6.73410670591947,7.439854900862806,3,3,pseudobulk_mean
4,Igll1,cre_24h_vs_litt_24h,2.071938432770038,0.004756483529428378,0.9972285887415033,3.918485650831235,1.8465472180611975,3,3,pseudobulk_mean
5,Polb,cre_24h_vs_litt_24h,-0.781471530222265,0.00510619949592606,0.9972285887415033,5.591328974051002,6.372800504273267,3,3,pseudobulk_mean
6,Ero1lb,cre_24h_vs_litt_24h,-0.920173715347218,0.005838500708659363,0.9972285887415033,4.735253268043519,5.655426983390737,3,3,pseudobulk_mean
7,Polk,cre_24h_vs_litt_24h,-0.5403766464972986,0.008942475091669065,0.9972285887415033,5.6274925264289,6.167869172926198,3,3,pseudobulk_mean
8,Ldlr,cre_24h_vs_litt_24h,0.7357593885236264,0.009298337646848173,0.9972285887415033,8.637360853061486,7.901601464537859,3,3,pseudobulk_mean
9,Ptpn23,cre_24h_vs_litt_24h,0.29816257511488153,0.010056034691354182,0.9972285887415033,9.068929631869079,8.770767056754197,3,3,pseudobulk_mean
10,Rad50,cre_24h_vs_litt_24h,-0.8710489153707472,0.010778007308662784,0.9972285887415033,5.694483952981652,6.565532868352399,3,3,pseudobulk_mean
11,Cdx2,cre_24h_vs_litt_24h,1.5529559722819828,0.011197007668420661,0.9972285887415033,3.919947771748768,2.3669917994667853,3,3,pseudobulk_mean
12,Fli1,cre_24h_vs_litt_24h,-0.9066366608259901,0.011409533111947317,0.9972285887415033,6.420365051156874,7.327001711982864,3,3,pseudobulk_mean
13,Borcs8,cre_24h_vs_litt_24h,-0.758815624194356,0.014286340949852292,0.9972285887415033,5.531157801313021,6.289973425507377,3,3,pseudobulk_mean
14,Ccp110,cre_24h_vs_litt_24h,-1.6116662736696763,0.017431923625578327,0.9972285887415033,2.5590284766704507,4.170694750340127,3,3,pseudobulk_mean
15,Gab1,cre_24h_vs_litt_24h,-0.5313072794182396,0.017518451616689846,0.9972285887415033,6.529582652378437,7.060889931796677,3,3,pseudobulk_mean
16,Cd24a,cre_24h_vs_litt_24h,0.5581991471081729,0.018191833904660375,0.9972285887415033,10.351126383013996,9.792927235905823,3,3,pseudobulk_mean
17,Prdm1,cre_24h_vs_litt_24h,-0.5009375413964765,0.018952299426238578,0.9972285887415033,6.406587325739221,6.907524867135698,3,3,pseudobulk_mean
18,Uba6,cre_24h_vs_litt_24h,-0.35122218941837957,0.01963344350304074,0.9972285887415033,6.5749745237329345,6.926196713151314,3,3,pseudobulk_mean
19,Foxn1,cre_24h_vs_litt_24h,-1.351816755730935,0.019843605817039048,0.9972285887415033,4.488294375843636,5.840111131574571,3,3,pseudobulk_mean
20,Dync1li1,cre_24h_vs_litt_24h,-0.29987249868917587,0.02041685528613364,0.9972285887415033,8.438188194232,8.738060692921175,3,3,pseudobulk_mean
21,Spaca6,cre_24h_vs_litt_24h,1.2278607881055406,0.020528501312881985,0.9972285887415033,4.488294375843636,3.2604335877380954,3,3,pseudobulk_mean
22,Fam210a,cre_24h_vs_litt_24h,0.27762189211920685,0.022375388836977515,0.9972285887415033,6.692631186812467,6.41500929469326,3,3,pseudobulk_mean
23,Katna1,cre_24h_vs_litt_24h,-0.6311673737817562,0.022635804282659735,0.9972285887415033,6.638605190124871,7.269772563906627,3,3,pseudobulk_mean
24,Krt76,cre_24h_vs_litt_24h,-2.7028052082563185,0.02273051678973994,0.9972285887415033,0.0,2.7028052082563185,3,3,pseudobulk_mean
25,Nelfe,cre_24h_vs_litt_24h,-0.36999021422897016,0.023721403190956017,0.9972285887415033,6.630754361388216,7.000744575617186,3,3,pseudobulk_mean
26,Syt2,cre_24h_vs_litt_24h,1.2765817651770717,0.024131793221972966,0.9972285887415033,4.785085777116123,3.5085040119390514,3,3,pseudobulk_mean
27,Ints4,cre_24h_vs_litt_24h,-0.5881460660503182,0.02455572102251597,0.9972285887415033,5.977713159868787,6.565859225919105,3,3,pseudobulk_mean
28,Ntng1,cre_24h_vs_litt_24h,0.9786465479451736,0.024768601486074373,0.9972285887415033,4.736041867222542,3.7573953192773684,3,3,pseudobulk_mean
29,Ripk2,cre_24h_vs_litt_24h,-0.5142047991545189,0.024892035687970902,0.9972285887415033,6.1228757600274415,6.63708055918196,3,3,pseudobulk_mean
30,Fbxo21,cre_24h_vs_litt_24h,-1.0943639846917148,0.02625787050904608,0.9972285887415033,2.845187626754729,3.939551611446444,3,3,pseudobulk_mean
31,Efnb2,cre_24h_vs_litt_24h,0.6395216174429237,0.02643014124859655,0.9972285887415033,6.81378749641059,6.174265878967666,3,3,pseudobulk_mean
32,Ift27,cre_24h_vs_litt_24h,-0.8397584778230298,0.02646939597563633,0.9972285887415033,4.869143306640755,5.708901784463785,3,3,pseudobulk_mean
33,Stag2,cre_24h_vs_litt_24h,-0.7672062202942627,0.026880786088990326,0.9972285887415033,6.5490681695066995,7.316274389800962,3,3,pseudobulk_mean
34,Lfng,cre_24h_vs_litt_24h,-1.4469269711280424,0.02756781484699865,0.9972285887415033,5.369942387677313,6.816869358805356,3,3,pseudobulk_mean
35,A1cf,cre_24h_vs_litt_24h,2.551185465660265,0.027964159520653366,0.9972285887415033,4.660973358445198,2.1097878927849334,3,3,pseudobulk_mean
36,Hspd1,cre_24h_vs_litt_24h,0.338364878679851,0.02961671721634699,0.9972285887415033,10.061185250829096,9.722820372149245,3,3,pseudobulk_mean
37,Selenok,cre_24h_vs_litt_24h,0.4736476143177373,0.030274023659759633,0.9972285887415033,3.608846572065456,3.135198957747719,3,3,pseudobulk_mean
38,Tpcn1,cre_24h_vs_litt_24h,-0.8826987908487833,0.03080412075106312,0.9972285887415033,6.543588274087983,7.4262870649367665,3,3,pseudobulk_mean
39,Cisd2,cre_24h_vs_litt_24h,-0.4516630390425176,0.03118088820433536,0.9972285887415033,7.174795306630109,7.626458345672627,3,3,pseudobulk_mean
40,Bdkrb2,cre_24h_vs_litt_24h,0.8721946853975142,0.03190258899403945,0.9972285887415033,7.165974665971287,6.293779980573773,3,3,pseudobulk_mean
41,Tgfa,cre_24h_vs_litt_24h,1.3663667375541317,0.03190570037018222,0.9972285887415033,9.323316675986261,7.956949938432129,3,3,pseudobulk_mean
42,Rab3a,cre_24h_vs_litt_24h,-0.6390169024761727,0.03226300561237797,0.9972285887415033,5.2561945160109325,5.895211418487105,3,3,pseudobulk_mean
43,Kat6a,cre_24h_vs_litt_24h,-0.6135836981197613,0.03294805759442809,0.9972285887415033,8.139403881596413,8.752987579716175,3,3,pseudobulk_mean
44,Atf4,cre_24h_vs_litt_24h,0.6544914350184339,0.033443485278155036,0.9972285887415033,12.035619921970259,11.381128486951825,3,3,pseudobulk_mean
45,Cdk5r2,cre_24h_vs_litt_24h,2.676590785589595,0.03369916226039131,0.9972285887415033,3.314148213726298,0.6375574281367028,3,3,pseudobulk_mean
46,Sycp1,cre_24h_vs_litt_24h,2.898287365520316,0.033735448793207626,0.9972285887415033,4.16326442607076,1.2649770605504436,3,3,pseudobulk_mean
47,Rb1,cre_24h_vs_litt_24h,-0.8428127449993985,0.034533977990183116,0.9972285887415033,7.74353655011983,8.586349295119229,3,3,pseudobulk_mean
48,Wdr61,cre_24h_vs_litt_24h,-0.40781187766971083,0.03469109361731471,0.9972285887415033,6.189746262265488,6.597558139935199,3,3,pseudobulk_mean
49,Flot1,cre_24h_vs_litt_24h,-0.6159004908859309,0.0348241145814782,0.9972285887415033,7.550756050472071,8.166656541358002,3,3,pseudobulk_mean
50,Trpm7,cre_24h_vs_litt_24h,-0.3929410670031066,0.0353349428169006,0.9972285887415033,6.909662021376278,7.302603088379384,3,3,pseudobulk_mean
51,Togaram1,cre_24h_vs_litt_24h,-0.6523968893981191,0.03632103414576419,0.9972285887415033,6.00982929903929,6.662226188437409,3,3,pseudobulk_mean
52,Adipor1,cre_24h_vs_litt_24h,0.1645939845151254,0.03658532568707263,0.9972285887415033,9.391867782777451,9.227273798262326,3,3,pseudobulk_mean
53,Elf3,cre_24h_vs_litt_24h,1.7149921058478093,0.036633471369630424,0.9972285887415033,7.339198220092289,5.62420611424448,3,3,pseudobulk_mean
54,Lpar5,cre_24h_vs_litt_24h,-0.9405072560518151,0.036701919474442055,0.9972285887415033,3.9701588652239876,4.910666121275803,3,3,pseudobulk_mean
55,Nrg1,cre_24h_vs_litt_24h,1.559878066683754,0.03676756112319956,0.9972285887415033,8.876884954609244,7.31700688792549,3,3,pseudobulk_mean
56,Bbs5,cre_24h_vs_litt_24h,0.5624941878750658,0.037223810240082734,0.9972285887415033,5.704402855629717,5.1419086677546515,3,3,pseudobulk_mean
57,Amelx,cre_24h_vs_litt_24h,0.8502461991786721,0.037592669237142544,0.9972285887415033,4.33312894898091,3.482882749802238,3,3,pseudobulk_mean
58,Fgf3,cre_24h_vs_litt_24h,2.272156677498856,0.03838826857751623,0.9972285887415033,2.8537268350096094,0.5815701575107536,3,3,pseudobulk_mean
59,Med1,cre_24h_vs_litt_24h,-0.3486381142024042,0.03842668031837192,0.9972285887415033,7.062215892953501,7.410854007155905,3,3,pseudobulk_mean
60,Srf,cre_24h_vs_litt_24h,0.3888968653117999,0.03864818021813645,0.9972285887415033,7.816770379567639,7.427873514255839,3,3,pseudobulk_mean
61,Cdc16,cre_24h_vs_litt_24h,-0.2869212244087125,0.03886522724083787,0.9972285887415033,7.659791384662966,7.946712609071678,3,3,pseudobulk_mean
62,Nectin2,cre_24h_vs_litt_24h,-1.1387038182734486,0.03900533460090922,0.9972285887415033,4.416704679440026,5.555408497713475,3,3,pseudobulk_mean
63,Ube2m,cre_24h_vs_litt_24h,-0.31550090796912755,0.03944628817838272,0.9972285887415033,7.60931192028671,7.924812828255837,3,3,pseudobulk_mean
64,Kdm4a,cre_24h_vs_litt_24h,-0.45346739502130085,0.04021932733663846,0.9972285887415033,7.730587557737337,8.184054952758638,3,3,pseudobulk_mean
65,Cdh23,cre_24h_vs_litt_24h,1.890310348969547,0.04086391594781499,0.9972285887415033,4.603854591254204,2.713544242284657,3,3,pseudobulk_mean
66,Vax2,cre_24h_vs_litt_24h,-3.348047949001399,0.041295386230152144,0.9972285887415033,0.8066151312513692,4.154663080252768,3,3,pseudobulk_mean
67,Nfatc3,cre_24h_vs_litt_24h,-0.5632762378932732,0.04175056264133929,0.9972285887415033,6.470056127495151,7.033332365388424,3,3,pseudobulk_mean
68,Cpt1a,cre_24h_vs_litt_24h,-0.4343660171818806,0.04253376969907916,0.9972285887415033,7.362969434788948,7.797335451970828,3,3,pseudobulk_mean
69,Sh3bp1,cre_24h_vs_litt_24h,-1.0793851854342895,0.04259698455800366,0.9972285887415033,7.358447655335772,8.437832840770062,3,3,pseudobulk_mean
70,Dnmt1,cre_24h_vs_litt_24h,-0.6172256679049042,0.04300597983309458,0.9972285887415033,9.398630302188606,10.01585597009351,3,3,pseudobulk_mean
71,Zdhhc6,cre_24h_vs_litt_24h,-0.39219812377777785,0.04401607027751148,0.9972285887415033,6.52460096858449,6.916799092362268,3,3,pseudobulk_mean
72,Azi2,cre_24h_vs_litt_24h,-0.10301130246682533,0.04479194041792485,0.9972285887415033,8.689065716915911,8.792077019382736,3,3,pseudobulk_mean
73,Tctn1,cre_24h_vs_litt_24h,-0.7981485146069596,0.04499275648182225,0.9972285887415033,3.918485650831235,4.716634165438195,3,3,pseudobulk_mean
74,Hps5,cre_24h_vs_litt_24h,-0.2943501263243329,0.045258741190718925,0.9972285887415033,7.266606567677367,7.5609566940017,3,3,pseudobulk_mean
75,Notch2,cre_24h_vs_litt_24h,-0.3974428092009923,0.04535179689677641,0.9972285887415033,8.252159743093104,8.649602552294096,3,3,pseudobulk_mean
76,Ash2l,cre_24h_vs_litt_24h,-0.2919017955357397,0.045352213453778586,0.9972285887415033,7.34255804399857,7.634459839534309,3,3,pseudobulk_mean
77,Ikbkb,cre_24h_vs_litt_24h,-0.2503860754519103,0.04539618519933785,0.9972285887415033,9.289996481927846,9.540382557379756,3,3,pseudobulk_mean
78,Gna12,cre_24h_vs_litt_24h,-0.8671409288488636,0.04549772485857306,0.9972285887415033,5.94950109172319,6.816642020572053,3,3,pseudobulk_mean
79,Gpnmb,cre_24h_vs_litt_24h,-1.0287768516766036,0.04579806956699182,0.9972285887415033,7.76887114573951,8.797647997416114,3,3,pseudobulk_mean
80,Cacna1g,cre_24h_vs_litt_24h,-1.037515980988279,0.046078396524004826,0.9972285887415033,3.608846572065456,4.646362553053735,3,3,pseudobulk_mean
81,Hoxb4,cre_24h_vs_litt_24h,-1.514216811681532,0.04613305274584854,0.9972285887415033,4.104683537962232,5.618900349643764,3,3,pseudobulk_mean
82,Cblb,cre_24h_vs_litt_24h,-1.685505394450872,0.04618591183657433,0.9972285887415033,4.3091340320726905,5.9946394265235625,3,3,pseudobulk_mean
83,Hfe,cre_24h_vs_litt_24h,-0.7669503125016712,0.04627102505484967,0.9972285887415033,5.148719457103207,5.915669769604878,3,3,pseudobulk_mean
84,Uchl1,cre_24h_vs_litt_24h,1.4193508810716544,0.04638323907173104,0.9972285887415033,6.138217574856916,4.7188666937852615,3,3,pseudobulk_mean
85,Topbp1,cre_24h_vs_litt_24h,-1.015889787963867,0.04647704330674803,0.9972285887415033,6.224734472472598,7.240624260436465,3,3,pseudobulk_mean
86,Araf,cre_24h_vs_litt_24h,-0.9056442774560409,0.046524541962049484,0.9972285887415033,6.238366625938494,7.144010903394535,3,3,pseudobulk_mean
87,Osgep,cre_24h_vs_litt_24h,-0.6614015963721549,0.04660127532817449,0.9972285887415033,6.512761533836088,7.1741631302082425,3,3,pseudobulk_mean
88,Inka2,cre_24h_vs_litt_24h,-0.8044955583125888,0.046792567924897305,0.9972285887415033,3.610596488690891,4.41509204700348,3,3,pseudobulk_mean
89,Tmem119,cre_24h_vs_litt_24h,-1.216429193710166,0.046954658775108134,0.9972285887415033,4.981803179277789,6.198232372987955,3,3,pseudobulk_mean
90,Arnt,cre_24h_vs_litt_24h,-0.4270249844960645,0.04755424290194463,0.9972285887415033,8.018883239431682,8.445908223927747,3,3,pseudobulk_mean
91,Cacng3,cre_24h_vs_litt_24h,2.36418529372182,0.04765654988095643,0.9972285887415033,3.6291623542722635,1.2649770605504436,3,3,pseudobulk_mean
92,Slamf9,cre_24h_vs_litt_24h,-2.8986069161219885,0.04799549295239837,0.9972285887415033,0.8066151312513692,3.7052220473733577,3,3,pseudobulk_mean
93,Vegfc,cre_24h_vs_litt_24h,0.8858911221818326,0.048544759909121195,0.9972285887415033,4.548103356229341,3.6622122340475087,3,3,pseudobulk_mean
94,Lypd1,cre_24h_vs_litt_24h,2.4109325078551187,0.04858878525677688,0.9972285887415033,3.630060093502575,1.2191275856474564,3,3,pseudobulk_mean
95,Ptpn11,cre_24h_vs_litt_24h,0.20357382232428023,0.04906369225865076,0.9972285887415033,8.657959400225158,8.454385577900878,3,3,pseudobulk_mean
96,Nrip1,cre_24h_vs_litt_24h,0.4958480951926747,0.04950622119959196,0.9972285887415033,6.488190300038359,5.992342204845684,3,3,pseudobulk_mean
97,Odr4,cre_24h_vs_litt_24h,-1.2807780525335142,0.04965071211235098,0.9972285887415033,5.163044096372231,6.4438221489057455,3,3,pseudobulk_mean
98,Fras1,cre_24h_vs_litt_24h,-0.9288405793386372,0.04979702380817445,0.9972285887415033,3.918485650831235,4.847326230169872,3,3,pseudobulk_mean
99,Alkbh5,cre_24h_vs_litt_24h,0.5955884759894223,0.050868535779747,0.9972285887415033,8.588197057330362,7.9926085813409395,3,3,pseudobulk_mean
100,Dync1h1,cre_24h_vs_litt_24h,-0.16875728107983967,0.05130736129586939,0.9972285887415033,9.401992397231348,9.570749678311188,3,3,pseudobulk_mean
101,Ptpra,cre_24h_vs_litt_24h,-0.7737499478572296,0.05136319849740844,0.9972285887415033,5.727144434623653,6.500894382480882,3,3,pseudobulk_mean
102,Gpr84,cre_24h_vs_litt_24h,2.414845448717772,0.05206017940000041,0.9972285887415033,3.6339730343652286,1.2191275856474564,3,3,pseudobulk_mean
103,Adam10,cre_24h_vs_litt_24h,-0.44846860554804024,0.05229994549578336,0.9972285887415033,9.272119082338511,9.720587687886551,3,3,pseudobulk_mean
104,Baiap2,cre_24h_vs_litt_24h,-0.5414994968861677,0.05266406936896747,0.9972285887415033,8.818009424746172,9.35950892163234,3,3,pseudobulk_mean
105,Stam2,cre_24h_vs_litt_24h,0.43373215049226754,0.053350465875770504,0.9972285887415033,7.999176144661206,7.565443994168938,3,3,pseudobulk_mean
106,Lamp1,cre_24h_vs_litt_24h,-0.3448234518302691,0.053706851945126075,0.9972285887415033,9.933161775179869,10.277985227010138,3,3,pseudobulk_mean
107,Igf1,cre_24h_vs_litt_24h,-0.8311641156574723,0.05408220905631464,0.9972285887415033,6.816153882981112,7.647317998638584,3,3,pseudobulk_mean
108,Cd34,cre_24h_vs_litt_24h,-0.6144396763337161,0.055015682523119065,0.9972285887415033,7.353298755904654,7.96773843223837,3,3,pseudobulk_mean
109,Phf10,cre_24h_vs_litt_24h,0.24695616095516648,0.055381789433759585,0.9972285887415033,8.717703843150781,8.470747682195615,3,3,pseudobulk_mean
110,Rph3al,cre_24h_vs_litt_24h,1.500485602258978,0.05563003839791469,0.9972285887415033,5.9078457900750445,4.407360187816066,3,3,pseudobulk_mean
111,Prkcq,cre_24h_vs_litt_24h,1.0479937392704652,0.05569785334863474,0.9972285887415033,6.672169619409821,5.624175880139355,3,3,pseudobulk_mean
112,Ido2,cre_24h_vs_litt_24h,2.1053097529591565,0.056043246773090645,0.9972285887415033,3.324437338606613,1.2191275856474564,3,3,pseudobulk_mean
113,Hpse2,cre_24h_vs_litt_24h,2.751377700036694,0.05668535069691482,0.9972285887415033,4.235317472401993,1.483939772365299,3,3,pseudobulk_mean
114,Mertk,cre_24h_vs_litt_24h,-1.2441122174008479,0.056782750834264956,0.9972285887415033,4.708364055012011,5.952476272412859,3,3,pseudobulk_mean
115,Col4a2,cre_24h_vs_litt_24h,-0.40217526026788875,0.05733437697371865,0.9972285887415033,9.71691134122146,10.119086601489348,3,3,pseudobulk_mean
116,Wnt5a,cre_24h_vs_litt_24h,-1.0757506889366466,0.057358195143361934,0.9972285887415033,5.342072437190887,6.417823126127534,3,3,pseudobulk_mean
117,Cops9,cre_24h_vs_litt_24h,1.029640941905746,0.0580902525434205,0.9972285887415033,5.405955006521257,4.376314064615511,3,3,pseudobulk_mean
118,Ldb1,cre_24h_vs_litt_24h,-0.9386719919953412,0.058405309406291205,0.9972285887415033,7.581361737631297,8.520033729626638,3,3,pseudobulk_mean
119,Atp5f1,cre_24h_vs_litt_24h,-0.2755270718976046,0.0584140244344849,0.9972285887415033,8.649682723770416,8.925209795668021,3,3,pseudobulk_mean
120,Abracl,cre_24h_vs_litt_24h,0.8930227682950811,0.05879160394842676,0.9972285887415033,5.045525087746005,4.152502319450924,3,3,pseudobulk_mean
121,Col5a1,cre_24h_vs_litt_24h,-1.3088758537902496,0.05903126482202651,0.9972285887415033,6.779135016227556,8.088010870017806,3,3,pseudobulk_mean
122,Nipsnap2,cre_24h_vs_litt_24h,-0.6912172119625977,0.05962574493974802,0.9972285887415033,5.509360102405258,6.200577314367855,3,3,pseudobulk_mean
123,Pth2r,cre_24h_vs_litt_24h,1.1912854123749237,0.059948622380716174,0.9972285887415033,4.826618720891227,3.635333308516303,3,3,pseudobulk_mean
124,Cd5,cre_24h_vs_litt_24h,1.5594649705122858,0.060069339937175684,0.9972285887415033,3.8406154633055416,2.2811504927932558,3,3,pseudobulk_mean
125,Ksr2,cre_24h_vs_litt_24h,0.7731526949772336,0.060597157000660186,0.9972285887415033,3.738560564710736,2.9654078697335025,3,3,pseudobulk_mean
126,Nrp2,cre_24h_vs_litt_24h,-1.4190596102777748,0.06075977875542931,0.9972285887415033,5.738586095603334,7.157645705881109,3,3,pseudobulk_mean
127,Psen1,cre_24h_vs_litt_24h,-0.295894355722055,0.061002719718166766,0.9972285887415033,8.73517211913755,9.031066474859605,3,3,pseudobulk_mean
128,Slc40a1,cre_24h_vs_litt_24h,-1.6389041182082362,0.061294444908266535,0.9972285887415033,4.700061980447207,6.338966098655443,3,3,pseudobulk_mean
129,Smo,cre_24h_vs_litt_24h,-0.49988236239372696,0.06207341849564787,0.9972285887415033,5.6039215922285335,6.10380395462226,3,3,pseudobulk_mean
130,Adgrf5,cre_24h_vs_litt_24h,0.8503367039189884,0.06260953796204101,0.9972285887415033,7.875284741905024,7.024948037986036,3,3,pseudobulk_mean
131,Hoxa9,cre_24h_vs_litt_24h,1.1262763768365032,0.06391844033509603,0.9972285887415033,5.803771501880455,4.677495125043952,3,3,pseudobulk_mean
132,Sgsh,cre_24h_vs_litt_24h,0.3040023889694421,0.06406652952566796,0.9972285887415033,5.486303046249989,5.182300657280547,3,3,pseudobulk_mean
133,Abcg2,cre_24h_vs_litt_24h,-0.49735630346038473,0.06443951964928177,0.9972285887415033,5.963501922787561,6.460858226247946,3,3,pseudobulk_mean
134,Mturn,cre_24h_vs_litt_24h,-1.5245715049558748,0.06471801666580648,0.9972285887415033,3.494073299846797,5.018644804802672,3,3,pseudobulk_mean
135,Col6a2,cre_24h_vs_litt_24h,-1.0767083584889896,0.0648458949426468,0.9972285887415033,9.182384759087943,10.259093117576933,3,3,pseudobulk_mean
136,Cep290,cre_24h_vs_litt_24h,-0.5377030806914185,0.06487197808061423,0.9972285887415033,6.032022292133885,6.569725372825303,3,3,pseudobulk_mean
137,Map1b,cre_24h_vs_litt_24h,1.1258702212576237,0.06510331888513737,0.9972285887415033,7.5922164165729065,6.466346195315283,3,3,pseudobulk_mean
138,Erbb2,cre_24h_vs_litt_24h,-0.6602061494908433,0.06532333578729438,0.9972285887415033,6.9394769974038875,7.599683146894731,3,3,pseudobulk_mean
139,Lama2,cre_24h_vs_litt_24h,-1.0390512478005673,0.06570164981284507,0.9972285887415033,5.531263262672653,6.57031451047322,3,3,pseudobulk_mean
140,Rpn1,cre_24h_vs_litt_24h,-0.4391513729498886,0.06589986540007174,0.9972285887415033,8.322440379312996,8.761591752262884,3,3,pseudobulk_mean
141,Crebbp,cre_24h_vs_litt_24h,-0.7539057827816604,0.06597685807100344,0.9972285887415033,7.147690084009973,7.9015958667916335,3,3,pseudobulk_mean
142,Rock2,cre_24h_vs_litt_24h,0.2775236408292283,0.06682616020592286,0.9972285887415033,9.564336423403622,9.286812782574394,3,3,pseudobulk_mean
143,Atad3a,cre_24h_vs_litt_24h,0.3188598299674039,0.06684343171111938,0.9972285887415033,7.072850712514945,6.753990882547541,3,3,pseudobulk_mean
144,Nmb,cre_24h_vs_litt_24h,0.6047216988441093,0.0669253868118642,0.9972285887415033,7.067613286462596,6.462891587618486,3,3,pseudobulk_mean
145,Rnf2,cre_24h_vs_litt_24h,0.4367419438653144,0.06803909365058827,0.9972285887415033,7.502720606983295,7.06597866311798,3,3,pseudobulk_mean
146,Uts2,cre_24h_vs_litt_24h,1.9027489092890586,0.06815093228482816,0.9972285887415033,4.3091340320726905,2.406385122783632,3,3,pseudobulk_mean
147,Evl,cre_24h_vs_litt_24h,-0.873339395372799,0.06855287039580128,0.9972285887415033,6.6237297351793565,7.4970691305521555,3,3,pseudobulk_mean
148,Nox1,cre_24h_vs_litt_24h,0.743008014005786,0.0691409841471761,0.9972285887415033,2.845187626754729,2.102179612748943,3,3,pseudobulk_mean
149,Capn1,cre_24h_vs_litt_24h,-0.6998008832827747,0.06915087415158494,0.9972285887415033,8.109288411731198,8.809089295013973,3,3,pseudobulk_mean
150,Il27,cre_24h_vs_litt_24h,-2.80115643723574,0.06928007333858326,0.9972285887415033,0.8066151312513692,3.607771568487109,3,3,pseudobulk_mean
151,Hnrnpm,cre_24h_vs_litt_24h,-0.37067769521163285,0.0693899511988949,0.9972285887415033,10.34156852970972,10.712246224921353,3,3,pseudobulk_mean
152,Mef2a,cre_24h_vs_litt_24h,-0.2706806192350131,0.06940503235629328,0.9972285887415033,7.960390214902593,8.231070834137606,3,3,pseudobulk_mean
153,Slc19a1,cre_24h_vs_litt_24h,1.0906501162170104,0.06942386444163536,0.9972285887415033,6.123906260294419,5.033256144077408,3,3,pseudobulk_mean
154,Il21r,cre_24h_vs_litt_24h,-0.5164616963126605,0.06950677218688868,0.9972285887415033,5.350514598118011,5.866976294430671,3,3,pseudobulk_mean
155,Emx2,cre_24h_vs_litt_24h,-0.6213298332062163,0.06970594231320064,0.9972285887415033,3.608846572065456,4.230176405271672,3,3,pseudobulk_mean
156,Amy1,cre_24h_vs_litt_24h,0.9845968759868007,0.07024058352684062,0.9972285887415033,4.5921515004827365,3.607554624495936,3,3,pseudobulk_mean
157,Gpsm2,cre_24h_vs_litt_24h,-0.90088495151039,0.07052592630020735,0.9972285887415033,6.842775564599912,7.743660516110302,3,3,pseudobulk_mean
158,Virma,cre_24h_vs_litt_24h,-0.5860800742351424,0.07096190485229648,0.9972285887415033,6.336907250994603,6.922987325229745,3,3,pseudobulk_mean
159,Palmd,cre_24h_vs_litt_24h,-0.980878907902162,0.07164875229379812,0.9972285887415033,5.740511531564561,6.721390439466723,3,3,pseudobulk_mean
160,Dlx4,cre_24h_vs_litt_24h,1.3879755643607314,0.07206143421206619,0.9972285887415033,3.924758451841733,2.5367828874810017,3,3,pseudobulk_mean
161,Epb41,cre_24h_vs_litt_24h,-0.46854705230530236,0.0724304323385146,0.9972285887415033,9.011845526810712,9.480392579116014,3,3,pseudobulk_mean
162,Prss41,cre_24h_vs_litt_24h,2.9167276975481338,0.07243615758672098,0.9972285887415033,3.819097312402679,0.9023696148545451,3,3,pseudobulk_mean
163,Ptch1,cre_24h_vs_litt_24h,-2.1384626710673214,0.07281740457907522,0.9972285887415033,4.420129987446265,6.558592658513587,3,3,pseudobulk_mean
164,Fosl1,cre_24h_vs_litt_24h,1.5495565884588505,0.0731671394707639,0.9972285887415033,9.882671478343072,8.333114889884222,3,3,pseudobulk_mean
165,Serpinb5,cre_24h_vs_litt_24h,-0.5841156116727113,0.07338696759841662,0.9972285887415033,9.232698719976568,9.81681433164928,3,3,pseudobulk_mean
166,Dact2,cre_24h_vs_litt_24h,1.155903298490709,0.07404393566431652,0.9972285887415033,5.195244339854965,4.039341041364256,3,3,pseudobulk_mean
167,Ccl20,cre_24h_vs_litt_24h,2.0928183254914576,0.07438163909369251,0.9972285887415033,5.1023669541947685,3.009548628703311,3,3,pseudobulk_mean
168,Mog,cre_24h_vs_litt_24h,1.4389538556970605,0.07443496238506844,0.9972285887415033,4.8397627318013265,3.400808876104266,3,3,pseudobulk_mean
169,Pycrl,cre_24h_vs_litt_24h,-0.4696475861322025,0.07447829885428837,0.9972285887415033,5.760019102675279,6.229666688807481,3,3,pseudobulk_mean
170,Uri1,cre_24h_vs_litt_24h,-0.9207338510637966,0.0749636577052432,0.9972285887415033,5.497035904384596,6.417769755448393,3,3,pseudobulk_mean
171,Snx30,cre_24h_vs_litt_24h,-0.7835290175079734,0.07504636466092754,0.9972285887415033,6.17322442223153,6.956753439739503,3,3,pseudobulk_mean
172,Trim21,cre_24h_vs_litt_24h,-0.8030969330394298,0.07548202885597319,0.9972285887415033,5.869168722962027,6.672265656001457,3,3,pseudobulk_mean
