,comparison,gene,logfoldchange,pval,pval_adj
0,cre_24h_vs_litt_24h,Hspa5,0.863475,6.9224252847121646e-18,3.4653660975269097e-14
1,cre_24h_vs_litt_24h,Atf4,0.6385735,3.808082753594466e-16,9.531631132246948e-13
2,cre_24h_vs_litt_24h,Itgb1,0.46685013,6.619449679639338e-15,8.284241274068633e-12
3,cre_24h_vs_litt_24h,Il33,0.7888872,3.2914655136528775e-13,3.0264188978392966e-10
4,cre_24h_vs_litt_24h,Ezr,0.5824857,3.6273498575780623e-13,3.0264188978392966e-10
5,cre_24h_vs_litt_24h,Aqp3,0.8450904,5.7103016033642204e-12,3.1761966473823655e-09
6,cre_24h_vs_litt_24h,Slc16a3,0.48550928,4.489769848813157e-10,1.987529539957512e-07
7,cre_24h_vs_litt_24h,Cryab,1.2097372,4.764353671492238e-10,1.987529539957512e-07
8,cre_24h_vs_litt_24h,Msn,0.32535395,4.716858297781553e-09,1.5741728425796304e-06
9,cre_24h_vs_litt_24h,Aldoa,0.41736484,2.98209882566611e-08,9.33024170080284e-06
10,cre_24h_vs_litt_24h,Cd44,0.5493919,1.8653792494691765e-07,5.1878269571348324e-05
11,cre_24h_vs_litt_24h,Rab5a,0.78779393,1.0514674116848228e-06,0.00027703399278390645
12,cre_24h_vs_litt_24h,Odc1,0.57175374,1.1854219795935589e-06,0.0002967111214922678
13,cre_24h_vs_litt_24h,Fosl1,1.3616844,2.6971259374888434e-06,0.0006137187474122342
14,cre_24h_vs_litt_24h,Pfkp,0.5472785,5.056175081818263e-06,0.0011004874982427056
15,cre_24h_vs_litt_24h,Ccl2,0.76669085,7.378493321517795e-06,0.0014774695027007234
16,cre_24h_vs_litt_24h,Sdc1,0.28469533,8.721913575108367e-06,0.001679303821422788
17,cre_24h_vs_litt_24h,Myh4,0.8423331,1.657244723857457e-05,0.0030726544769001593
18,cre_24h_vs_litt_24h,Serpine1,0.5939448,4.024330435004267e-05,0.006946826950907366
19,cre_24h_vs_litt_24h,Ctnna1,0.42767942,5.1816997244113385e-05,0.008646529606801054
20,cre_24h_vs_litt_24h,Flnb,0.48267505,5.4292218655525545e-05,0.00876731763192132
21,cre_24h_vs_litt_24h,Actn2,1.1443392,7.63559616942059e-05,0.011355517688473388
22,cre_24h_vs_litt_24h,Vegfa,0.8617827,7.712497031723836e-05,0.011355517688473388
23,cre_24h_vs_litt_24h,Enah,0.61641514,0.00025942297444424495,0.03509922729913217
24,cre_24h_vs_litt_24h,P4hb,0.19172448,0.0003394535661513866,0.04471854084615372
25,cre_24h_vs_litt_24h,Socs3,0.4343915,0.00042752047057218655,0.054876089120111944
26,cre_24h_vs_litt_24h,Ccl7,0.6437454,0.0007230043264861613,0.08617522996166009
27,cre_24h_vs_litt_24h,Il13ra1,0.40917426,0.0010276787262599655,0.11498307620929511
28,cre_24h_vs_litt_24h,Adm,1.1431559,0.0018592189005163587,0.1824950944310763
29,cre_24h_vs_litt_24h,Tgfa,1.2315968,0.002657660710307523,0.24189544574180835
30,cre_24h_vs_litt_24h,Klhl41,1.6080873,0.0029236275740234688,0.2567663093958155
31,cre_24h_vs_litt_24h,Map1lc3a,0.502321,0.003564164434760147,0.30241029085439486
32,cre_24h_vs_litt_24h,Hk2,0.8459158,0.004409031211128841,0.3559937135953384
33,cre_24h_vs_litt_24h,Slc16a1,0.51777095,0.00477951113467951,0.37978147206675594
34,cre_24h_vs_litt_24h,Itgb4,-0.010385081,0.006820723577062826,0.4983861327021671
35,cre_24h_vs_litt_24h,Pfkl,0.5827926,0.006848673308979747,0.4983861327021671
36,cre_24h_vs_litt_24h,Ndel1,0.39564708,0.006869485248991117,0.4983861327021671
37,cre_24h_vs_litt_24h,Epas1,0.50277174,0.007422648182435022,0.5308253828752817
38,cre_24h_vs_litt_24h,Cd24a,0.4711817,0.011345374133933519,0.7888186515898777
39,cre_24h_vs_litt_24h,Tenm1,1.2797971,0.015371312506288173,0.9950578542946658
40,cre_24h_vs_litt_24h,Klk6,0.84375095,0.015504297370152603,0.9950578542946658
41,cre_24h_vs_litt_24h,Sqstm1,0.5456071,0.016682516745775706,0.9999757047126597
42,cre_24h_vs_litt_24h,Des,0.53829783,0.017905287225146293,0.9999757047126597
43,cre_24h_vs_litt_24h,Ddit3,0.8162694,0.017990469208435514,0.9999757047126597
44,cre_24h_vs_litt_24h,Cxcl1,0.9396363,0.021074240840340264,0.9999757047126597
45,cre_24h_vs_litt_24h,F3,0.8127898,0.022083482706223755,0.9999757047126597
46,cre_24h_vs_litt_24h,Tnc,0.20892376,0.022325618691970466,0.9999757047126597
47,cre_24h_vs_litt_24h,Elovl4,0.5283751,0.02257720475808548,0.9999757047126597
48,cre_24h_vs_litt_24h,Ifit3,0.22103515,0.025352662933745922,0.9999757047126597
49,cre_24h_vs_litt_24h,Mybph,2.2006233,0.02633942896695978,0.9999757047126597
50,cre_24h_vs_litt_24h,Cacnb1,0.5291699,0.027340941642110452,0.9999757047126597
51,cre_24h_vs_litt_24h,Mmp13,1.575234,0.027891870637557874,0.9999757047126597
52,cre_24h_vs_litt_24h,Nrg1,1.4801847,0.028507902613712718,0.9999757047126597
53,cre_24h_vs_litt_24h,Cenpa,0.53488827,0.03238413511544734,0.9999757047126597
54,cre_24h_vs_litt_24h,Cxxc1,0.22813705,0.03513560182222877,0.9999757047126597
55,cre_24h_vs_litt_24h,Cxcl10,0.5074221,0.03643898227674795,0.9999757047126597
56,cre_24h_vs_litt_24h,Msmo1,0.18961404,0.03968882036555098,0.9999757047126597
57,cre_24h_vs_litt_24h,Cct8,0.17324904,0.041278088411430366,0.9999757047126597
58,cre_24h_vs_litt_24h,Evpl,0.0045968075,0.04141595419468865,0.9999757047126597
59,cre_24h_vs_litt_24h,Polr2f,0.24745362,0.05715374814243342,0.9999757047126597
60,cre_24h_vs_litt_24h,Cdh1,0.13238466,0.058022029508159996,0.9999757047126597
61,cre_24h_vs_litt_24h,Nmu,1.2035674,0.06191481570673448,0.9999757047126597
62,cre_24h_vs_litt_24h,Ptges,0.7029897,0.06404749251561566,0.9999757047126597
63,cre_24h_vs_litt_24h,Jak1,0.20101677,0.06520718910251085,0.9999757047126597
64,cre_24h_vs_litt_24h,Dusp6,0.35768044,0.06602163090014551,0.9999757047126597
65,cre_24h_vs_litt_24h,Pdk4,1.0431442,0.06754304398446899,0.9999757047126597
66,cre_24h_vs_litt_24h,Osmr,0.2862907,0.06962812146041131,0.9999757047126597
67,cre_24h_vs_litt_24h,Actn1,0.22007337,0.07002856330301213,0.9999757047126597
68,cre_24h_vs_litt_24h,Csnk1d,0.22268756,0.07206996828612225,0.9999757047126597
69,cre_24h_vs_litt_24h,Ttn,0.339532,0.07637148333721985,0.9999757047126597
70,cre_24h_vs_litt_24h,Cxcl12,0.34037697,0.07669857478677511,0.9999757047126597
71,cre_24h_vs_litt_24h,Hspa9,0.30730262,0.08212124017593081,0.9999757047126597
72,cre_24h_vs_litt_24h,Stom,0.2151732,0.08545950151526836,0.9999757047126597
73,cre_24h_vs_litt_24h,Nsun2,0.540141,0.09846008235984867,0.9999757047126597
74,cre_24h_vs_litt_24h,Casq1,1.0261251,0.09885463944980281,0.9999757047126597
75,cre_24h_vs_litt_24h,Eno2,2.0309203,0.10006933091026368,0.9999757047126597
76,cre_24h_vs_litt_24h,Tmem109,0.24613811,0.10831740461543375,0.9999757047126597
77,cre_24h_vs_litt_24h,Amy2a5,0.56549674,0.11273947355640257,0.9999757047126597
78,cre_24h_vs_litt_24h,Egln3,1.478751,0.11319741799491255,0.9999757047126597
79,cre_24h_vs_litt_24h,Myo18a,0.23150761,0.12319811527247118,0.9999757047126597
80,cre_24h_vs_litt_24h,Hopx,0.78247523,0.1271240801242899,0.9999757047126597
81,cre_24h_vs_litt_24h,Gjb6,0.9300279,0.12767020046061756,0.9999757047126597
82,cre_24h_vs_litt_24h,Trhr,0.8286223,0.1339164741624543,0.9999757047126597
83,cre_24h_vs_litt_24h,Ywhag,0.25429165,0.13743987120113144,0.9999757047126597
84,cre_24h_vs_litt_24h,Itga7,0.4944559,0.1456033736891137,0.9999757047126597
85,cre_24h_vs_litt_24h,Lama3,-0.17792673,0.14581935332688775,0.9999757047126597
86,cre_24h_vs_litt_24h,Mdm2,0.3282599,0.14612720667851425,0.9999757047126597
87,cre_24h_vs_litt_24h,Rad23b,0.17297773,0.14973547383544325,0.9999757047126597
88,cre_24h_vs_litt_24h,Lif,0.4565388,0.15122548807942457,0.9999757047126597
89,cre_24h_vs_litt_24h,Plec,0.033022538,0.1538387776261658,0.9999757047126597
90,cre_24h_vs_litt_24h,Blmh,0.22764696,0.16158239658835982,0.9999757047126597
91,cre_24h_vs_litt_24h,Daxx,0.3140381,0.162781675649198,0.9999757047126597
92,cre_24h_vs_litt_24h,Msrb1,0.5024208,0.16384899390070184,0.9999757047126597
93,cre_24h_vs_litt_24h,Ick,1.0566365,0.17921221297983303,0.9999757047126597
94,cre_24h_vs_litt_24h,Thbd,0.6245477,0.1826243286349727,0.9999757047126597
95,cre_24h_vs_litt_24h,Hbegf,0.76227987,0.18288513896024783,0.9999757047126597
96,cre_24h_vs_litt_24h,Lipg,0.52207524,0.1849516822455406,0.9999757047126597
97,cre_24h_vs_litt_24h,Ccn1,0.46855065,0.18800975753278415,0.9999757047126597
98,cre_24h_vs_litt_24h,Fus,0.19551703,0.1949930519768014,0.9999757047126597
99,cre_24h_vs_litt_24h,Dusp5,0.50840276,0.19703737064454074,0.9999757047126597
100,cre_24h_vs_litt_24h,Tgm2,0.16799201,0.19761536901344978,0.9999757047126597
101,cre_24h_vs_litt_24h,Nes,1.538313,0.20031277913314105,0.9999757047126597
102,cre_24h_vs_litt_24h,Ldlr,0.63153064,0.20184961978898752,0.9999757047126597
103,cre_24h_vs_litt_24h,Dll1,0.6419597,0.2207181421732144,0.9999757047126597
104,cre_24h_vs_litt_24h,Trdn,0.41610652,0.22187694797479518,0.9999757047126597
105,cre_24h_vs_litt_24h,Hspd1,0.23496269,0.22437106229414194,0.9999757047126597
106,cre_24h_vs_litt_24h,Cyp26b1,0.37345254,0.2272590771917664,0.9999757047126597
107,cre_24h_vs_litt_24h,Mmp9,1.1810502,0.22858621396093048,0.9999757047126597
108,cre_24h_vs_litt_24h,Slc2a1,0.39285383,0.23466811180044267,0.9999757047126597
109,cre_24h_vs_litt_24h,Selenof,0.1705436,0.23534950058071546,0.9999757047126597
110,cre_24h_vs_litt_24h,Maoa,0.7420756,0.241479643315215,0.9999757047126597
111,cre_24h_vs_litt_24h,Egr3,0.053425945,0.2452050484774254,0.9999757047126597
112,cre_24h_vs_litt_24h,Ero1l,0.3142309,0.24631464875033404,0.9999757047126597
113,cre_24h_vs_litt_24h,Trim27,0.32639864,0.2475919927352892,0.9999757047126597
114,cre_24h_vs_litt_24h,Rbms1,0.19357252,0.2502348694389318,0.9999757047126597
115,cre_24h_vs_litt_24h,Angptl4,0.24703965,0.2502377643470939,0.9999757047126597
116,cre_24h_vs_litt_24h,Ryr1,0.26932454,0.25356340804911626,0.9999757047126597
117,cre_24h_vs_litt_24h,Fst,1.0469719,0.25881157097959095,0.9999757047126597
118,cre_24h_vs_litt_24h,Slc2a4,0.14631283,0.2652296183573294,0.9999757047126597
119,cre_24h_vs_litt_24h,Epcam,0.13579439,0.26770157599632927,0.9999757047126597
120,cre_24h_vs_litt_24h,Sfpq,0.07453758,0.26832899451236614,0.9999757047126597
121,cre_24h_vs_litt_24h,Mmp14,0.13226897,0.2885655180715009,0.9999757047126597
122,cre_24h_vs_litt_24h,Ppif,0.64862967,0.28924711974403505,0.9999757047126597
123,cre_24h_vs_litt_24h,Elf3,1.7339847,0.29427182757873505,0.9999757047126597
124,cre_24h_vs_litt_24h,Pacsin3,0.27919102,0.3012986882981593,0.9999757047126597
125,cre_24h_vs_litt_24h,Hsph1,0.41567615,0.30224774542051125,0.9999757047126597
126,cre_24h_vs_litt_24h,Igf1r,0.30715436,0.30275296336161006,0.9999757047126597
127,cre_24h_vs_litt_24h,Far2,0.5197369,0.3037353476423498,0.9999757047126597
128,cre_24h_vs_litt_24h,Mybbp1a,0.30106136,0.3054504911653676,0.9999757047126597
129,cre_24h_vs_litt_24h,Acox1,0.20545769,0.3076527210998359,0.9999757047126597
130,cre_24h_vs_litt_24h,Trp63,0.09676234,0.3136536428902119,0.9999757047126597
131,cre_24h_vs_litt_24h,Axl,0.27686572,0.317113451468368,0.9999757047126597
132,cre_24h_vs_litt_24h,Myh1,0.14848915,0.3257991069062759,0.9999757047126597
133,cre_24h_vs_litt_24h,Alkbh5,0.5032477,0.32888422402614603,0.9999757047126597
134,cre_24h_vs_litt_24h,Itga5,0.20012482,0.33256406047184295,0.9999757047126597
135,cre_24h_vs_litt_24h,Mta2,0.068447836,0.3328569022122785,0.9999757047126597
136,cre_24h_vs_litt_24h,Myh2,1.1083342,0.33495019805073756,0.9999757047126597
137,cre_24h_vs_litt_24h,Gk,0.53217494,0.3388770118256679,0.9999757047126597
138,cre_24h_vs_litt_24h,Itga2,0.5105271,0.3439212291745355,0.9999757047126597
139,cre_24h_vs_litt_24h,Ddx21,0.34059784,0.34942251334150876,0.9999757047126597
140,cre_24h_vs_litt_24h,Cd84,0.27245304,0.3685930578369506,0.9999757047126597
141,cre_24h_vs_litt_24h,Fxr1,0.18572898,0.37235047652666686,0.9999757047126597
142,cre_24h_vs_litt_24h,Echdc1,0.21868314,0.372704595170698,0.9999757047126597
143,cre_24h_vs_litt_24h,Tjp2,0.5100074,0.3743958045707604,0.9999757047126597
144,cre_24h_vs_litt_24h,Zfp281,0.4559978,0.37519809281762184,0.9999757047126597
145,cre_24h_vs_litt_24h,Myo1e,0.25261995,0.37665474771755725,0.9999757047126597
146,cre_24h_vs_litt_24h,Bin1,0.4532489,0.38828697143046564,0.9999757047126597
147,cre_24h_vs_litt_24h,Tlr2,0.33156586,0.3943711496587107,0.9999757047126597
148,cre_24h_vs_litt_24h,Lss,0.2987315,0.3950763123034585,0.9999757047126597
149,cre_24h_vs_litt_24h,Hsd17b7,0.17795432,0.4002082226893565,0.9999757047126597
150,cre_24h_vs_litt_24h,Glra1,0.43564937,0.40093541648890096,0.9999757047126597
151,cre_24h_vs_litt_24h,Bicd2,0.19723685,0.4055796550312343,0.9999757047126597
152,cre_24h_vs_litt_24h,Map1b,1.0306765,0.4112625640980818,0.9999757047126597
153,cre_24h_vs_litt_24h,Myf6,0.38655618,0.41214986639835904,0.9999757047126597
154,cre_24h_vs_litt_24h,Myog,1.7097061,0.4130329555174359,0.9999757047126597
155,cre_24h_vs_litt_24h,Akr1b3,0.39952135,0.4132328412734201,0.9999757047126597
156,cre_24h_vs_litt_24h,Acod1,0.11782557,0.42066746015290546,0.9999757047126597
157,cre_24h_vs_litt_24h,Dysf,0.5239626,0.4334219325922041,0.9999757047126597
158,cre_24h_vs_litt_24h,Prkar1a,0.11917049,0.4354384473076117,0.9999757047126597
159,cre_24h_vs_litt_24h,Nampt,0.17741661,0.43770233332634845,0.9999757047126597
160,cre_24h_vs_litt_24h,Grhl3,0.06542631,0.4386065959980081,0.9999757047126597
161,cre_24h_vs_litt_24h,Rras2,0.4240784,0.4427346271591043,0.9999757047126597
162,cre_24h_vs_litt_24h,Ccl19,0.8234878,0.447085629327832,0.9999757047126597
163,cre_24h_vs_litt_24h,Il1rn,0.1900354,0.44799321276335713,0.9999757047126597
164,cre_24h_vs_litt_24h,Mxd1,-0.00485158,0.45201772529203266,0.9999757047126597
165,cre_24h_vs_litt_24h,Gja1,-0.05052236,0.4588362588898661,0.9999757047126597
166,cre_24h_vs_litt_24h,Casp3,0.19609238,0.463988656500432,0.9999757047126597
167,cre_24h_vs_litt_24h,Scarb2,0.0871696,0.4667023500253892,0.9999757047126597
168,cre_24h_vs_litt_24h,Myo10,0.3187517,0.46905950211871017,0.9999757047126597
169,cre_24h_vs_litt_24h,Esrrb,0.4890513,0.4707450448239524,0.9999757047126597
170,cre_24h_vs_litt_24h,Ssrp1,0.22646719,0.4708985070855617,0.9999757047126597
171,cre_24h_vs_litt_24h,Bclaf1,0.11083715,0.47242381964486924,0.9999757047126597
172,cre_24h_vs_litt_24h,Psmc2,0.1342584,0.4724830118030581,0.9999757047126597
173,cre_24h_vs_litt_24h,Trib3,1.0138354,0.47275664812789797,0.9999757047126597
174,cre_24h_vs_litt_24h,Adgrf5,0.7539234,0.4807620007205746,0.9999757047126597
175,cre_24h_vs_litt_24h,Rock2,0.17915145,0.4879086345031589,0.9999757047126597
176,cre_24h_vs_litt_24h,Cyp27b1,0.5649532,0.4943809317641029,0.9999757047126597
177,cre_24h_vs_litt_24h,Lamp2,0.07396111,0.49697700993618965,0.9999757047126597
178,cre_24h_vs_litt_24h,H19,1.4728588,0.49704007569675546,0.9999757047126597
179,cre_24h_vs_litt_24h,Ufd1,0.27353734,0.4995029628434877,0.9999757047126597
180,cre_24h_vs_litt_24h,Gnai1,0.23960997,0.500422163090233,0.9999757047126597
181,cre_24h_vs_litt_24h,Mtor,0.22429636,0.5104673652763043,0.9999757047126597
182,cre_24h_vs_litt_24h,Pmaip1,0.74461913,0.5114762212872279,0.9999757047126597
183,cre_24h_vs_litt_24h,Ifi44,1.1547235,0.5149571894824101,0.9999757047126597
184,cre_24h_vs_litt_24h,Thbs4,1.2882262,0.5150637815329739,0.9999757047126597
185,cre_24h_vs_litt_24h,Adh5,0.2934355,0.5158775846474258,0.9999757047126597
186,cre_24h_vs_litt_24h,Selenoh,0.8550083,0.5170298457167966,0.9999757047126597
187,cre_24h_vs_litt_24h,Abi1,0.06626424,0.5217237201723495,0.9999757047126597
188,cre_24h_vs_litt_24h,Sox11,0.85720694,0.5231364495479305,0.9999757047126597
189,cre_24h_vs_litt_24h,Tubb2b,0.5409866,0.5299163935530528,0.9999757047126597
190,cre_24h_vs_litt_24h,Cs,0.04669365,0.5320957981060072,0.9999757047126597
191,cre_24h_vs_litt_24h,Bhlhe40,0.25114,0.5324010305559883,0.9999757047126597
192,cre_24h_vs_litt_24h,Gtse1,0.35580924,0.5327048132596441,0.9999757047126597
193,cre_24h_vs_litt_24h,Top2a,0.09274286,0.5365585025688955,0.9999757047126597
194,cre_24h_vs_litt_24h,Slc6a14,0.47223592,0.5398498913737627,0.9999757047126597
195,cre_24h_vs_litt_24h,Cpeb4,0.28246558,0.544720673119341,0.9999757047126597
196,cre_24h_vs_litt_24h,Psmb6,0.15546888,0.5465804875430201,0.9999757047126597
197,cre_24h_vs_litt_24h,Qsox1,0.26180634,0.547799748265817,0.9999757047126597
198,cre_24h_vs_litt_24h,Pak1,0.3515104,0.5489102553985516,0.9999757047126597
199,cre_24h_vs_litt_24h,Yars,0.14340615,0.5510602768410355,0.9999757047126597
200,cre_24h_vs_litt_24h,Bdkrb2,0.7614858,0.5515227079289831,0.9999757047126597
201,cre_24h_vs_litt_24h,Erp44,0.2304275,0.5537004887143425,0.9999757047126597
202,cre_24h_vs_litt_24h,Gtf2e2,0.58196443,0.5605161154872557,0.9999757047126597
203,cre_24h_vs_litt_24h,Abcc1,0.1883372,0.56120574759442,0.9999757047126597
204,cre_24h_vs_litt_24h,Saa1,0.7781036,0.5618215552215167,0.9999757047126597
205,cre_24h_vs_litt_24h,Esd,0.6581684,0.5633205926280074,0.9999757047126597
206,cre_24h_vs_litt_24h,Myo1d,0.35836795,0.5642690537579695,0.9999757047126597
207,cre_24h_vs_litt_24h,Ranbp2,0.15504315,0.5692842931548724,0.9999757047126597
208,cre_24h_vs_litt_24h,Hip1r,0.08463702,0.5720595226327168,0.9999757047126597
209,cre_24h_vs_litt_24h,Etnk1,0.2026149,0.5758723431712642,0.9999757047126597
210,cre_24h_vs_litt_24h,Cth,1.2553668,0.5784689169392463,0.9999757047126597
211,cre_24h_vs_litt_24h,Bnip3,0.7647666,0.5785017492481294,0.9999757047126597
212,cre_24h_vs_litt_24h,Tfrc,0.34733072,0.5825556239944469,0.9999757047126597
213,cre_24h_vs_litt_24h,Ap2a1,0.35440078,0.5839784909285488,0.9999757047126597
214,cre_24h_vs_litt_24h,Sema3e,0.77665514,0.5849150878802695,0.9999757047126597
215,cre_24h_vs_litt_24h,Sp1,0.14140972,0.5901935808312575,0.9999757047126597
216,cre_24h_vs_litt_24h,Zfand2a,0.44170052,0.5911873532225344,0.9999757047126597
217,cre_24h_vs_litt_24h,Pakap,0.48448518,0.592105799660334,0.9999757047126597
218,cre_24h_vs_litt_24h,Ddb1,0.06662961,0.5927316889302796,0.9999757047126597
219,cre_24h_vs_litt_24h,Map2k1,0.33468422,0.5946501055538048,0.9999757047126597
220,cre_24h_vs_litt_24h,Cdc42bpb,0.1492926,0.5954557603977242,0.9999757047126597
221,cre_24h_vs_litt_24h,Dgat1,0.31467825,0.597102691177601,0.9999757047126597
222,cre_24h_vs_litt_24h,Eif2a,0.1931954,0.5973830704084875,0.9999757047126597
223,cre_24h_vs_litt_24h,Defa5,0.68813926,0.6007359822433929,0.9999757047126597
224,cre_24h_vs_litt_24h,Cdk5r1,0.6187895,0.6007938374727151,0.9999757047126597
225,cre_24h_vs_litt_24h,Prkn,1.1255941,0.6033574679428834,0.9999757047126597
226,cre_24h_vs_litt_24h,Stam2,0.35440078,0.6039478879097724,0.9999757047126597
227,cre_24h_vs_litt_24h,Cacna1s,0.76206064,0.6052693090614991,0.9999757047126597
228,cre_24h_vs_litt_24h,Agr3,1.0506284,0.6065306452004064,0.9999757047126597
229,cre_24h_vs_litt_24h,Phb2,0.10649572,0.6093651475694117,0.9999757047126597
230,cre_24h_vs_litt_24h,Hspa1b,0.17659776,0.6134781997497578,0.9999757047126597
231,cre_24h_vs_litt_24h,Golga2,0.13899079,0.6146491354252068,0.9999757047126597
232,cre_24h_vs_litt_24h,Riok3,0.12973614,0.6155203628476903,0.9999757047126597
233,cre_24h_vs_litt_24h,Pcna,0.17124693,0.6180613734114486,0.9999757047126597
234,cre_24h_vs_litt_24h,Fosl2,0.11183033,0.6199102292241144,0.9999757047126597
235,cre_24h_vs_litt_24h,Psmd1,0.15338396,0.620195327391196,0.9999757047126597
236,cre_24h_vs_litt_24h,Gart,0.14720431,0.6203573216379437,0.9999757047126597
237,cre_24h_vs_litt_24h,Cdk5rap2,0.26219267,0.6214562273852684,0.9999757047126597
238,cre_24h_vs_litt_24h,Aebp2,0.1998389,0.6242548387645344,0.9999757047126597
239,cre_24h_vs_litt_24h,Ppfibp1,0.02756682,0.6249188573531541,0.9999757047126597
240,cre_24h_vs_litt_24h,Cd14,0.024275675,0.6281820124024623,0.9999757047126597
241,cre_24h_vs_litt_24h,Chil3,0.16431332,0.6328131718028146,0.9999757047126597
242,cre_24h_vs_litt_24h,Cdcp1,0.45848817,0.6341509390279547,0.9999757047126597
243,cre_24h_vs_litt_24h,Tnfrsf9,0.49100986,0.634869523511209,0.9999757047126597
244,cre_24h_vs_litt_24h,Pou4f3,0.48797518,0.6383328810821834,0.9999757047126597
245,cre_24h_vs_litt_24h,Rlim,0.23075506,0.6398698545332426,0.9999757047126597
246,cre_24h_vs_litt_24h,Rragd,0.718533,0.641624696000501,0.9999757047126597
247,cre_24h_vs_litt_24h,Rab3gap2,0.27867353,0.6432010666028309,0.9999757047126597
248,cre_24h_vs_litt_24h,Prkcq,0.97930384,0.6463939504738424,0.9999757047126597
249,cre_24h_vs_litt_24h,Kdm5c,0.12354328,0.6484037680202122,0.9999757047126597
250,cre_24h_vs_litt_24h,Cfb,0.26672858,0.6518384904404527,0.9999757047126597
251,cre_24h_vs_litt_24h,Epha2,0.30973122,0.6525298715016168,0.9999757047126597
252,cre_24h_vs_litt_24h,Mmp12,0.2598892,0.6571145089173198,0.9999757047126597
253,cre_24h_vs_litt_24h,Sprr2f,3.7633562,0.6624263620516981,0.9999757047126597
254,cre_24h_vs_litt_24h,Gpr35,0.51597995,0.6642291241203202,0.9999757047126597
255,cre_24h_vs_litt_24h,Pafah1b2,0.18071231,0.6643456354067014,0.9999757047126597
256,cre_24h_vs_litt_24h,Eya1,0.74768317,0.6659640232465083,0.9999757047126597
257,cre_24h_vs_litt_24h,Pgk1,0.16289793,0.6672789386774093,0.9999757047126597
258,cre_24h_vs_litt_24h,Egln1,0.5826217,0.6674433750746862,0.9999757047126597
259,cre_24h_vs_litt_24h,Slc22a18,0.5209285,0.6695168103487188,0.9999757047126597
260,cre_24h_vs_litt_24h,Cbx3,0.08198642,0.6725291350329641,0.9999757047126597
261,cre_24h_vs_litt_24h,F11r,0.105417244,0.6734942272049416,0.9999757047126597
262,cre_24h_vs_litt_24h,Dctn1,0.08313487,0.6744803901533092,0.9999757047126597
263,cre_24h_vs_litt_24h,Nmb,0.5080887,0.6745283013107252,0.9999757047126597
264,cre_24h_vs_litt_24h,Slk,0.03594685,0.6746557856375643,0.9999757047126597
265,cre_24h_vs_litt_24h,Flt1,0.48404104,0.6760527346452692,0.9999757047126597
266,cre_24h_vs_litt_24h,Agl,0.1845508,0.6788774227148204,0.9999757047126597
267,cre_24h_vs_litt_24h,Rangap1,-0.04952392,0.6806271196869574,0.9999757047126597
268,cre_24h_vs_litt_24h,Kit,0.389355,0.6814454940462187,0.9999757047126597
269,cre_24h_vs_litt_24h,Adgrl2,0.3317743,0.68174185008701,0.9999757047126597
270,cre_24h_vs_litt_24h,Kdm6b,0.051751927,0.6844646020083458,0.9999757047126597
271,cre_24h_vs_litt_24h,Rbp1,0.18912953,0.6853226001760009,0.9999757047126597
272,cre_24h_vs_litt_24h,Vstm5,0.60251206,0.6857573480132242,0.9999757047126597
273,cre_24h_vs_litt_24h,Selenoi,0.36749238,0.686161197115068,0.9999757047126597
274,cre_24h_vs_litt_24h,Adrb2,0.30760744,0.686547908496471,0.9999757047126597
275,cre_24h_vs_litt_24h,Tead1,0.116929546,0.6866323241220142,0.9999757047126597
276,cre_24h_vs_litt_24h,Cpn1,3.081885,0.6871001264016658,0.9999757047126597
277,cre_24h_vs_litt_24h,Gfra1,0.4613619,0.6873120983806051,0.9999757047126597
278,cre_24h_vs_litt_24h,Noct,0.1851089,0.6873370885672696,0.9999757047126597
279,cre_24h_vs_litt_24h,Vldlr,0.66331786,0.6875206476465708,0.9999757047126597
280,cre_24h_vs_litt_24h,Pgf,0.5947174,0.687521509469732,0.9999757047126597
281,cre_24h_vs_litt_24h,Eif4a3,0.08755436,0.6898136669408494,0.9999757047126597
282,cre_24h_vs_litt_24h,Ern1,0.30344906,0.690539507468258,0.9999757047126597
283,cre_24h_vs_litt_24h,Ptgs2,0.69664925,0.6906068412385019,0.9999757047126597
284,cre_24h_vs_litt_24h,Atg13,0.13989292,0.6912932673047508,0.9999757047126597
285,cre_24h_vs_litt_24h,Ptpn23,0.19964379,0.6923808435266916,0.9999757047126597
286,cre_24h_vs_litt_24h,Ptpn2,0.16922857,0.6934785649465893,0.9999757047126597
287,cre_24h_vs_litt_24h,Cdc37,0.11920707,0.6944281374912213,0.9999757047126597
288,cre_24h_vs_litt_24h,Prmt3,0.26535657,0.6964031904733381,0.9999757047126597
289,cre_24h_vs_litt_24h,Ak4,1.2563815,0.6971489152237887,0.9999757047126597
290,cre_24h_vs_litt_24h,Cry1,0.6868919,0.6972745306687571,0.9999757047126597
291,cre_24h_vs_litt_24h,Crocc,0.27550367,0.6979278646808396,0.9999757047126597
292,cre_24h_vs_litt_24h,Ubap1,0.24588469,0.6991597564091669,0.9999757047126597
293,cre_24h_vs_litt_24h,Nppb,0.6079302,0.7022798619295502,0.9999757047126597
294,cre_24h_vs_litt_24h,Arc,0.741728,0.7023736732697625,0.9999757047126597
295,cre_24h_vs_litt_24h,Pvalb,0.5967667,0.7024049447241523,0.9999757047126597
296,cre_24h_vs_litt_24h,Sod2,0.17686953,0.7025830278841632,0.9999757047126597
