,comparison,gene,logfoldchange,pval,pval_adj
1303,cre_24h_vs_litt_24h,Th,1.0291959,0.9587341797127432,0.9999757047126597
1304,cre_24h_vs_litt_24h,Agrp,0.8068712,0.9587547097768512,0.9999757047126597
1305,cre_24h_vs_litt_24h,Tpsab1,0.80691147,0.9587621752614918,0.9999757047126597
1306,cre_24h_vs_litt_24h,Sox17,0.626393,0.9587631084473262,0.9999757047126597
1307,cre_24h_vs_litt_24h,Adam28,0.6547744,0.958764041633217,0.9999757047126597
1308,cre_24h_vs_litt_24h,Mfsd2b,0.6547744,0.958764041633217,0.9999757047126597
1309,cre_24h_vs_litt_24h,Pax5,0.6547744,0.958764041633217,0.9999757047126597
1310,cre_24h_vs_litt_24h,Prl3b1,0.6547744,0.958764041633217,0.9999757047126597
1311,cre_24h_vs_litt_24h,Lamp3,0.6547744,0.958764041633217,0.9999757047126597
1312,cre_24h_vs_litt_24h,Ccr9,0.51721746,0.9587724403087777,0.9999757047126597
1313,cre_24h_vs_litt_24h,Hikeshi,0.51721746,0.9587724403087777,0.9999757047126597
1314,cre_24h_vs_litt_24h,Npas2,0.33723888,0.958806968245262,0.9999757047126597
1315,cre_24h_vs_litt_24h,Slc26a5,0.33723888,0.958806968245262,0.9999757047126597
1316,cre_24h_vs_litt_24h,Aida,0.3763308,0.9588274984062974,0.9999757047126597
1317,cre_24h_vs_litt_24h,Mybl2,0.25033072,0.9588414962590246,0.9999757047126597
1318,cre_24h_vs_litt_24h,Prkg2,0.22185503,0.9588750911573384,0.9999757047126597
1319,cre_24h_vs_litt_24h,Cyp2a5,0.06959739,0.9589152184927058,0.9999757047126597
1320,cre_24h_vs_litt_24h,Ppp1r3a,0.12867813,0.9589460139602222,0.9999757047126597
1321,cre_24h_vs_litt_24h,Abca3,0.05090499,0.9592782356169463,0.9999757047126597
1322,cre_24h_vs_litt_24h,Synj2bp,0.03819013,0.9595320726631664,0.9999757047126597
1323,cre_24h_vs_litt_24h,Sema5b,1.2922833,0.9605306623807679,0.9999757047126597
1324,cre_24h_vs_litt_24h,Dync1i1,1.2922833,0.9605306623807679,0.9999757047126597
1325,cre_24h_vs_litt_24h,Hand1,1.2922833,0.9605306623807679,0.9999757047126597
1326,cre_24h_vs_litt_24h,Pax4,1.2922833,0.9605306623807679,0.9999757047126597
1327,cre_24h_vs_litt_24h,Lilra5,1.2922833,0.9605306623807679,0.9999757047126597
1328,cre_24h_vs_litt_24h,Slco4c1,1.0697974,0.9605353288344465,0.9999757047126597
1329,cre_24h_vs_litt_24h,Plekhg4,1.0697974,0.9605353288344465,0.9999757047126597
1330,cre_24h_vs_litt_24h,Qrfpr,1.0697974,0.9605353288344465,0.9999757047126597
1331,cre_24h_vs_litt_24h,Muc20,1.0697974,0.9605353288344465,0.9999757047126597
1332,cre_24h_vs_litt_24h,Wnt9b,1.0697974,0.9605353288344465,0.9999757047126597
1333,cre_24h_vs_litt_24h,Emx1,1.0697974,0.9605353288344465,0.9999757047126597
1334,cre_24h_vs_litt_24h,Dbh,1.0697974,0.9605353288344465,0.9999757047126597
1335,cre_24h_vs_litt_24h,Cer1,1.0697974,0.9605353288344465,0.9999757047126597
1336,cre_24h_vs_litt_24h,Cd19,1.0697974,0.9605353288344465,0.9999757047126597
1337,cre_24h_vs_litt_24h,Fezf2,1.0697974,0.9605353288344465,0.9999757047126597
1338,cre_24h_vs_litt_24h,Nt5c1b,1.0697974,0.9605353288344465,0.9999757047126597
1339,cre_24h_vs_litt_24h,Cacna1h,1.0697974,0.9605353288344465,0.9999757047126597
1340,cre_24h_vs_litt_24h,Gucy2e,1.0697974,0.9605353288344465,0.9999757047126597
1341,cre_24h_vs_litt_24h,Gast,1.0697974,0.9605353288344465,0.9999757047126597
1342,cre_24h_vs_litt_24h,Myocd,1.0697974,0.9605353288344465,0.9999757047126597
1343,cre_24h_vs_litt_24h,Nefl,1.0697974,0.9605353288344465,0.9999757047126597
1344,cre_24h_vs_litt_24h,Hs3st2,1.0697974,0.9605353288344465,0.9999757047126597
1345,cre_24h_vs_litt_24h,Scn1a,1.0697974,0.9605353288344465,0.9999757047126597
1346,cre_24h_vs_litt_24h,Shisa3,1.0697974,0.9605353288344465,0.9999757047126597
1347,cre_24h_vs_litt_24h,Ggnbp1,0.646581,0.9605614610000288,0.9999757047126597
1348,cre_24h_vs_litt_24h,Irx6,0.54372984,0.9605661274626284,0.9999757047126597
1349,cre_24h_vs_litt_24h,Rspo2,0.54372984,0.9605661274626284,0.9999757047126597
1350,cre_24h_vs_litt_24h,Gprc6a,0.54372984,0.9605661274626284,0.9999757047126597
1351,cre_24h_vs_litt_24h,Sh3gl2,0.54372984,0.9605661274626284,0.9999757047126597
1352,cre_24h_vs_litt_24h,Grxcr2,0.54372984,0.9605661274626284,0.9999757047126597
1353,cre_24h_vs_litt_24h,Ctnna3,0.54372984,0.9605661274626284,0.9999757047126597
1354,cre_24h_vs_litt_24h,Mag,0.4588276,0.9605735938055977,0.9999757047126597
1355,cre_24h_vs_litt_24h,Kcnab3,0.4281991,0.9605754603918804,0.9999757047126597
1356,cre_24h_vs_litt_24h,Cdx1,0.46582118,0.960579193565094,0.9999757047126597
1357,cre_24h_vs_litt_24h,Phlda2,0.46582118,0.960579193565094,0.9999757047126597
1358,cre_24h_vs_litt_24h,Cd177,0.2762495,0.9606277248955019,0.9999757047126597
1359,cre_24h_vs_litt_24h,Tdrkh,0.23981713,0.9606519906154303,0.9999757047126597
1360,cre_24h_vs_litt_24h,Itga9,0.1760377,0.9607042553667501,0.9999757047126597
1361,cre_24h_vs_litt_24h,Ptk6,0.12883818,0.9607714531522855,0.9999757047126597
1362,cre_24h_vs_litt_24h,Loxl1,0.11281297,0.9607826528103166,0.9999757047126597
1363,cre_24h_vs_litt_24h,Lta4h,0.018832484,0.962085598602875,0.9999757047126597
1364,cre_24h_vs_litt_24h,Map3k8,0.07759915,0.9621770699886452,0.9999757047126597
1365,cre_24h_vs_litt_24h,Pcdh11x,18.573645,0.9623068108689601,0.9999757047126597
1366,cre_24h_vs_litt_24h,Cd3e,0.5233331,0.9623254787037439,0.9999757047126597
1367,cre_24h_vs_litt_24h,Nphs2,0.8067503,0.9623376128074296,0.9999757047126597
1368,cre_24h_vs_litt_24h,Tuba3a,0.8067503,0.9623376128074296,0.9999757047126597
1369,cre_24h_vs_litt_24h,Gucy2f,0.8067503,0.9623376128074296,0.9999757047126597
1370,cre_24h_vs_litt_24h,Tmco5,0.8067503,0.9623376128074296,0.9999757047126597
1371,cre_24h_vs_litt_24h,Otx1,0.8067503,0.9623376128074296,0.9999757047126597
1372,cre_24h_vs_litt_24h,Nlrp9b,0.8067503,0.9623376128074296,0.9999757047126597
1373,cre_24h_vs_litt_24h,Hoxa11,0.8067503,0.9623376128074296,0.9999757047126597
1374,cre_24h_vs_litt_24h,Tmem163,0.8067503,0.9623376128074296,0.9999757047126597
1375,cre_24h_vs_litt_24h,Hnf1a,0.8067503,0.9623376128074296,0.9999757047126597
1376,cre_24h_vs_litt_24h,Adamts13,0.61405194,0.9623441465591814,0.9999757047126597
1377,cre_24h_vs_litt_24h,Eci3,0.61405194,0.9623441465591814,0.9999757047126597
1378,cre_24h_vs_litt_24h,Hmga1,0.58463985,0.9623600142525349,0.9999757047126597
1379,cre_24h_vs_litt_24h,Bglap2,0.5020839,0.9623600142525349,0.9999757047126597
1380,cre_24h_vs_litt_24h,Crxos,0.4588276,0.9623684148021111,0.9999757047126597
1381,cre_24h_vs_litt_24h,Nptxr,0.4588276,0.9623684148021111,0.9999757047126597
1382,cre_24h_vs_litt_24h,Ghrh,0.4588276,0.9623684148021111,0.9999757047126597
1383,cre_24h_vs_litt_24h,Tbx2,0.35923842,0.9623786821461553,0.9999757047126597
1384,cre_24h_vs_litt_24h,Cyp26a1,0.26607543,0.9623889494964385,0.9999757047126597
1385,cre_24h_vs_litt_24h,Fhl2,0.32132408,0.9623992168529589,0.9999757047126597
1386,cre_24h_vs_litt_24h,Zbtb46,0.19664368,0.9624477535318031,0.9999757047126597
1387,cre_24h_vs_litt_24h,Grb7,0.2476042,0.9624486869308376,0.9999757047126597
1388,cre_24h_vs_litt_24h,Gcnt4,0.2218283,0.9624496203299236,0.9999757047126597
1389,cre_24h_vs_litt_24h,Orai1,0.1822463,0.9624710885231036,0.9999757047126597
1390,cre_24h_vs_litt_24h,Dll4,0.20219596,0.9624972237515242,0.9999757047126597
1391,cre_24h_vs_litt_24h,Has2,0.054463793,0.9625009573588746,0.9999757047126597
1392,cre_24h_vs_litt_24h,Ackr1,0.13431144,0.9625345598620219,0.9999757047126597
1393,cre_24h_vs_litt_24h,Pfkfb1,0.11703671,0.9625513611385547,0.9999757047126597
1394,cre_24h_vs_litt_24h,Eif4e,0.09783822,0.9626456352762176,0.9999757047126597
1395,cre_24h_vs_litt_24h,Kif3b,0.067488514,0.9627436435967676,0.9999757047126597
1396,cre_24h_vs_litt_24h,Vegfb,0.05260494,0.9628621877461184,0.9999757047126597
1397,cre_24h_vs_litt_24h,Stk3,0.05801216,0.9628920572676739,0.9999757047126597
1398,cre_24h_vs_litt_24h,Angptl8,1.8067313,0.964109284101369,0.9999757047126597
1399,cre_24h_vs_litt_24h,Cox8b,1.8067313,0.964109284101369,0.9999757047126597
1400,cre_24h_vs_litt_24h,Gcgr,1.8067313,0.964109284101369,0.9999757047126597
1401,cre_24h_vs_litt_24h,Smcp,1.8067313,0.964109284101369,0.9999757047126597
1402,cre_24h_vs_litt_24h,Crygb,1.8067313,0.964109284101369,0.9999757047126597
1403,cre_24h_vs_litt_24h,Slc2a2,1.8067313,0.964109284101369,0.9999757047126597
1404,cre_24h_vs_litt_24h,Dmrta1,0.80683094,0.9641316878418608,0.9999757047126597
1405,cre_24h_vs_litt_24h,Lect2,0.6547744,0.9641391557616517,0.9999757047126597
1406,cre_24h_vs_litt_24h,Shld1,0.63681227,0.9641400892518468,0.9999757047126597
1407,cre_24h_vs_litt_24h,Cyp1a1,0.63681227,0.9641400892518468,0.9999757047126597
1408,cre_24h_vs_litt_24h,Pcdha2,0.63681227,0.9641400892518468,0.9999757047126597
1409,cre_24h_vs_litt_24h,Cltrn,0.63681227,0.9641400892518468,0.9999757047126597
1410,cre_24h_vs_litt_24h,Grpr,0.63681227,0.9641400892518468,0.9999757047126597
1411,cre_24h_vs_litt_24h,Grm3,0.63681227,0.9641400892518468,0.9999757047126597
1412,cre_24h_vs_litt_24h,Dmrta2,0.63681227,0.9641400892518468,0.9999757047126597
1413,cre_24h_vs_litt_24h,Hapln1,0.63681227,0.9641400892518468,0.9999757047126597
1414,cre_24h_vs_litt_24h,Slc17a2,0.63681227,0.9641400892518468,0.9999757047126597
1415,cre_24h_vs_litt_24h,P2ry1,0.48475575,0.9641475571751766,0.9999757047126597
1416,cre_24h_vs_litt_24h,Kcnq1,0.4532881,0.9641587590660682,0.9999757047126597
1417,cre_24h_vs_litt_24h,Tbx21,0.39170006,0.9641708944558502,0.9999757047126597
1418,cre_24h_vs_litt_24h,Ticam1,0.39170006,0.9641708944558502,0.9999757047126597
1419,cre_24h_vs_litt_24h,Epm2a,0.39170006,0.9641708944558502,0.9999757047126597
1420,cre_24h_vs_litt_24h,Nphs1,0.39170006,0.9641708944558502,0.9999757047126597
1421,cre_24h_vs_litt_24h,Isl1,0.30418366,0.964182096361477,0.9999757047126597
1422,cre_24h_vs_litt_24h,Adrb1,0.30418366,0.964182096361477,0.9999757047126597
1423,cre_24h_vs_litt_24h,Slc1a1,0.28317553,0.9642016997133334,0.9999757047126597
1424,cre_24h_vs_litt_24h,Ache,0.15906544,0.9642399729864538,0.9999757047126597
1425,cre_24h_vs_litt_24h,Vhl,0.15466027,0.9642941158062018,0.9999757047126597
1426,cre_24h_vs_litt_24h,Polr2h,0.12092517,0.9643650618191748,0.9999757047126597
1427,cre_24h_vs_litt_24h,Angpt2,-0.1323451,0.9643753303444372,0.9999757047126597
1428,cre_24h_vs_litt_24h,Egr1,0.12172993,0.9644322740917107,0.9999757047126597
1429,cre_24h_vs_litt_24h,Pde1b,0.034830887,0.9645125557484151,0.9999757047126597
1430,cre_24h_vs_litt_24h,Kcnk18,1.3917781,0.9659082064392703,0.9999757047126597
1431,cre_24h_vs_litt_24h,Dbx1,1.1286503,0.9659119407637239,0.9999757047126597
1432,cre_24h_vs_litt_24h,Zbtb8b,1.1286503,0.9659119407637239,0.9999757047126597
1433,cre_24h_vs_litt_24h,Pou1f1,1.1286503,0.9659119407637239,0.9999757047126597
1434,cre_24h_vs_litt_24h,Mettl21c,1.1286503,0.9659119407637239,0.9999757047126597
1435,cre_24h_vs_litt_24h,Gcm1,1.1286503,0.9659119407637239,0.9999757047126597
1436,cre_24h_vs_litt_24h,Gpr88,1.1286503,0.9659119407637239,0.9999757047126597
1437,cre_24h_vs_litt_24h,Cnpy1,1.1286503,0.9659119407637239,0.9999757047126597
1438,cre_24h_vs_litt_24h,Fgf17,1.1286503,0.9659119407637239,0.9999757047126597
1439,cre_24h_vs_litt_24h,Lgi3,1.1286503,0.9659119407637239,0.9999757047126597
1440,cre_24h_vs_litt_24h,Nlrp4f,1.1286503,0.9659119407637239,0.9999757047126597
1441,cre_24h_vs_litt_24h,Nat1,1.1286503,0.9659119407637239,0.9999757047126597
1442,cre_24h_vs_litt_24h,Igsf11,0.54372984,0.9659408818035811,0.9999757047126597
1443,cre_24h_vs_litt_24h,Prdm16,0.54372984,0.9659408818035811,0.9999757047126597
1444,cre_24h_vs_litt_24h,Agtr1b,0.51721746,0.9659427489689838,0.9999757047126597
1445,cre_24h_vs_litt_24h,Gper1,0.51721746,0.9659427489689838,0.9999757047126597
1446,cre_24h_vs_litt_24h,Htr1f,0.39163306,0.9659511512156072,0.9999757047126597
1447,cre_24h_vs_litt_24h,Zfp979,0.39163306,0.9659511512156072,0.9999757047126597
1448,cre_24h_vs_litt_24h,Pou2af1,0.39163306,0.9659511512156072,0.9999757047126597
1449,cre_24h_vs_litt_24h,Snai3,0.44424784,0.9659567527154562,0.9999757047126597
1450,cre_24h_vs_litt_24h,Nr1h4,0.36619174,0.9659688893042254,0.9999757047126597
1451,cre_24h_vs_litt_24h,F2rl2,0.33723888,0.965973557225082,0.9999757047126597
1452,cre_24h_vs_litt_24h,Pithd1,0.33723888,0.965973557225082,0.9999757047126597
1453,cre_24h_vs_litt_24h,Ecscr,0.39196783,0.9659754243937513,0.9999757047126597
1454,cre_24h_vs_litt_24h,Clic5,0.16922706,0.966028638779206,0.9999757047126597
1455,cre_24h_vs_litt_24h,Kdm8,0.15459356,0.9660547792345066,0.9999757047126597
1456,cre_24h_vs_litt_24h,Gtf2e1,0.111471206,0.9660547792345066,0.9999757047126597
1457,cre_24h_vs_litt_24h,Twist1,0.15459356,0.9660547792345066,0.9999757047126597
1458,cre_24h_vs_litt_24h,Plagl2,0.100440845,0.9661714781402185,0.9999757047126597
1459,cre_24h_vs_litt_24h,Thrb,0.07407252,0.9662536346045698,0.9999757047126597
1460,cre_24h_vs_litt_24h,Cers5,0.048842557,0.9663647331202531,0.9999757047126597
1461,cre_24h_vs_litt_24h,Cd3eap,0.05090499,0.9664002100948302,0.9999757047126597
1462,cre_24h_vs_litt_24h,Knstrn,0.01603825,0.966861416790894,0.9999757047126597
1463,cre_24h_vs_litt_24h,Clgn,1.0291959,0.9677091696410388,0.9999757047126597
1464,cre_24h_vs_litt_24h,Rag1,1.0291959,0.9677091696410388,0.9999757047126597
1465,cre_24h_vs_litt_24h,Trpv1,1.0291959,0.9677091696410388,0.9999757047126597
1466,cre_24h_vs_litt_24h,Sp7,0.80670995,0.9677147716545473,0.9999757047126597
1467,cre_24h_vs_litt_24h,Vil1,0.80670995,0.9677147716545473,0.9999757047126597
1468,cre_24h_vs_litt_24h,Chrna2,0.80670995,0.9677147716545473,0.9999757047126597
1469,cre_24h_vs_litt_24h,Nr2e3,0.80670995,0.9677147716545473,0.9999757047126597
1470,cre_24h_vs_litt_24h,Hes2,0.80670995,0.9677147716545473,0.9999757047126597
1471,cre_24h_vs_litt_24h,Six6,0.80670995,0.9677147716545473,0.9999757047126597
1472,cre_24h_vs_litt_24h,Kdf1,0.80670995,0.9677147716545473,0.9999757047126597
1473,cre_24h_vs_litt_24h,Stoml3,0.80670995,0.9677147716545473,0.9999757047126597
1474,cre_24h_vs_litt_24h,Hcn4,0.80670995,0.9677147716545473,0.9999757047126597
1475,cre_24h_vs_litt_24h,Stxbp5l,0.80670995,0.9677147716545473,0.9999757047126597
1476,cre_24h_vs_litt_24h,Pfn4,0.80670995,0.9677147716545473,0.9999757047126597
1477,cre_24h_vs_litt_24h,Esrrg,0.80670995,0.9677147716545473,0.9999757047126597
1478,cre_24h_vs_litt_24h,Afp,0.80670995,0.9677147716545473,0.9999757047126597
1479,cre_24h_vs_litt_24h,Clcnka,0.80670995,0.9677147716545473,0.9999757047126597
1480,cre_24h_vs_litt_24h,Prl,0.80670995,0.9677147716545473,0.9999757047126597
1481,cre_24h_vs_litt_24h,Tacr3,0.80670995,0.9677147716545473,0.9999757047126597
1482,cre_24h_vs_litt_24h,Ecel1,0.80670995,0.9677147716545473,0.9999757047126597
1483,cre_24h_vs_litt_24h,Ccl1,0.80670995,0.9677147716545473,0.9999757047126597
1484,cre_24h_vs_litt_24h,Lhb,0.58426434,0.9677203736696491,0.9999757047126597
1485,cre_24h_vs_litt_24h,Psmb11,0.391566,0.9677259756863439,0.9999757047126597
1486,cre_24h_vs_litt_24h,Adgrg5,0.4281991,0.9677455827573163,0.9999757047126597
1487,cre_24h_vs_litt_24h,Lyplal1,0.4281991,0.9677455827573163,0.9999757047126597
1488,cre_24h_vs_litt_24h,Lrrc15,0.29213756,0.9677763939082354,0.9999757047126597
1489,cre_24h_vs_litt_24h,Myf5,0.29213756,0.9677763939082354,0.9999757047126597
1490,cre_24h_vs_litt_24h,Pkia,0.29213756,0.9677763939082354,0.9999757047126597
1491,cre_24h_vs_litt_24h,Pald1,0.29213756,0.9677763939082354,0.9999757047126597
1492,cre_24h_vs_litt_24h,Pde10a,0.29213756,0.9677763939082354,0.9999757047126597
1493,cre_24h_vs_litt_24h,Nr4a2,0.22169465,0.9677894653201307,0.9999757047126597
1494,cre_24h_vs_litt_24h,Fgf23,0.22174811,0.9678072051072588,0.9999757047126597
1495,cre_24h_vs_litt_24h,Cenps,0.17867921,0.9678380163543404,0.9999757047126597
1496,cre_24h_vs_litt_24h,Cdk6,0.03769566,0.9683674170603837,0.9999757047126597
1497,cre_24h_vs_litt_24h,Ppp6c,-0.013409787,0.9694589412686261,0.9999757047126597
1498,cre_24h_vs_litt_24h,Gdf9,2.391645,0.9694869537722369,0.9999757047126597
1499,cre_24h_vs_litt_24h,Calb2,2.391645,0.9694869537722369,0.9999757047126597
1500,cre_24h_vs_litt_24h,Hnf1b,2.391645,0.9694869537722369,0.9999757047126597
1501,cre_24h_vs_litt_24h,Opn1mw,2.391645,0.9694869537722369,0.9999757047126597
1502,cre_24h_vs_litt_24h,Brs3,2.391645,0.9694869537722369,0.9999757047126597
1503,cre_24h_vs_litt_24h,Gsc,2.391645,0.9694869537722369,0.9999757047126597
1504,cre_24h_vs_litt_24h,Klb,0.80679065,0.9695102975540059,0.9999757047126597
1505,cre_24h_vs_litt_24h,Tlx1,0.61405194,0.9695177675696902,0.9999757047126597
1506,cre_24h_vs_litt_24h,Mrtfa,0.61405194,0.9695177675696902,0.9999757047126597
1507,cre_24h_vs_litt_24h,Vsx1,0.61405194,0.9695177675696902,0.9999757047126597
1508,cre_24h_vs_litt_24h,Trpc4,0.61405194,0.9695177675696902,0.9999757047126597
1509,cre_24h_vs_litt_24h,Cbln3,0.61405194,0.9695177675696902,0.9999757047126597
1510,cre_24h_vs_litt_24h,Grm2,0.61405194,0.9695177675696902,0.9999757047126597
1511,cre_24h_vs_litt_24h,Nme5,0.61405194,0.9695177675696902,0.9999757047126597
1512,cre_24h_vs_litt_24h,Slc22a2,0.61405194,0.9695177675696902,0.9999757047126597
1513,cre_24h_vs_litt_24h,Sidt1,0.61405194,0.9695177675696902,0.9999757047126597
1514,cre_24h_vs_litt_24h,Spo11,0.61405194,0.9695177675696902,0.9999757047126597
1515,cre_24h_vs_litt_24h,Misp,0.4440736,0.969524303835608,0.9999757047126597
1516,cre_24h_vs_litt_24h,Agtr2,0.484863,0.9695345751147575,0.9999757047126597
1517,cre_24h_vs_litt_24h,Rfx4,0.35923842,0.9695485814126507,0.9999757047126597
1518,cre_24h_vs_litt_24h,Tnfsf13b,0.35923842,0.9695485814126507,0.9999757047126597
1519,cre_24h_vs_litt_24h,Plin5,0.35923842,0.9695485814126507,0.9999757047126597
1520,cre_24h_vs_litt_24h,Hecw2,0.34735948,0.9695588527037423,0.9999757047126597
1521,cre_24h_vs_litt_24h,Srr,0.26607543,0.9695588527037423,0.9999757047126597
1522,cre_24h_vs_litt_24h,Pknox2,0.2219085,0.9696400894565042,0.9999757047126597
1523,cre_24h_vs_litt_24h,Neat1,0.021948207,0.9696699697207183,0.9999757047126597
1524,cre_24h_vs_litt_24h,Cd33,0.1062434,0.9697138564359635,0.9999757047126597
1525,cre_24h_vs_litt_24h,Wdr62,0.025162438,0.9698006963767198,0.9999757047126597
1526,cre_24h_vs_litt_24h,Xiap,0.02324952,0.9703815059966013,0.9999757047126597
1527,cre_24h_vs_litt_24h,Mesp1,1.2217184,0.9712901029194981,0.9999757047126597
1528,cre_24h_vs_litt_24h,Syn2,1.2217184,0.9712901029194981,0.9999757047126597
1529,cre_24h_vs_litt_24h,Hcn2,1.2217184,0.9712901029194981,0.9999757047126597
1530,cre_24h_vs_litt_24h,Trhr2,1.2217184,0.9712901029194981,0.9999757047126597
1531,cre_24h_vs_litt_24h,Gata1,1.2217184,0.9712901029194981,0.9999757047126597
1532,cre_24h_vs_litt_24h,Uba1y,1.2217184,0.9712901029194981,0.9999757047126597
1533,cre_24h_vs_litt_24h,Asb9,1.2217184,0.9712901029194981,0.9999757047126597
1534,cre_24h_vs_litt_24h,Ccna1,1.2217184,0.9712901029194981,0.9999757047126597
1535,cre_24h_vs_litt_24h,Il1f10,1.2217184,0.9712901029194981,0.9999757047126597
1536,cre_24h_vs_litt_24h,Dio1,1.2217184,0.9712901029194981,0.9999757047126597
1537,cre_24h_vs_litt_24h,Tdrd1,0.8068712,0.9713115810000781,0.9999757047126597
1538,cre_24h_vs_litt_24h,Spn,0.52676356,0.9713199854720564,0.9999757047126597
1539,cre_24h_vs_litt_24h,Cacna2d2,0.48475575,0.9713209193024729,0.9999757047126597
1540,cre_24h_vs_litt_24h,Syngr3,0.48475575,0.9713209193024729,0.9999757047126597
1541,cre_24h_vs_litt_24h,Htr2b,0.48475575,0.9713209193024729,0.9999757047126597
1542,cre_24h_vs_litt_24h,Pde1c,0.48475575,0.9713209193024729,0.9999757047126597
1543,cre_24h_vs_litt_24h,Nkx6-1,0.48475575,0.9713209193024729,0.9999757047126597
1544,cre_24h_vs_litt_24h,Gmnc,0.48475575,0.9713209193024729,0.9999757047126597
1545,cre_24h_vs_litt_24h,Prss50,0.48475575,0.9713209193024729,0.9999757047126597
1546,cre_24h_vs_litt_24h,Gpat2,0.48475575,0.9713209193024729,0.9999757047126597
1547,cre_24h_vs_litt_24h,Fxn,0.48475575,0.9713209193024729,0.9999757047126597
1548,cre_24h_vs_litt_24h,Zfp42,0.34719878,0.9713283899472197,0.9999757047126597
1549,cre_24h_vs_litt_24h,Piwil4,0.22161442,0.9713283899472197,0.9999757047126597
1550,cre_24h_vs_litt_24h,Kcnk5,0.25918278,0.9713480004016479,0.9999757047126597
1551,cre_24h_vs_litt_24h,Cdc6,0.30418366,0.9713517357282653,0.9999757047126597
1552,cre_24h_vs_litt_24h,Reln,0.22172138,0.9713825521968295,0.9999757047126597
1553,cre_24h_vs_litt_24h,Frmd7,0.22172138,0.9713825521968295,0.9999757047126597
1554,cre_24h_vs_litt_24h,Slit2,0.14371851,0.971444185262089,0.9999757047126597
1555,cre_24h_vs_litt_24h,Ankrd13b,0.110062,0.9714852740670266,0.9999757047126597
1556,cre_24h_vs_litt_24h,Kcnc4,-0.007989095,0.971538502858664,0.9999757047126597
1557,cre_24h_vs_litt_24h,Elp2,0.061370835,0.9715711872672442,0.9999757047126597
1558,cre_24h_vs_litt_24h,Gdf5,1.2219346,0.9730877954168439,0.9999757047126597
1559,cre_24h_vs_litt_24h,Rhpn2,1.0697974,0.973088729319399,0.9999757047126597
1560,cre_24h_vs_litt_24h,Gsx1,1.0697974,0.973088729319399,0.9999757047126597
1561,cre_24h_vs_litt_24h,Dazl,0.80666953,0.9730933988327286,0.9999757047126597
1562,cre_24h_vs_litt_24h,Spink1,0.80666953,0.9730933988327286,0.9999757047126597
1563,cre_24h_vs_litt_24h,Foxb1,0.80666953,0.9730933988327286,0.9999757047126597
1564,cre_24h_vs_litt_24h,Tigit,0.80666953,0.9730933988327286,0.9999757047126597
1565,cre_24h_vs_litt_24h,Gabbr2,0.80666953,0.9730933988327286,0.9999757047126597
1566,cre_24h_vs_litt_24h,Chrna6,0.80666953,0.9730933988327286,0.9999757047126597
1567,cre_24h_vs_litt_24h,Cyp24a1,0.80666953,0.9730933988327286,0.9999757047126597
1568,cre_24h_vs_litt_24h,Foxp3,0.80666953,0.9730933988327286,0.9999757047126597
1569,cre_24h_vs_litt_24h,Fshb,0.80666953,0.9730933988327286,0.9999757047126597
1570,cre_24h_vs_litt_24h,Fgf8,0.80666953,0.9730933988327286,0.9999757047126597
1571,cre_24h_vs_litt_24h,Cfap52,0.80666953,0.9730933988327286,0.9999757047126597
1572,cre_24h_vs_litt_24h,Hoxc5,0.54372984,0.9731130107987819,0.9999757047126597
1573,cre_24h_vs_litt_24h,Naip1,0.39163306,0.9731242176438263,0.9999757047126597
1574,cre_24h_vs_litt_24h,Slc3a1,0.39163306,0.9731242176438263,0.9999757047126597
1575,cre_24h_vs_litt_24h,Matn1,0.39163306,0.9731242176438263,0.9999757047126597
1576,cre_24h_vs_litt_24h,Six2,0.35923842,0.9731270193559166,0.9999757047126597
1577,cre_24h_vs_litt_24h,Gna11,0.20102955,0.973194260545483,0.9999757047126597
1578,cre_24h_vs_litt_24h,Rnf144a,0.14959796,0.9732334846607451,0.9999757047126597
1579,cre_24h_vs_litt_24h,Ube2d1,0.1081058,0.9733670339189947,0.9999757047126597
1580,cre_24h_vs_litt_24h,Kpnb1,0.04930398,0.9735622226385814,0.9999757047126597
1581,cre_24h_vs_litt_24h,Irak2,-0.0051008184,0.9736154562010284,0.9999757047126597
1582,cre_24h_vs_litt_24h,Kcnh2,17.98859,0.9748660112563458,0.9999757047126597
1583,cre_24h_vs_litt_24h,Crtc1,17.98859,0.9748660112563458,0.9999757047126597
1584,cre_24h_vs_litt_24h,Cort,0.8067503,0.974890294500238,0.9999757047126597
1585,cre_24h_vs_litt_24h,Kcnc2,0.8067503,0.974890294500238,0.9999757047126597
1586,cre_24h_vs_litt_24h,Myh7,0.8067503,0.974890294500238,0.9999757047126597
1587,cre_24h_vs_litt_24h,Slc6a5,0.8067503,0.974890294500238,0.9999757047126597
1588,cre_24h_vs_litt_24h,Mixl1,0.8067503,0.974890294500238,0.9999757047126597
1589,cre_24h_vs_litt_24h,Hoxa13,0.58426434,0.974896832300648,0.9999757047126597
1590,cre_24h_vs_litt_24h,Cox7a1,0.58426434,0.974896832300648,0.9999757047126597
1591,cre_24h_vs_litt_24h,Gys2,0.58426434,0.974896832300648,0.9999757047126597
1592,cre_24h_vs_litt_24h,Jchain,0.58426434,0.974896832300648,0.9999757047126597
1593,cre_24h_vs_litt_24h,Il31,0.58426434,0.974896832300648,0.9999757047126597
1594,cre_24h_vs_litt_24h,Wnt8a,0.58426434,0.974896832300648,0.9999757047126597
