,comparison,gene,logfoldchange,pval,pval_adj
7209,Pdl1_wt_vs_Pdl1_cre,Smyd3,-0.15365347,0.545832778441823,0.9962293726831715
7210,Pdl1_wt_vs_Pdl1_cre,Clic4,0.018678613,0.5458546576894387,0.9962293726831715
7211,Pdl1_wt_vs_Pdl1_cre,Ric8b,-0.5267667,0.5458763821953534,0.9962293726831715
7212,Pdl1_wt_vs_Pdl1_cre,Tlr3,0.0904252,0.5467853157771025,0.997161125967277
7213,Pdl1_wt_vs_Pdl1_cre,Ftsj1,-0.15528822,0.5481587498232073,0.9989380056843743
7214,Pdl1_wt_vs_Pdl1_cre,Epc1,-0.24256839,0.5498845547615754,1.0
7215,Pdl1_wt_vs_Pdl1_cre,Ppargc1b,-0.21976635,0.5501921811659709,1.0
7216,Pdl1_wt_vs_Pdl1_cre,Pms2,0.30348343,0.5504938151637908,1.0
7217,Pdl1_wt_vs_Pdl1_cre,Cbx2,0.29113021,0.5524995015072247,1.0
7218,Pdl1_wt_vs_Pdl1_cre,Ikbkg,-0.26693922,0.5525030918699698,1.0
7219,Pdl1_wt_vs_Pdl1_cre,Efcab14,-0.17085594,0.5536641590417606,1.0
7220,Pdl1_wt_vs_Pdl1_cre,Il1a,1.1535323,0.5540666096989983,1.0
7221,Pdl1_wt_vs_Pdl1_cre,Selenon,-0.3481863,0.5573976499673088,1.0
7222,Pdl1_wt_vs_Pdl1_cre,Kmt5c,-0.40221742,0.5630682649009837,1.0
7223,Pdl1_wt_vs_Pdl1_cre,Col13a1,0.7378549,0.5633180056884235,1.0
7224,Pdl1_wt_vs_Pdl1_cre,Cd53,0.19617288,0.5656691234514533,1.0
7225,Pdl1_wt_vs_Pdl1_cre,Ifih1,-0.17338327,0.5658909912944751,1.0
7226,Pdl1_wt_vs_Pdl1_cre,Ncoa3,-0.244094,0.565975959579696,1.0
7227,Pdl1_wt_vs_Pdl1_cre,Cebpg,-0.062451545,0.5667961074643167,1.0
7228,Pdl1_wt_vs_Pdl1_cre,Fam20c,-0.27596387,0.5716187867046809,1.0
7229,Pdl1_wt_vs_Pdl1_cre,Atg13,-0.19607371,0.5744378707361665,1.0
7230,Pdl1_wt_vs_Pdl1_cre,Dlx4,2.5367413,0.5747456920115054,1.0
7231,Pdl1_wt_vs_Pdl1_cre,Rab27b,0.28377345,0.5753158843120492,1.0
7232,Pdl1_wt_vs_Pdl1_cre,Large1,-0.38003588,0.5765208017122958,1.0
7233,Pdl1_wt_vs_Pdl1_cre,Bbs5,-0.11350606,0.577317725388708,1.0
7234,Pdl1_wt_vs_Pdl1_cre,Cnp,-0.54215723,0.5774191312642373,1.0
7235,Pdl1_wt_vs_Pdl1_cre,Braf,0.053521022,0.5774881749689293,1.0
7236,Pdl1_wt_vs_Pdl1_cre,Mad2l2,-0.1097948,0.5775838539636726,1.0
7237,Pdl1_wt_vs_Pdl1_cre,Ada,0.90918225,0.578230520517344,1.0
7238,Pdl1_wt_vs_Pdl1_cre,Garem1,0.15581974,0.5792192023105873,1.0
7239,Pdl1_wt_vs_Pdl1_cre,Ppp1r16b,-0.14798589,0.5803931128733884,1.0
7240,Pdl1_wt_vs_Pdl1_cre,Inpp5e,-0.35168982,0.5807590292387043,1.0
7241,Pdl1_wt_vs_Pdl1_cre,Smim7,-0.16367689,0.5827449125537907,1.0
7242,Pdl1_wt_vs_Pdl1_cre,Anapc11,0.14334545,0.5828482055193693,1.0
7243,Pdl1_wt_vs_Pdl1_cre,Adamts3,0.97401947,0.5829044196985281,1.0
7244,Pdl1_wt_vs_Pdl1_cre,Commd10,-0.12401311,0.5844082449538296,1.0
7245,Pdl1_wt_vs_Pdl1_cre,Daam2,-0.670046,0.5877357315727786,1.0
7246,Pdl1_wt_vs_Pdl1_cre,Hdac1,-0.062102977,0.588811437483157,1.0
7247,Pdl1_wt_vs_Pdl1_cre,Cd84,0.038633868,0.5905642957875621,1.0
7248,Pdl1_wt_vs_Pdl1_cre,Dagla,0.07953054,0.590607801558872,1.0
7249,Pdl1_wt_vs_Pdl1_cre,Akt3,-0.14532189,0.590922698389599,1.0
7250,Pdl1_wt_vs_Pdl1_cre,Foxp1,-0.33137953,0.5916517371867194,1.0
7251,Pdl1_wt_vs_Pdl1_cre,Src,0.055726513,0.5922672755995168,1.0
7252,Pdl1_wt_vs_Pdl1_cre,B3glct,-0.12035433,0.5936035642491857,1.0
7253,Pdl1_wt_vs_Pdl1_cre,Btrc,-0.23723492,0.5938319592670452,1.0
7254,Pdl1_wt_vs_Pdl1_cre,Micu1,-0.31174847,0.594496697807263,1.0
7255,Pdl1_wt_vs_Pdl1_cre,Hoxb4,0.04317923,0.5972738741081356,1.0
7256,Pdl1_wt_vs_Pdl1_cre,Patj,0.31405845,0.5976705855005862,1.0
7257,Pdl1_wt_vs_Pdl1_cre,Fut4,2.340116,0.6006644249218419,1.0
7258,Pdl1_wt_vs_Pdl1_cre,Vav1,-0.008183042,0.6014975370344819,1.0
7259,Pdl1_wt_vs_Pdl1_cre,Aph1c,0.2445508,0.6019090062005783,1.0
7260,Pdl1_wt_vs_Pdl1_cre,Cybc1,-0.32932276,0.601964268438169,1.0
7261,Pdl1_wt_vs_Pdl1_cre,Ager,0.6299243,0.6023937664554981,1.0
7262,Pdl1_wt_vs_Pdl1_cre,Vegfc,0.5448928,0.6024300248761328,1.0
7263,Pdl1_wt_vs_Pdl1_cre,Prkdc,-0.20398055,0.6030672277396292,1.0
7264,Pdl1_wt_vs_Pdl1_cre,Trpm6,1.1878022,0.6042886473088757,1.0
7265,Pdl1_wt_vs_Pdl1_cre,Atg16l1,-0.21035822,0.6053377882249606,1.0
7266,Pdl1_wt_vs_Pdl1_cre,Dnmt3l,1.4290004,0.6071318945845225,1.0
7267,Pdl1_wt_vs_Pdl1_cre,Rab7b,-0.20254083,0.6075408449402286,1.0
7268,Pdl1_wt_vs_Pdl1_cre,Slc6a9,-0.22283612,0.6081566235368157,1.0
7269,Pdl1_wt_vs_Pdl1_cre,Havcr2,0.3381821,0.609225099921635,1.0
7270,Pdl1_wt_vs_Pdl1_cre,Cdk4,0.6424593,0.6094888761962145,1.0
7271,Pdl1_wt_vs_Pdl1_cre,Amer1,-0.3356679,0.6101908923868204,1.0
7272,Pdl1_wt_vs_Pdl1_cre,Arfip2,-0.6212656,0.6113147988450349,1.0
7273,Pdl1_wt_vs_Pdl1_cre,Samd14,0.17595312,0.6140893742887388,1.0
7274,Pdl1_wt_vs_Pdl1_cre,Prkaa2,-0.45794111,0.6144019758588379,1.0
7275,Pdl1_wt_vs_Pdl1_cre,Saysd1,0.09472797,0.6144090290635957,1.0
7276,Pdl1_wt_vs_Pdl1_cre,Wipf1,0.060920004,0.615367447921919,1.0
7277,Pdl1_wt_vs_Pdl1_cre,Katnal2,0.52838916,0.6163910764877509,1.0
7278,Pdl1_wt_vs_Pdl1_cre,Llgl2,0.18718575,0.6164373988064993,1.0
7279,Pdl1_wt_vs_Pdl1_cre,Mrnip,1.0103025,0.6170859072140643,1.0
7280,Pdl1_wt_vs_Pdl1_cre,Bach1,-0.05056838,0.6171227203023557,1.0
7281,Pdl1_wt_vs_Pdl1_cre,Ube2n,0.01522878,0.6181362793473726,1.0
7282,Pdl1_wt_vs_Pdl1_cre,Bcl7a,-0.24562423,0.6183489477908244,1.0
7283,Pdl1_wt_vs_Pdl1_cre,Clec4e,3.539493,0.6183522375770754,1.0
7284,Pdl1_wt_vs_Pdl1_cre,Alpl,0.7125241,0.618567570720999,1.0
7285,Pdl1_wt_vs_Pdl1_cre,Cers6,0.0343452,0.6193289839982417,1.0
7286,Pdl1_wt_vs_Pdl1_cre,Dlx6,1.4506401,0.6209215855327725,1.0
7287,Pdl1_wt_vs_Pdl1_cre,Tle4,-0.13957866,0.6219810651483823,1.0
7288,Pdl1_wt_vs_Pdl1_cre,Wif1,0.2935062,0.6241692625225126,1.0
7289,Pdl1_wt_vs_Pdl1_cre,Ago3,-0.33346412,0.6241986613515389,1.0
7290,Pdl1_wt_vs_Pdl1_cre,Dnmt3b,0.1084286,0.6244429590289566,1.0
7291,Pdl1_wt_vs_Pdl1_cre,Mmp13,2.1555853,0.6250635516283887,1.0
7292,Pdl1_wt_vs_Pdl1_cre,Mapk11,0.07747226,0.6253493185070959,1.0
7293,Pdl1_wt_vs_Pdl1_cre,Itgal,0.5356845,0.6266719497678445,1.0
7294,Pdl1_wt_vs_Pdl1_cre,Cdh9,0.5818678,0.6270788368614035,1.0
7295,Pdl1_wt_vs_Pdl1_cre,Cnppd1,-0.101480685,0.6272398690705887,1.0
7296,Pdl1_wt_vs_Pdl1_cre,Kdm2b,-0.09571859,0.6275884744171294,1.0
7297,Pdl1_wt_vs_Pdl1_cre,Chmp3,-0.18778339,0.6281872233482602,1.0
7298,Pdl1_wt_vs_Pdl1_cre,Pdk1,-0.2146617,0.6294280541330712,1.0
7299,Pdl1_wt_vs_Pdl1_cre,Myh10,0.016756786,0.6302454632482081,1.0
7300,Pdl1_wt_vs_Pdl1_cre,Cd151,-0.22308871,0.6315281983767589,1.0
7301,Pdl1_wt_vs_Pdl1_cre,Tubg2,0.823983,0.6322906334298901,1.0
7302,Pdl1_wt_vs_Pdl1_cre,Pithd1,0.19306885,0.6324195156335808,1.0
7303,Pdl1_wt_vs_Pdl1_cre,Ctdsp1,-0.39880574,0.6325902685293514,1.0
7304,Pdl1_wt_vs_Pdl1_cre,Ogg1,-0.30690026,0.6331704430811517,1.0
7305,Pdl1_wt_vs_Pdl1_cre,Sstr3,-0.09514326,0.6333148572302203,1.0
7306,Pdl1_wt_vs_Pdl1_cre,Add2,3.773038,0.635789510959069,1.0
7307,Pdl1_wt_vs_Pdl1_cre,Nsmf,-0.20169422,0.638164862491876,1.0
7308,Pdl1_wt_vs_Pdl1_cre,Rbm8a,0.072860196,0.6382190502225527,1.0
7309,Pdl1_wt_vs_Pdl1_cre,Trmt13,-0.25811383,0.641853851472107,1.0
7310,Pdl1_wt_vs_Pdl1_cre,Cybb,0.005164723,0.642060606619919,1.0
7311,Pdl1_wt_vs_Pdl1_cre,Uhrf2,-0.53027755,0.6427128107880224,1.0
7312,Pdl1_wt_vs_Pdl1_cre,Ggps1,-0.2911416,0.6429854104498243,1.0
7313,Pdl1_wt_vs_Pdl1_cre,Fbxo4,-0.20962845,0.6432956973848327,1.0
7314,Pdl1_wt_vs_Pdl1_cre,Ptk6,0.3635944,0.6435180382503413,1.0
7315,Pdl1_wt_vs_Pdl1_cre,Gcnt3,1.7656407,0.6440717705102342,1.0
7316,Pdl1_wt_vs_Pdl1_cre,Keap1,-0.16942665,0.646731056788304,1.0
7317,Pdl1_wt_vs_Pdl1_cre,Tnfsf9,1.1443094,0.6473228290703428,1.0
7318,Pdl1_wt_vs_Pdl1_cre,Tbpl1,-0.6291657,0.6481598068250833,1.0
7319,Pdl1_wt_vs_Pdl1_cre,Prkn,0.9316495,0.648585428522108,1.0
7320,Pdl1_wt_vs_Pdl1_cre,Rita1,0.113727435,0.6486260498449836,1.0
7321,Pdl1_wt_vs_Pdl1_cre,Nfkb2,-0.3031122,0.6497297714729707,1.0
7322,Pdl1_wt_vs_Pdl1_cre,Dctn3,0.14761198,0.6502226898098776,1.0
7323,Pdl1_wt_vs_Pdl1_cre,Ereg,0.13654721,0.6523898805461787,1.0
7324,Pdl1_wt_vs_Pdl1_cre,Hoxd13,18.006342,0.6530086805371309,1.0
7325,Pdl1_wt_vs_Pdl1_cre,Cntrob,-0.2742778,0.6533130353067286,1.0
7326,Pdl1_wt_vs_Pdl1_cre,Alg13,-0.35795748,0.6545059273676695,1.0
7327,Pdl1_wt_vs_Pdl1_cre,Cdcp1,0.25112846,0.6561786056542569,1.0
7328,Pdl1_wt_vs_Pdl1_cre,Bbs4,-0.15922391,0.6561804608366881,1.0
7329,Pdl1_wt_vs_Pdl1_cre,Medag,-0.020300834,0.6569954280499738,1.0
7330,Pdl1_wt_vs_Pdl1_cre,Ppp1cc,-0.49786767,0.6588436450100105,1.0
7331,Pdl1_wt_vs_Pdl1_cre,Chrna4,2.953996,0.6589047983110876,1.0
7332,Pdl1_wt_vs_Pdl1_cre,Frmd7,1.1554376,0.6593374977005679,1.0
7333,Pdl1_wt_vs_Pdl1_cre,Ticam1,0.8007147,0.6599880283967071,1.0
7334,Pdl1_wt_vs_Pdl1_cre,Snrpd1,0.7491472,0.6606777127053516,1.0
7335,Pdl1_wt_vs_Pdl1_cre,Crisp1,21.053045,0.6607470521612102,1.0
7336,Pdl1_wt_vs_Pdl1_cre,Bdkrb2,0.48139563,0.6609682813995976,1.0
7337,Pdl1_wt_vs_Pdl1_cre,Pax1,1.9676163,0.6610958230297712,1.0
7338,Pdl1_wt_vs_Pdl1_cre,Sun1,-0.39157593,0.6639991152386879,1.0
7339,Pdl1_wt_vs_Pdl1_cre,Ifnar2,-0.28215206,0.6655669742516219,1.0
7340,Pdl1_wt_vs_Pdl1_cre,Phtf1,-0.2775114,0.6659340593391139,1.0
7341,Pdl1_wt_vs_Pdl1_cre,Nipsnap2,-0.22396629,0.6671537833166918,1.0
7342,Pdl1_wt_vs_Pdl1_cre,Cbx1,-0.38859308,0.6676813528332048,1.0
7343,Pdl1_wt_vs_Pdl1_cre,Apobec1,0.22721839,0.6699284566739996,1.0
7344,Pdl1_wt_vs_Pdl1_cre,Tyk2,-0.19559224,0.67016212285539,1.0
7345,Pdl1_wt_vs_Pdl1_cre,Stx1a,-0.39866018,0.670345302723865,1.0
7346,Pdl1_wt_vs_Pdl1_cre,Wwox,-0.44335333,0.6711573467922093,1.0
7347,Pdl1_wt_vs_Pdl1_cre,Hist2h2be,0.5257266,0.6720714193603403,1.0
7348,Pdl1_wt_vs_Pdl1_cre,Fgr,0.60807765,0.6725466904410167,1.0
7349,Pdl1_wt_vs_Pdl1_cre,Cd2ap,-0.2071435,0.6735119390527631,1.0
7350,Pdl1_wt_vs_Pdl1_cre,Dusp11,-0.25359967,0.6745097799945554,1.0
7351,Pdl1_wt_vs_Pdl1_cre,Lats2,-0.28566447,0.6758060887817373,1.0
7352,Pdl1_wt_vs_Pdl1_cre,Cd180,0.23034383,0.676981955729788,1.0
7353,Pdl1_wt_vs_Pdl1_cre,Sept5,-0.10312639,0.6782853925108758,1.0
7354,Pdl1_wt_vs_Pdl1_cre,Ube2g1,-0.14527147,0.6784422593478059,1.0
7355,Pdl1_wt_vs_Pdl1_cre,Tspyl2,-0.38620177,0.6789392671691222,1.0
7356,Pdl1_wt_vs_Pdl1_cre,Ripk3,0.49594352,0.6790295229136338,1.0
7357,Pdl1_wt_vs_Pdl1_cre,Sirt3,-0.004553464,0.6794726633016415,1.0
7358,Pdl1_wt_vs_Pdl1_cre,Omp,0.5805511,0.6830241617692349,1.0
7359,Pdl1_wt_vs_Pdl1_cre,Lox,0.1191067,0.6863809968856394,1.0
7360,Pdl1_wt_vs_Pdl1_cre,Tph2,2.0580943,0.6866029469320252,1.0
7361,Pdl1_wt_vs_Pdl1_cre,Cldn10,-0.13862137,0.6872227648574936,1.0
7362,Pdl1_wt_vs_Pdl1_cre,Mbd5,-0.25905484,0.6875416838823643,1.0
7363,Pdl1_wt_vs_Pdl1_cre,Il2,1.774493,0.6881109645071435,1.0
7364,Pdl1_wt_vs_Pdl1_cre,Acvr2b,-0.30487213,0.6885348618341669,1.0
7365,Pdl1_wt_vs_Pdl1_cre,Aida,-0.16327077,0.6887257936459905,1.0
7366,Pdl1_wt_vs_Pdl1_cre,Gab1,0.111989304,0.6894628972889106,1.0
7367,Pdl1_wt_vs_Pdl1_cre,Sgsh,-0.32541764,0.6896879720705522,1.0
7368,Pdl1_wt_vs_Pdl1_cre,Grik1,0.61355084,0.6900219380249043,1.0
7369,Pdl1_wt_vs_Pdl1_cre,Atp6v0d2,1.6004623,0.6900336330868081,1.0
7370,Pdl1_wt_vs_Pdl1_cre,Drd3,2.6330512,0.6902011557723611,1.0
7371,Pdl1_wt_vs_Pdl1_cre,Foxp2,1.4439797,0.691275794168801,1.0
7372,Pdl1_wt_vs_Pdl1_cre,Mest,0.43022895,0.6915565139460423,1.0
7373,Pdl1_wt_vs_Pdl1_cre,Cttnbp2,-0.11498696,0.6918494991053423,1.0
7374,Pdl1_wt_vs_Pdl1_cre,Rundc1,-0.11114732,0.691998247182799,1.0
7375,Pdl1_wt_vs_Pdl1_cre,Star,1.5733557,0.6929366321968672,1.0
7376,Pdl1_wt_vs_Pdl1_cre,Gfap,2.1847992,0.6942931197297486,1.0
7377,Pdl1_wt_vs_Pdl1_cre,Cers1,-0.27290666,0.6952992280113943,1.0
7378,Pdl1_wt_vs_Pdl1_cre,Trim63,-0.2136356,0.6971623307526936,1.0
7379,Pdl1_wt_vs_Pdl1_cre,Mplkip,-0.04661351,0.6976380196366347,1.0
7380,Pdl1_wt_vs_Pdl1_cre,Aldh1a3,1.3609686,0.6977026050793087,1.0
7381,Pdl1_wt_vs_Pdl1_cre,Fign,0.6315588,0.6990146462829687,1.0
7382,Pdl1_wt_vs_Pdl1_cre,Nr2f2,-0.84313905,0.699020176209366,1.0
7383,Pdl1_wt_vs_Pdl1_cre,Sirt4,-0.038751148,0.6997959064395102,1.0
7384,Pdl1_wt_vs_Pdl1_cre,Limk1,-0.23705609,0.6999636077041855,1.0
7385,Pdl1_wt_vs_Pdl1_cre,Sema4g,-0.04305273,0.6999770935962103,1.0
7386,Pdl1_wt_vs_Pdl1_cre,Ppp2r2a,-0.27785355,0.700132015242843,1.0
7387,Pdl1_wt_vs_Pdl1_cre,Yipf1,0.017927317,0.700431346749619,1.0
7388,Pdl1_wt_vs_Pdl1_cre,Hacl1,-0.020744005,0.7005378791837333,1.0
7389,Pdl1_wt_vs_Pdl1_cre,Cptp,0.023714285,0.7009664896041183,1.0
7390,Pdl1_wt_vs_Pdl1_cre,Casp9,-0.055327073,0.7011054019500115,1.0
7391,Pdl1_wt_vs_Pdl1_cre,Gnb3,1.7056226,0.7015491926167716,1.0
7392,Pdl1_wt_vs_Pdl1_cre,Stat5b,-0.6917893,0.7019435856259137,1.0
7393,Pdl1_wt_vs_Pdl1_cre,Sdc2,-0.19995458,0.7037802380464158,1.0
7394,Pdl1_wt_vs_Pdl1_cre,Otx1,4.833265,0.7050409393986529,1.0
7395,Pdl1_wt_vs_Pdl1_cre,Etv1,-0.21405824,0.7054134997295266,1.0
7396,Pdl1_wt_vs_Pdl1_cre,Dut,0.4661421,0.7065765359507727,1.0
7397,Pdl1_wt_vs_Pdl1_cre,Trpv6,0.86047065,0.7073301177961926,1.0
7398,Pdl1_wt_vs_Pdl1_cre,Cfap45,0.38206175,0.7074170679923146,1.0
7399,Pdl1_wt_vs_Pdl1_cre,Saa1,1.2483175,0.7075486286370549,1.0
7400,Pdl1_wt_vs_Pdl1_cre,Nkain1,1.0931379,0.7091223041399614,1.0
7401,Pdl1_wt_vs_Pdl1_cre,Mturn,0.019206544,0.7098646879094344,1.0
7402,Pdl1_wt_vs_Pdl1_cre,Taf6l,0.235635,0.7100979015919267,1.0
7403,Pdl1_wt_vs_Pdl1_cre,Hpse,-0.776273,0.710848644607734,1.0
7404,Pdl1_wt_vs_Pdl1_cre,Anks6,0.5066992,0.7113892351116891,1.0
7405,Pdl1_wt_vs_Pdl1_cre,Ocln,0.13254835,0.7113970607430073,1.0
7406,Pdl1_wt_vs_Pdl1_cre,Fbxl12,-0.13537714,0.7120936636312,1.0
7407,Pdl1_wt_vs_Pdl1_cre,Ofd1,-0.18384479,0.7142977599026094,1.0
7408,Pdl1_wt_vs_Pdl1_cre,Ccdc184,1.2121954,0.7144200185668652,1.0
7409,Pdl1_wt_vs_Pdl1_cre,Zup1,-0.3021932,0.7151439677855026,1.0
7410,Pdl1_wt_vs_Pdl1_cre,Mcur1,-0.15194456,0.7167790207180598,1.0
7411,Pdl1_wt_vs_Pdl1_cre,Snai3,1.08915,0.717373162670025,1.0
7412,Pdl1_wt_vs_Pdl1_cre,Sinhcaf,0.14018749,0.7174293246499208,1.0
7413,Pdl1_wt_vs_Pdl1_cre,Ripk2,-0.22258277,0.7178865260079146,1.0
7414,Pdl1_wt_vs_Pdl1_cre,Cartpt,2.0627654,0.7179217666308174,1.0
7415,Pdl1_wt_vs_Pdl1_cre,C5ar1,0.15056524,0.7185661476983762,1.0
7416,Pdl1_wt_vs_Pdl1_cre,Tlr4,-0.36662647,0.7219719566238324,1.0
7417,Pdl1_wt_vs_Pdl1_cre,Ap3m2,-0.25254446,0.7222640658992977,1.0
7418,Pdl1_wt_vs_Pdl1_cre,Bbs2,-0.3711963,0.7229480850597293,1.0
7419,Pdl1_wt_vs_Pdl1_cre,Stat5a,-0.47848183,0.7244961624200084,1.0
7420,Pdl1_wt_vs_Pdl1_cre,Washc3,-0.3267966,0.7256051238951523,1.0
7421,Pdl1_wt_vs_Pdl1_cre,Brsk2,0.95500153,0.7259945786444733,1.0
7422,Pdl1_wt_vs_Pdl1_cre,Dhodh,0.18909466,0.7267050256152716,1.0
7423,Pdl1_wt_vs_Pdl1_cre,Traf3ip2,-0.2756598,0.7271574099723503,1.0
7424,Pdl1_wt_vs_Pdl1_cre,Abca4,0.067642346,0.7280100501766504,1.0
7425,Pdl1_wt_vs_Pdl1_cre,Pcgf1,0.3517673,0.7281685224040255,1.0
7426,Pdl1_wt_vs_Pdl1_cre,Bcl2a1a,0.8009348,0.7290569882127551,1.0
7427,Pdl1_wt_vs_Pdl1_cre,Prox1,0.12483347,0.7304785531382183,1.0
7428,Pdl1_wt_vs_Pdl1_cre,Hes2,2.3385475,0.7312545504370953,1.0
7429,Pdl1_wt_vs_Pdl1_cre,Ublcp1,0.16762422,0.732294266413491,1.0
7430,Pdl1_wt_vs_Pdl1_cre,Upk1b,19.38257,0.7346294001364482,1.0
7431,Pdl1_wt_vs_Pdl1_cre,Hcrt,2.6530595,0.735414949917355,1.0
7432,Pdl1_wt_vs_Pdl1_cre,Hivep2,-0.49099213,0.7354518865442148,1.0
7433,Pdl1_wt_vs_Pdl1_cre,Cenps,0.47882384,0.7361096367200219,1.0
7434,Pdl1_wt_vs_Pdl1_cre,Irf8,0.2268909,0.7366480838655316,1.0
7435,Pdl1_wt_vs_Pdl1_cre,Camk2g,-0.37471983,0.7366621626510559,1.0
7436,Pdl1_wt_vs_Pdl1_cre,Crmp1,0.8062106,0.7369173559556492,1.0
7437,Pdl1_wt_vs_Pdl1_cre,Slc25a22,-0.15996683,0.7371993342934011,1.0
7438,Pdl1_wt_vs_Pdl1_cre,Cxcl9,0.7018279,0.7392772399225982,1.0
7439,Pdl1_wt_vs_Pdl1_cre,Tlr1,1.1051042,0.7402225173840693,1.0
7440,Pdl1_wt_vs_Pdl1_cre,Senp3,0.09541248,0.7411278067391758,1.0
7441,Pdl1_wt_vs_Pdl1_cre,Lingo1,1.0493627,0.7421146011713646,1.0
7442,Pdl1_wt_vs_Pdl1_cre,Ccser2,-0.12343997,0.7421213047121632,1.0
7443,Pdl1_wt_vs_Pdl1_cre,Hck,0.0984099,0.7425438436436145,1.0
7444,Pdl1_wt_vs_Pdl1_cre,Pkig,-0.17901324,0.7432768988593685,1.0
7445,Pdl1_wt_vs_Pdl1_cre,Socs6,-0.11744641,0.7434832339647724,1.0
7446,Pdl1_wt_vs_Pdl1_cre,Gpr35,0.60268766,0.7441779190038491,1.0
7447,Pdl1_wt_vs_Pdl1_cre,Hoxb8,0.011141623,0.7447753204253202,1.0
7448,Pdl1_wt_vs_Pdl1_cre,Vipr1,0.27046877,0.7456375230844141,1.0
7449,Pdl1_wt_vs_Pdl1_cre,Cyp26a1,2.5255923,0.7461826363375409,1.0
7450,Pdl1_wt_vs_Pdl1_cre,Cdc42ep4,-0.098035716,0.7465857661346786,1.0
7451,Pdl1_wt_vs_Pdl1_cre,Spon1,0.07493186,0.7472780173856945,1.0
7452,Pdl1_wt_vs_Pdl1_cre,Mlf1,0.32991838,0.7473966539480044,1.0
7453,Pdl1_wt_vs_Pdl1_cre,Kctd15,-0.1994755,0.7498658596496397,1.0
7454,Pdl1_wt_vs_Pdl1_cre,Hdac8,0.34409684,0.7510497174994584,1.0
7455,Pdl1_wt_vs_Pdl1_cre,Snrk,-0.12499552,0.7510984157143141,1.0
7456,Pdl1_wt_vs_Pdl1_cre,Lif,0.18982115,0.7516811002790563,1.0
7457,Pdl1_wt_vs_Pdl1_cre,Pdgfra,-0.068550274,0.752282352426438,1.0
7458,Pdl1_wt_vs_Pdl1_cre,Cab39l,-0.1997973,0.7530841966931455,1.0
7459,Pdl1_wt_vs_Pdl1_cre,Egln3,0.23766412,0.7532773879807106,1.0
7460,Pdl1_wt_vs_Pdl1_cre,Batf,-0.31038007,0.7547502249749589,1.0
7461,Pdl1_wt_vs_Pdl1_cre,Slc30a3,2.570536,0.7557608232280466,1.0
7462,Pdl1_wt_vs_Pdl1_cre,Vtcn1,0.9680904,0.7558662177568589,1.0
7463,Pdl1_wt_vs_Pdl1_cre,Shox2,-0.28666192,0.7567856846815083,1.0
7464,Pdl1_wt_vs_Pdl1_cre,Apmap,-0.45425296,0.7570393485403987,1.0
7465,Pdl1_wt_vs_Pdl1_cre,Smurf1,-0.2649773,0.75777616934351,1.0
7466,Pdl1_wt_vs_Pdl1_cre,Itga9,-0.5101634,0.7590635589063202,1.0
7467,Pdl1_wt_vs_Pdl1_cre,Fopnl,0.023749234,0.75994511695689,1.0
7468,Pdl1_wt_vs_Pdl1_cre,Dsg1b,-0.11232903,0.7600133658761812,1.0
7469,Pdl1_wt_vs_Pdl1_cre,Pou4f1,-0.39369527,0.7602725155026528,1.0
7470,Pdl1_wt_vs_Pdl1_cre,Cish,0.020916797,0.7608970379387207,1.0
7471,Pdl1_wt_vs_Pdl1_cre,D1Ertd622e,-0.10022896,0.7610270108271414,1.0
7472,Pdl1_wt_vs_Pdl1_cre,P2rx4,-0.527348,0.7610394572852579,1.0
7473,Pdl1_wt_vs_Pdl1_cre,Atoh7,1.6437802,0.7622724959466222,1.0
7474,Pdl1_wt_vs_Pdl1_cre,Rims2,1.2323935,0.7627249216706782,1.0
7475,Pdl1_wt_vs_Pdl1_cre,Hras,0.17831258,0.7633144598695326,1.0
7476,Pdl1_wt_vs_Pdl1_cre,Rsad1,-0.3467113,0.7643769714129738,1.0
7477,Pdl1_wt_vs_Pdl1_cre,Ndst1,-0.35546726,0.7650192504939237,1.0
7478,Pdl1_wt_vs_Pdl1_cre,Nadk2,-0.23064789,0.7666474838795225,1.0
7479,Pdl1_wt_vs_Pdl1_cre,Cd300lf,1.3390483,0.7672625262949776,1.0
7480,Pdl1_wt_vs_Pdl1_cre,Arid3b,-0.12865326,0.7684855609062664,1.0
7481,Pdl1_wt_vs_Pdl1_cre,Eloc,0.06557559,0.7712794800720791,1.0
7482,Pdl1_wt_vs_Pdl1_cre,Eya4,0.25257578,0.7715699445162022,1.0
7483,Pdl1_wt_vs_Pdl1_cre,Tec,0.04303453,0.7717233126647008,1.0
7484,Pdl1_wt_vs_Pdl1_cre,Zswim9,0.046047147,0.772663355877235,1.0
7485,Pdl1_wt_vs_Pdl1_cre,Xiap,-0.467486,0.7732714187162059,1.0
7486,Pdl1_wt_vs_Pdl1_cre,Ttc8,-0.37469202,0.7734295307220196,1.0
7487,Pdl1_wt_vs_Pdl1_cre,Jazf1,0.30917877,0.7735692488164718,1.0
7488,Pdl1_wt_vs_Pdl1_cre,Ccl3,0.7099341,0.7741374874479771,1.0
7489,Pdl1_wt_vs_Pdl1_cre,Serpinc1,0.7854473,0.774378578718924,1.0
7490,Pdl1_wt_vs_Pdl1_cre,Cd300lb,1.2766641,0.7747224707774939,1.0
7491,Pdl1_wt_vs_Pdl1_cre,Cdc6,-0.009160974,0.7753311822157363,1.0
