gene,output-XETG00045__0059976__cre_24h__20250725__091031_0,output-XETG00045__0059976__cre_24h__20250725__091031_1,output-XETG00045__0059976__cre_24h__20250725__091031_2,output-XETG00045__0059976__cre_72h__20250725__091031_0,output-XETG00045__0059976__cre_72h__20250725__091031_1,output-XETG00045__0059976__cre_72h__20250725__091031_2,output-XETG00045__0059976__litt_24h__20250725__091031_0,output-XETG00045__0059976__litt_24h__20250725__091031_1,output-XETG00045__0059976__litt_24h__20250725__091031_2,output-XETG00045__0059976__litt_72h__20250725__091031_0,output-XETG00045__0059976__litt_72h__20250725__091031_1,output-XETG00045__0059976__litt_72h__20250725__091031_2,output-XETG00045__0059976__wt_24h__20250725__091031_0,output-XETG00045__0059976__wt_24h__20250725__091031_1,output-XETG00045__0059976__wt_72h__20250725__091031_0,output-XETG00045__0059976__wt_72h__20250725__091031_1,output-XETG00045__0059976__wt_72h__20250725__091031_2
Abcb1a,5.645281508660501,4.123573789556182,5.7337242092543885,4.474164578987636,5.104026497687098,3.999513183522731,5.09511012651406,4.125893357484656,4.491349409350922,0.0,4.227038802345738,5.255435353367241,3.297540861059242,3.6660769993940683,4.328421714387165,4.414623341500837,5.241633178543029
Abcb1b,4.927405992385465,6.060123796791919,6.386666082737868,5.859084595569598,5.189019707148576,4.554091675618045,5.665934281416127,6.160643478343006,5.972461060952001,6.441583640683008,4.786090435830523,5.371095032947535,4.892645498166186,5.578216457676066,5.558717854301985,5.848642951376728,6.050885794285759
Abcb4,5.645281508660501,0.0,5.1622541076126724,3.362651550695118,3.515408321665296,0.0,3.889988668221585,4.747604116274027,3.1794401457154247,0.0,2.7884686936177188,4.839606917955639,3.589820593966565,5.3490702721402945,2.5292102374144503,3.9560041972841735,5.176333634344327
Abcb8,5.33054182752291,6.060123796791919,4.975353081031795,6.379379108491348,5.78824154538549,6.692972698809793,5.499556877176591,5.957291847494802,5.544448606604837,0.0,5.501986973055885,6.152696690777105,6.290633334872353,6.244919805744453,6.014223127541891,5.221049160744196,6.086867545762697
Abcc1,9.17936967479157,9.237128029404056,8.852437416966893,8.337029107571443,8.799408096536892,8.637917940552331,9.039909107987668,8.504209180261396,8.8382840185861,9.69964358381136,8.348696447274643,8.513897453756277,9.076215038023141,8.696857222898357,8.428879467916465,8.541861541859689,8.677821375239924
Abcc6,2.561922942832635,0.0,4.201990330427973,2.3160996158250042,2.3713011480404984,3.4589595565882507,3.592185998577413,3.3792194354697047,1.8822588972412224,0.0,3.6800904104728196,2.658563037922536,3.8327454250190347,1.7393313160111583,2.88037361465763,0.0,2.1205501335003745
Abcc8,3.434279195262149,4.123573789556182,4.201990330427973,0.0,1.6262231604032418,3.0870046655841334,2.7071088445636353,1.7447104725322609,4.933180786672939,0.0,0.0,4.2530612429221675,1.6817170078434476,2.505283140302315,3.7789250896829554,4.312902295009498,2.1205501335003745
Abcc9,6.6307963289445455,4.827046966792767,5.847114427392472,5.567772851463734,7.09442039293661,5.599404274061094,5.7424404545123275,6.640296838103113,6.1466852450203895,6.441583640683008,6.485980768044237,7.603114436964467,5.092606195874808,7.4627908617212455,7.003019252895476,6.660838885400961,7.021490812054836
Abcd2,6.122448907266678,4.517769819924129,7.1757991444779305,6.015190949786994,8.604327256014875,8.068260935573324,7.092628898373058,6.0108793973115295,7.642429742640417,4.889441647705089,8.225942517856922,7.041389147895086,7.1529753493563835,5.3490702721402945,7.805545750441718,6.508119629201279,6.487644391777548
Abcd3,10.243793695334674,10.161994574663485,9.078260120305373,10.2195303673423,10.171232952382772,10.758953144060143,9.740460590224972,9.989750974467443,10.473876338590898,8.015437926720008,9.688774847193462,10.039079155636127,10.223494431422303,10.284919416664575,10.34333586711743,10.287333156715153,10.384881234091816
Abcf1,8.926560725813648,9.703035094680692,8.852437416966893,9.367036730608241,9.17769229781923,9.54733992318912,9.370358259500765,9.18429307122542,9.592514475673312,8.930349592034768,9.279473309699574,9.126637455605522,9.457738556323681,9.135229361810003,9.021306877217652,9.05639750936625,9.193107001253715
Abcg2,5.780162157928495,6.060123796791919,6.0502198136422685,6.0444829969234934,7.09442039293661,5.523053969919162,6.241393651694335,6.380152054050414,6.761028972999087,0.0,5.759705684309965,6.801313874766247,6.24935509108909,6.451800277702088,6.359897998019901,6.362975480071048,6.7344497318542205
Abcg8,2.561922942832635,0.0,3.8128483524921335,0.0,0.0,0.0,2.7071088445636353,0.0,2.671980921412431,0.0,0.0,1.6441402529973517,0.0,0.0,0.0,0.0,0.0
Abhd17c,6.700492245369944,5.652275681573641,6.228228497632617,6.572731525871151,6.690205501248347,7.284886271404143,7.092628898373058,6.801028872829096,6.724844121865244,5.864896530188808,6.706072022841022,6.828550529094285,7.1529753493563835,6.054989663914068,6.92961052328478,6.172832206829516,6.404544411251402
Abhd4,8.157279466933808,8.666384247766299,7.039293076419841,8.160990366207086,8.474908226039396,9.092238815396525,7.831210940825811,7.747965413999895,8.63881491226015,7.846209700066542,8.896851050494824,8.626810167989978,8.181204380814853,7.875782394308233,9.012445864377744,8.6131368201664,8.4957519796144
Abhd5,7.303398575428335,7.320411329436037,7.339779283940361,7.262663946576565,7.444800719250085,7.307823030168863,7.703068770234109,7.2429993151166485,7.388569548544909,7.433260508309378,6.282003971953832,7.41826779310876,7.576644555007607,7.189882219239317,7.187525570254984,7.040836788632901,7.0582038680327965
Abi1,10.92797203243214,11.105082445380752,11.019932752712744,10.523772145867921,10.848509022400345,10.648737224160424,11.161426972234937,10.40192869416363,10.950029044891746,10.88508374779062,10.760952713002276,10.613343528954962,11.018479442375794,10.633946786771954,10.86286730179118,10.580586952473825,10.532433884704878
Abi3bp,6.6307963289445455,6.788414569872216,7.487008786889432,6.879485182328626,6.881103168437669,5.442436158593978,7.831210940825811,8.325411264303826,7.190535703938449,0.0,6.387594302799314,6.5463430198187735,7.688969656324508,8.173291700807443,6.359897998019901,7.4885556525872925,6.843636064826814
Abitram,4.36595625694293,5.297878409502714,5.61065589484251,5.607569688284167,5.013710908178411,5.740957417472454,5.7424404545123275,5.356555519671081,5.544448606604837,5.864896530188808,6.226161841408957,5.214725591332442,5.694495580822329,3.9100440301208343,5.2322614737449005,5.523883412963957,5.241633178543029
Abl1,6.122448907266678,6.46974564857318,6.8885081597027185,7.335571191987832,6.85533047521602,7.35263072532031,6.241393651694335,7.2429993151166485,6.570282865134939,5.864896530188808,7.272704208183916,6.828550529094285,6.6170074051339896,7.069442423973617,6.92961052328478,7.261663147342243,7.43839901891916
Abracl,5.33054182752291,5.297878409502714,4.508155026212392,5.302750193848537,4.8141141514887895,4.953693787416977,3.889988668221585,4.469982539789836,4.097535750341348,4.889441647705089,2.7884686936177188,3.9890760979097557,4.528630900107214,5.578216457676066,4.5405188024571,5.163766222752315,4.611183093607341
Abraxas1,7.005944463223854,6.788414569872216,6.386666082737868,6.812954345657934,6.775129140990741,6.826033786482174,6.483523537869595,6.5706304584367885,6.864437319598089,4.889441647705089,6.387594302799314,6.296181338813459,6.855752507303622,6.6327009504855825,6.083549160573976,6.53095162956878,6.7344497318542205
Abraxas2,7.303398575428335,6.924731111735718,7.2185743657572115,7.159343137854074,6.979822658762674,7.458915292850897,7.334258923109406,7.101965204248475,7.434104156557872,6.8524655759475745,7.614678201867558,7.286972807122297,7.060541594437582,7.189882219239317,7.351088528463081,7.2201194591974875,7.0940058044525305
Acaa2,7.347515898526051,7.851951184680707,6.990761640873226,7.831946413738158,7.8877401619438965,8.10800706180257,7.283952104168106,7.683422800675871,7.6616987894819735,5.864896530188808,7.614678201867558,7.610979087553198,7.418049413018148,7.235377092116701,7.472362408323733,7.429024551058086,7.244952506160674
Acaca,5.143009490008807,6.279424052182964,6.595817040241622,7.63419700576305,6.775129140990741,7.685983771645138,6.690796504880521,7.451165093833638,7.341550798833322,5.864896530188808,6.485980768044237,6.981981697654041,7.218610567695991,7.212808981318929,6.871993840554731,6.975757961237158,7.0582038680327965
Acacb,5.645281508660501,8.186257593617459,5.327695648521276,6.18263537581888,6.169108968052556,8.10800706180257,5.950265134504017,6.380152054050414,7.45634362068407,0.0,5.066058335339128,7.372736154776566,7.472874595209208,7.756022170823846,6.749361048667839,7.3020439560461705,7.212747171534351
Acan,2.561922942832635,0.0,2.4198453937541076,4.9778345741203,2.3713011480404984,6.199160134329972,4.347340344363779,5.513308896367242,2.671980921412431,0.0,6.3357649366314615,3.2483012692229316,0.0,1.7393313160111583,2.88037361465763,2.421110361241621,3.2282789663146807
Ace,5.143009490008807,6.377721001260588,6.0502198136422685,6.829876894556717,8.256008242711184,7.941997339848219,6.343171441701328,7.716055011883381,8.045916823638866,4.889441647705089,8.674962974880652,8.603347437402753,6.163077016658484,7.301037516919313,8.134374699646182,7.366930847177089,7.532728812072739
Ace2,5.903503662787453,6.788414569872216,4.760583991820965,6.829876894556717,7.11628673560378,7.595673163475198,5.408571851331554,5.083973365259459,6.7963284183728625,0.0,6.1075424083362515,6.4087425441761185,5.8681552932561765,5.505804318210097,7.218676881764657,6.575559397656504,7.196370834178185
Acer1,7.5116171695026335,8.88270008361391,6.529412928153456,8.092523472103993,8.256008242711184,9.092238815396525,7.831210940825811,6.605884122870979,9.12181652929323,4.889441647705089,7.2164938236339715,8.006391452439892,8.630263710291956,7.708418590870106,8.574455853044178,8.097849846815393,8.398889169418085
Ache,6.700492245369944,4.827046966792767,4.201990330427973,5.149420075298187,4.8141141514887895,5.740957417472454,4.347340344363779,5.180670584161318,6.090915999582888,0.0,4.932855040854507,6.063806556570933,1.6817170078434476,6.6327009504855825,5.741416149797543,4.509642235442059,5.363982917557042
Ackr1,5.33054182752291,6.46974564857318,5.1622541076126724,3.9628034410030977,5.614764900602867,5.357045395378171,5.884261595178161,4.86865274379254,5.625192402234024,6.441583640683008,6.226161841408957,5.371095032947535,5.754734879862539,4.861243045918067,5.349482021945139,4.762082168307376,4.9605754756147755
Ackr2,3.9740544536236464,2.695317093424611,4.508155026212392,0.0,1.6262231604032418,0.0,4.97341123097426,2.5116076565954986,1.8822588972412224,0.0,1.9834881152819233,1.6441402529973517,1.6817170078434476,1.7393313160111583,2.5292102374144503,3.0460925018206146,0.0
Ackr3,8.601735269682603,8.186257593617459,8.392478551456806,7.70010481138245,7.697778994515874,7.213803341488537,8.342127331011666,8.180938200935785,8.03117609885196,7.433260508309378,7.8172427377508695,8.169714965635658,8.413825404530783,8.798869386206452,7.07287288649787,9.291833011159776,8.149526007544187
Ackr4,5.645281508660501,8.364649772736692,6.595817040241622,6.0444829969234934,6.979822658762674,8.40249428115222,6.938551324737574,6.0108793973115295,8.495828829926937,4.889441647705089,6.437626072073137,6.814996476109965,7.399301377046367,7.2794810506769805,6.5433321474559305,6.53095162956878,6.404544411251402
Acly,11.283499710038614,11.981209538439533,10.79109177050981,11.003708498860863,11.16537284194576,11.82860896136097,11.183892268576402,10.748010569854369,11.721933725245249,9.841499926487373,10.881082173021383,11.055064233973203,11.404254377998999,11.270748978614394,11.568875952053915,11.12734509131134,11.313030218404847
Acod1,8.253168715743104,7.885753287014029,11.384027110644702,6.42464114452224,5.841722116643325,3.0870046655841334,10.094339156606019,10.637361908240154,7.939421480864825,10.84071346722498,5.300425567110875,4.942918643511632,8.432386848368763,3.9100440301208343,6.852265339789541,7.875060716977958,6.756958091682845
Acot6,5.143009490008807,5.297878409502714,5.952238368716265,4.080603358271111,3.964330680527393,5.8068449197454015,6.241393651694335,5.271291751367976,5.625192402234024,5.864896530188808,4.227038802345738,5.5778378018807855,5.348576468312508,5.429564692968205,3.3985024841700167,5.429828957824735,5.421474678416198
Acox1,10.14725791536565,10.337134418877138,9.427270105461417,9.574548500438823,10.341018924394577,10.344886369175695,9.469346692252453,9.301820699769683,10.171822709289096,8.843071560007155,9.754400266417486,10.06793572372976,9.954828511858333,10.056848654098658,10.178839395865893,9.894852677682406,10.064576872671758
Acp2,7.914936203791273,8.457485596558962,8.103925675767277,8.005829001659,8.457882983692114,8.268609085931844,8.471380505116434,8.204128437856417,8.667694376293152,8.303930452205584,8.82348026016279,8.109920424204224,8.366349330273835,8.051398362803175,8.822736386505694,8.074727847324283,8.271794281107702
Acp5,4.6738227269585755,3.579412168442085,4.508155026212392,6.688589474775838,5.9912074179922525,6.0975203882370215,4.97341123097426,4.980326376939671,5.843403111630752,4.889441647705089,3.979330445869138,5.700849406873859,5.183070602032823,4.300887371837038,5.978269470471305,5.276144244085629,6.189722640932317
Acr,2.561922942832635,4.517769819924129,4.508155026212392,1.8691714746768109,3.757260861096916,2.5845297830763503,4.136712369947262,3.009674618921448,3.554106601770038,0.0,3.6800904104728196,3.2483012692229316,3.589820593966565,1.7393313160111583,4.5405188024571,1.9649113469296258,2.1205501335003745
Acsl1,9.925077506970334,9.574210526848205,8.632825998838081,9.204611332321454,10.669673026262496,10.294101885652372,8.689976026173985,8.728701699105859,10.259804829850246,7.171894574778803,9.542120741590539,9.651917422018569,9.324962771571485,9.304869263470186,10.206296648604162,9.44694456042902,9.634116889610047
Acsl4,7.62349883282434,7.918781509064964,8.033798516292649,7.438457267573313,6.435771103889821,7.06018054534539,7.848622040493776,8.180938200935785,7.583028560498392,7.433260508309378,6.966801585801434,7.21655446812472,7.876873609254322,7.756022170823846,7.234003878045838,7.684566605719555,7.545714773352942
Acsl6,5.143009490008807,0.0,4.201990330427973,3.693712456333709,3.515408321665296,0.0,3.592185998577413,4.747604116274027,1.8822588972412224,0.0,4.438383499741277,5.944390850681756,2.9306022301166066,4.972897067587139,4.328421714387165,5.3292124676942745,5.725284694931687
Acss1,4.36595625694293,5.297878409502714,4.760583991820965,5.8257289287843115,6.210356208051148,6.339337138097823,4.97341123097426,5.901636796308129,6.2521452281666186,4.889441647705089,7.033391439805306,6.44439246602978,4.781209866318774,5.3490702721402945,6.11700166960658,4.976859190830256,5.476762908948823
Acss2,7.94396298851127,8.778592638323762,6.65929873493157,7.090796137582522,7.697778994515874,8.70856577682729,7.063101749299059,6.252491909529101,8.485052123211743,7.433260508309378,7.300008899867326,7.164064483633556,7.281389208914405,7.708418590870106,7.951762937505663,7.206001400133777,7.64559750075249
Actc1,7.005944463223854,0.0,5.1622541076126724,6.829876894556717,5.013710908178411,0.0,3.592185998577413,1.7447104725322609,1.8822588972412224,0.0,3.979330445869138,6.315562037588878,0.0,4.118660939985877,8.701176008108167,4.908758706402476,7.633483842920342
Actg2,2.561922942832635,5.485931981568187,4.760583991820965,4.915783748086634,4.3062141415022595,4.39182287773125,4.694073761487613,4.747604116274027,3.554106601770038,0.0,5.501986973055885,4.669286285780374,4.781209866318774,3.9100440301208343,5.292061957705457,3.814293252710133,4.611183093607341
Actl6a,7.72732498487164,7.885753287014029,7.131716804110338,8.042586840035298,7.576827772157647,7.650534998357519,7.406575521250324,7.794545420191861,7.841432578395615,7.171894574778803,7.614678201867558,7.40022720681439,7.7787436819588835,8.149723036683424,7.2641778578339435,7.65369215352828,7.608947050899994
Actl6b,3.434279195262149,2.695317093424611,4.201990330427973,1.218231626149275,1.6262231604032418,2.5845297830763503,2.7071088445636353,2.5116076565954986,1.8822588972412224,0.0,0.0,1.0446093239053915,0.0,1.7393313160111583,1.3734265856986911,1.293925777635636,1.4191606013361586
Actn1,9.996089258001055,10.789581290292979,10.692120244618069,10.374619590850761,11.019254059207272,9.357033519590242,10.672765219357517,10.386806634598187,9.209536254869263,10.163113489114803,9.807689049968719,10.496147565864222,11.23879657788441,10.298379309279175,10.32197879091853,10.082348535331661,10.295452136382346
Actn2,12.371324056365923,6.060123796791919,9.737792877711614,7.237519130907759,10.042964517287981,3.999513183522731,6.905657957975681,10.904852758954252,9.128756839839356,6.441583640683008,10.561039146545307,11.255261638807246,9.294848324383484,11.57054116882756,10.05270152864641,9.04057349970653,10.246582120903375
Actr1a,7.8241781195418065,7.745516251434663,7.521582717806673,8.147554464490465,7.576827772157647,7.971026346402819,7.644463527580182,7.371465767371308,7.736300052097385,8.166883357938433,7.59276513494598,7.6496718176989384,7.688969656324508,7.724461612200143,7.584227709722628,7.866110341537472,8.061849031462371
Actr1b,7.587160533925406,7.4615838677124495,6.990761640873226,7.359077217350331,7.337192932449136,7.032907689439618,6.938551324737574,7.544970594998656,7.1364677392688955,8.015437926720008,7.59276513494598,7.4882554277056474,7.525692367883254,7.7403281925814555,7.234003878045838,7.534472794113129,7.307283481011659
Actr2,10.190289219974638,10.379271745126944,10.733264900900105,9.958021330800898,10.492910784647878,9.881359981321705,11.011041068258551,10.524442521046582,10.718915494768426,10.648180766857607,9.495641601118493,10.17393835105953,10.590821429246516,10.356154955131352,10.278292092023039,10.426254859590665,10.080280508103844
Acvr1,7.112057679311309,7.505729938131589,7.451585911414228,7.624530917211414,7.280221412389782,7.595673163475198,7.91623830688657,7.451165093833638,7.341550798833322,7.846209700066542,7.501624642339786,7.4272041879008235,7.688969656324508,7.625413106397884,7.688039771983821,7.476844330132345,7.64559750075249
Acvr1b,8.601735269682603,8.704764949004518,8.465329985438702,8.383617952423451,8.323355599239603,8.682476570605106,8.537287679916195,8.494836451373976,8.821248028525405,8.166883357938433,8.695671108408527,8.272462893967013,8.965869522647324,8.843624456393746,8.251968633071488,8.406429747246385,8.317940520247594
Acvr1c,0.0,0.0,2.4198453937541076,1.218231626149275,3.964330680527393,3.7544066967677643,3.216482108606285,0.0,4.097535750341348,4.889441647705089,1.9834881152819233,1.6441402529973517,1.6817170078434476,0.0,2.064090920788868,3.0460925018206146,0.0
Acvr2a,7.885313392507161,8.073451250375173,7.1757991444779305,8.085494623421802,7.7822707610142565,8.013503202732133,7.358769442186556,7.809743774773522,8.26333061625178,7.846209700066542,7.71951273911635,7.657287376749007,7.657759134335661,7.756022170823846,7.763915229474386,7.754136895830884,7.83734170074313
Acvr2b,4.6738227269585755,4.123573789556182,5.61065589484251,5.859084595569598,5.417540538748519,6.199160134329972,5.207336924901335,6.252491909529101,5.367992104521541,5.864896530188808,6.387594302799314,5.730030593114445,4.528630900107214,6.372571405263368,4.809645102784519,5.612179608729484,5.630948874725274
Acvrl1,6.830530051273241,7.817338064775195,8.373676013306369,6.943082681360005,7.337192932449136,6.692972698809793,8.342127331011666,7.580849090387745,7.603101937039513,8.930349592034768,7.836018689730482,7.70215535318193,7.903726992927015,7.608223139781475,7.774436021617992,7.589887436752367,7.9971422079778165
Ada,2.561922942832635,3.579412168442085,4.508155026212392,4.6368591839208975,5.013710908178411,2.5845297830763503,3.592185998577413,4.308172076289372,3.554106601770038,0.0,3.6800904104728196,4.476132380281014,3.589820593966565,3.3722856279980826,4.725393877629801,4.509642235442059,4.279269620681811
Adad1,3.9740544536236464,3.579412168442085,3.8128483524921335,1.218231626149275,2.8601907994241063,3.4589595565882507,4.347340344363779,2.5116076565954986,2.671980921412431,0.0,1.9834881152819233,2.658563037922536,4.040600288929604,0.0,2.5292102374144503,1.9649113469296258,2.590457355730458
Adad2,0.0,0.0,4.508155026212392,0.0,0.0,3.0870046655841334,4.136712369947262,1.7447104725322609,3.1794401457154247,0.0,2.7884686936177188,1.0446093239053915,1.6817170078434476,0.0,1.3734265856986911,2.421110361241621,1.4191606013361586
Adam10,9.065116394467802,9.477768284687613,9.273472567860116,9.907103419417929,9.930214952651703,9.922808743550368,9.603591929302997,9.945713929298794,9.612457205057865,9.649079472468605,9.29990471425085,9.683960162055023,9.349586698618857,9.310194290687296,9.704952224560055,9.71712001805064,9.670141314383743
Adam17,5.49647768845867,5.297878409502714,6.8345286314401195,6.42464114452224,5.943079671600488,5.740957417472454,6.39148858416147,6.0108793973115295,6.1466852450203895,7.846209700066542,5.501986973055885,5.786679780288936,5.565901818588772,6.412729652319085,6.331680108168299,6.284532812689912,6.34636013094622
Adam18,3.9740544536236464,2.695317093424611,5.61065589484251,1.8691714746768109,0.0,3.0870046655841334,4.694073761487613,3.3792194354697047,3.554106601770038,0.0,3.3020910337428613,1.0446093239053915,1.6817170078434476,0.0,1.3734265856986911,3.0460925018206146,2.590457355730458
Adam28,0.0,2.695317093424611,5.1622541076126724,0.0,2.3713011480404984,0.0,4.347340344363779,2.5116076565954986,1.8822588972412224,4.889441647705089,3.3020910337428613,1.6441402529973517,3.297540861059242,0.0,2.064090920788868,1.9649113469296258,1.4191606013361586
Adamdec1,2.561922942832635,0.0,3.8128483524921335,1.218231626149275,0.0,0.0,4.136712369947262,1.7447104725322609,1.8822588972412224,0.0,1.9834881152819233,1.6441402529973517,0.0,1.7393313160111583,2.064090920788868,0.0,0.0
Adamts1,9.36251867060901,9.847260147756824,9.615086316691233,8.837170853101624,8.878306959120188,9.468105499223375,9.87823471498942,9.816245576464015,9.05051283748122,9.970648152289026,9.165332088097195,9.250123091557057,9.558345139706697,9.658010258142925,8.627648008939211,9.539924765472348,8.860406456963394
Adamts13,2.561922942832635,0.0,4.760583991820965,1.218231626149275,1.6262231604032418,1.8069840291659731,3.889988668221585,3.009674618921448,0.0,0.0,0.0,1.6441402529973517,3.297540861059242,1.7393313160111583,1.3734265856986911,1.293925777635636,1.4191606013361586
Adamts14,4.927405992385465,5.081585352903732,4.760583991820965,6.531948101227738,5.104026497687098,6.546380737888086,3.216482108606285,5.083973365259459,5.972461060952001,4.889441647705089,4.932855040854507,5.5778378018807855,3.589820593966565,5.263817934350163,6.083549160573976,7.5457273118447725,6.254432299832686
Adamts18,0.0,2.695317093424611,3.8128483524921335,4.5578040776265905,3.515408321665296,5.8068449197454015,4.347340344363779,3.6731470293876427,1.8822588972412224,0.0,6.226161841408957,3.401257614627172,1.6817170078434476,0.0,2.88037361465763,2.421110361241621,2.1205501335003745
Adamts20,4.6738227269585755,2.695317093424611,3.8128483524921335,4.9778345741203,4.3062141415022595,6.761036742508281,3.889988668221585,6.296312494701827,4.800391694773805,0.0,6.82362521065064,4.6077308995521555,4.660440852084695,5.173209679594857,3.6012167767549412,3.9560041972841735,4.149176982318332
Adamts3,6.122448907266678,5.485931981568187,6.14196789311035,4.9778345741203,5.893290829409907,5.930226575053065,5.815093002714981,4.308172076289372,5.367992104521541,4.889441647705089,6.437626072073137,5.085213801687548,6.023139210069212,5.076527163254163,6.014223127541891,4.908758706402476,5.241633178543029
Adamts5,7.347515898526051,7.745516251434663,8.009644272733013,7.250146319355408,7.949946109070738,7.35263072532031,7.813587146583297,8.485402432461905,7.772202241491329,6.441583640683008,8.076055092469321,8.20651492037829,7.749435353513368,9.055034177195031,7.535577322666643,8.681055953650125,7.85831189141795
Adamts6,5.645281508660501,2.695317093424611,6.459804288951141,5.202361572865446,3.757260861096916,4.8323889608154404,5.311460214740408,5.843748283681538,5.054771172939916,5.864896530188808,6.387594302799314,5.255435353367241,3.297540861059242,4.861243045918067,5.0363731818838975,5.612179608729484,5.9372208446340835
Adar,7.112057679311309,7.369020020912412,8.192421843392564,7.513696509815789,7.137826601122901,7.458915292850897,8.25340520789535,8.282478825375652,8.250661115309109,8.843071560007155,7.501624642339786,7.40022720681439,7.657759134335661,7.118831298440491,7.378932963454075,7.632735893898344,7.163049708537271
Adarb1,6.830530051273241,7.708218447547247,7.521582717806673,7.745403999757242,7.809369728008069,6.918348252833521,7.5624254485323155,7.174204964819794,6.687728302950303,6.441583640683008,7.24487275770911,7.738508024047556,7.704325318400547,7.301037516919313,6.966781745273234,7.3020439560461705,7.899359414303016
Adcy1,4.6738227269585755,2.695317093424611,5.1622541076126724,5.03732626327101,2.3713011480404984,4.39182287773125,3.889988668221585,3.6731470293876427,5.054771172939916,0.0,3.979330445869138,3.2483012692229316,4.383556239937567,6.104867299250376,3.3985024841700167,4.682744113917777,4.880836228012969
Adcy2,5.780162157928495,6.060123796791919,6.309621161241122,6.015190949786994,6.503708513193999,6.199160134329972,6.39148858416147,5.783439528336724,6.302118484101536,0.0,6.578083863684296,6.641562133639505,5.694495580822329,6.823527515896055,5.824763240231645,6.172832206829516,6.616318337203255
Adcy3,7.347515898526051,7.669930740029864,6.529412928153456,7.198960589511147,7.220907281218635,7.668368259701265,6.527429005899509,7.025916642638085,6.96092680624175,5.864896530188808,6.86077329573071,7.381958167155803,7.418049413018148,7.212808981318929,7.510622751117637,7.275249388328485,7.545714773352942
